Year,Sex,Age,Country,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
1981,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,24.0
1982,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,24.2
1983,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,23.2
1984,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,23.9
1985,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,25.3
1986,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,27.0
1987,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,24.3
1988,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,26.6
1989,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,24.4
1990,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,26.7
1991,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,24.7
1992,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,26.4
1993,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,30.5
1994,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,28.2
1995,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,29.2
1996,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,28.9
1997,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,29.8
1998,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,29.8
1999,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,30.6
2000,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,31.2
2001,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,29.6
2002,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,30.6
2003,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,26.8
2004,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,27.6
2005,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,24.7
2006,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,26.5
2007,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,27.7
2008,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,27.9
2009,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,23.8
2010,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,25.2
2011,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,27.6
2012,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,26.3
2013,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,26.4
2014,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,20.2
2015,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,20.6
2016,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,22.0
2017,Male,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,22.1
1981,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,12.0
1982,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,12.0
1983,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.9
1984,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,10.0
1985,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,11.2
1986,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,10.2
1987,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.3
1988,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.8
1989,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.4
1990,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,8.1
1991,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,8.0
1992,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.4
1993,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.9
1994,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.7
1995,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.1
1996,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.7
1997,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.4
1998,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.7
1999,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,8.9
2000,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,8.6
2001,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,10.2
2002,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.5
2003,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.2
2004,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.6
2005,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.0
2006,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,7.2
2007,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,9.1
2008,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,8.7
2009,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,8.1
2010,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,8.2
2011,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,10.2
2012,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,8.9
2013,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,7.5
2014,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,8.6
2015,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,7.9
2016,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,8.4
2017,Female,,Scotland,,Undefined,Units,"Rate per 100,000 population",S92000003,6.3
1981,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,12.0
1982,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,10.4
1983,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,14.1
1984,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,10.6
1985,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,12.8
1986,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,14.4
1987,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,9.5
1988,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,14.1
1989,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,10.6
1990,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,13.5
1991,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,11.3
1992,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,9.7
1993,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,10.7
1994,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,10.5
1995,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,10.6
1996,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,10.0
1997,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,9.6
1998,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,9.9
1999,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,10.2
2000,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,12.3
2001,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,10.6
2002,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,12.1
2003,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,9.6
2004,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,9.8
2005,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,14.1
2006,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,18.5
2007,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,15.7
2008,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,17.4
2009,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,16.1
2010,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,19.3
2011,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,17.8
2012,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,17.1
2013,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,18.9
2014,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,16.5
2015,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,19.3
2016,,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,18.1
1981,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,18.5
1982,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,12.2
1983,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,18.1
1984,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,15.0
1985,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,18.3
1986,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,21.7
1987,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,13.2
1988,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,21.6
1989,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,17.3
1990,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,19.8
1991,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,16.2
1992,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,16.1
1993,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,17.0
1994,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,16.7
1995,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,15.6
1996,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,16.3
1997,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,15.6
1998,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,15.2
1999,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,17.4
2000,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,18.6
2001,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,18.1
2002,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,19.2
2003,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,15.4
2004,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,14.3
2005,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,22.1
2006,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,29.2
2007,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,23.2
2008,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,27.6
2009,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,25.9
2010,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,30.9
2011,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,27.2
2012,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,26.9
2013,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,29.3
2014,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,25.9
2015,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,30.3
2016,Male,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,27.3
1981,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,6.4
1982,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,8.7
1983,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,10.8
1984,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,6.6
1985,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,7.6
1986,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,8.2
1987,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,6.6
1988,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,7.1
1989,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,4.8
1990,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,7.7
1991,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,6.7
1992,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,3.8
1993,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,4.7
1994,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,4.9
1995,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,6.2
1996,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,4.2
1997,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,4.3
1998,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,4.9
1999,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,3.5
2000,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,6.1
2001,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,3.5
2002,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,5.3
2003,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,4.1
2004,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,5.5
2005,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,6.4
2006,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,8.1
2007,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,8.8
2008,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,7.8
2009,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,6.7
2010,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,8.8
2011,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,8.9
2012,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,7.7
2013,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,9.1
2014,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,7.4
2015,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,8.8
2016,Female,,Northern Ireland,,Undefined,Units,"Rate per 100,000 population",N92000002,9.2
1981,,,England,North East,Undefined,Units,"Rate per 100,000 population",E12000001,15.3
1981,,,England,North West,Undefined,Units,"Rate per 100,000 population",E12000002,15.4
1981,,,England,Yorkshire and the Humber,Undefined,Units,"Rate per 100,000 population",E12000003,13.6
1981,,,England,East Midlands,Undefined,Units,"Rate per 100,000 population",E12000004,11.6
1981,,,England,West Midlands,Undefined,Units,"Rate per 100,000 population",E12000005,12.5
1981,,,England,East of England,Undefined,Units,"Rate per 100,000 population",E12000006,13.6
1981,,,England,London,Undefined,Units,"Rate per 100,000 population",E12000007,17.4
1981,,,England,South East,Undefined,Units,"Rate per 100,000 population",E12000008,14.2
1981,,,England,South West,Undefined,Units,"Rate per 100,000 population",E12000009,15.6
1981,Male,,England,North East,Undefined,Units,"Rate per 100,000 population",E12000001,21.5
1981,Male,,England,North West,Undefined,Units,"Rate per 100,000 population",E12000002,19.5
1981,Male,,England,Yorkshire and the Humber,Undefined,Units,"Rate per 100,000 population",E12000003,18.2
1981,Male,,England,East Midlands,Undefined,Units,"Rate per 100,000 population",E12000004,14.8
1981,Male,,England,West Midlands,Undefined,Units,"Rate per 100,000 population",E12000005,17.2
1981,Male,,England,East of England,Undefined,Units,"Rate per 100,000 population",E12000006,17.5
1981,Male,,England,London,Undefined,Units,"Rate per 100,000 population",E12000007,22.4
1981,Male,,England,South East,Undefined,Units,"Rate per 100,000 population",E12000008,18.2
1981,Male,,England,South West,Undefined,Units,"Rate per 100,000 population",E12000009,22.3
1981,Female,,England,North East,Undefined,Units,"Rate per 100,000 population",E12000001,10.7
