Year,Series,Country,Vaccine,Age,Region,Units,Unit multiplier,Observation status,GeoCode,Value
2017/18,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,East Midlands,Percentage (%),Units,Normal value,E12000004,89.0
2018/19,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,East Midlands,Percentage (%),Units,Normal value,E12000004,88.5
2019/20,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,East Midlands,Percentage (%),Units,Normal value,E12000004,88.0
2020/21,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,East Midlands,Percentage (%),Units,Normal value,E12000004,89.0
2013/14,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,East Midlands,Percentage (%),Units,Normal value,E12000004,94.1
2014/15,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,East Midlands,Percentage (%),Units,Normal value,E12000004,94.3
2015/16,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,East Midlands,Percentage (%),Units,Normal value,E12000004,93.4
2016/17,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,East Midlands,Percentage (%),Units,Normal value,E12000004,93.1
2017/18,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,East Midlands,Percentage (%),Units,Normal value,E12000004,93.2
2018/19,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,East Midlands,Percentage (%),Units,Normal value,E12000004,92.8
2019/20,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,East Midlands,Percentage (%),Units,Normal value,E12000004,92.7
2020/21,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,East Midlands,Percentage (%),Units,Normal value,E12000004,92.6
2018/19,Proportion of children vaccinated by 2nd birthday (%),England,Meningococcal group B (booster),,East Midlands,Percentage (%),Units,Normal value,E12000004,89.7
2020/21,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,86.7
2019/20,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,88.6
2018/19,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,87.4
2017/18,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,89.2
2016/17,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,88.8
2015/16,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,89.2
2014/15,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,90.6
2013/14,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,89.8
2019/20,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,London,Percentage (%),Units,Normal value,E12000007,89.1
2018/19,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,London,Percentage (%),Units,Normal value,E12000007,88.2
2017/18,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,London,Percentage (%),Units,Normal value,E12000007,89.7
2016/17,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,London,Percentage (%),Units,Normal value,E12000007,89.2
2015/16,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,London,Percentage (%),Units,Normal value,E12000007,90.0
2014/15,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,London,Percentage (%),Units,Normal value,E12000007,90.3
2013/14,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,London,Percentage (%),Units,Normal value,E12000007,89.7
2020/21,Proportion of children vaccinated by 1st birthday (%),England,Rotavirus (primary),,London,Percentage (%),Units,Normal value,E12000007,85.1
2019/20,Proportion of children vaccinated by 1st birthday (%),England,Rotavirus (primary),,London,Percentage (%),Units,Normal value,E12000007,85.9
2018/19,Proportion of children vaccinated by 1st birthday (%),England,Rotavirus (primary),,London,Percentage (%),Units,Normal value,E12000007,85.1
2017/18,Proportion of children vaccinated by 1st birthday (%),England,Rotavirus (primary),,London,Percentage (%),Units,Normal value,E12000007,86.5
2016/17,Proportion of children vaccinated by 1st birthday (%),England,Rotavirus (primary),,London,Percentage (%),Units,Normal value,E12000007,85.8
2020/21,Proportion of children vaccinated by 1st birthday (%),England,Meningococcal group B (primary),,London,Percentage (%),Units,Normal value,E12000007,86.6
2019/20,Proportion of children vaccinated by 1st birthday (%),England,Meningococcal group B (primary),,London,Percentage (%),Units,Normal value,E12000007,87.7
2018/19,Proportion of children vaccinated by 1st birthday (%),England,Meningococcal group B (primary),,London,Percentage (%),Units,Normal value,E12000007,86.9
2017/18,Proportion of children vaccinated by 1st birthday (%),England,Meningococcal group B (primary),,London,Percentage (%),Units,Normal value,E12000007,87.9
2013/14,Proportion of children vaccinated by 2nd birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,93.1
2014/15,Proportion of children vaccinated by 2nd birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,92.5
2015/16,Proportion of children vaccinated by 2nd birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,92.2
2016/17,Proportion of children vaccinated by 2nd birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,91.6
2017/18,Proportion of children vaccinated by 2nd birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,91.7
2018/19,Proportion of children vaccinated by 2nd birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,90.6
2019/20,Proportion of children vaccinated by 2nd birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,90.1
2020/21,Proportion of children vaccinated by 2nd birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,89.4
2013/14,Proportion of children vaccinated by 2nd birthday (%),England,Measles mumps rubella (first dose),,London,Percentage (%),Units,Normal value,E12000007,87.5
2014/15,Proportion of children vaccinated by 2nd birthday (%),England,Measles mumps rubella (first dose),,London,Percentage (%),Units,Normal value,E12000007,87.3
2015/16,Proportion of children vaccinated by 2nd birthday (%),England,Measles mumps rubella (first dose),,London,Percentage (%),Units,Normal value,E12000007,86.4
2016/17,Proportion of children vaccinated by 2nd birthday (%),England,Measles mumps rubella (first dose),,London,Percentage (%),Units,Normal value,E12000007,85.1
2017/18,Proportion of children vaccinated by 2nd birthday (%),England,Measles mumps rubella (first dose),,London,Percentage (%),Units,Normal value,E12000007,85.1
2018/19,Proportion of children vaccinated by 2nd birthday (%),England,Measles mumps rubella (first dose),,London,Percentage (%),Units,Normal value,E12000007,83.0
2019/20,Proportion of children vaccinated by 2nd birthday (%),England,Measles mumps rubella (first dose),,London,Percentage (%),Units,Normal value,E12000007,83.6
2020/21,Proportion of children vaccinated by 2nd birthday (%),England,Measles mumps rubella (first dose),,London,Percentage (%),Units,Normal value,E12000007,82.4
2013/14,Proportion of children vaccinated by 2nd birthday (%),England,Hib Meningococcal group C (booster),,London,Percentage (%),Units,Normal value,E12000007,86.8
2014/15,Proportion of children vaccinated by 2nd birthday (%),England,Hib Meningococcal group C (booster),,London,Percentage (%),Units,Normal value,E12000007,86.8
2015/16,Proportion of children vaccinated by 2nd birthday (%),England,Hib Meningococcal group C (booster),,London,Percentage (%),Units,Normal value,E12000007,85.9
2016/17,Proportion of children vaccinated by 2nd birthday (%),England,Hib Meningococcal group C (booster),,London,Percentage (%),Units,Normal value,E12000007,84.2
2017/18,Proportion of children vaccinated by 2nd birthday (%),England,Hib Meningococcal group C (booster),,London,Percentage (%),Units,Normal value,E12000007,85.1
2018/19,Proportion of children vaccinated by 2nd birthday (%),England,Hib Meningococcal group C (booster),,London,Percentage (%),Units,Normal value,E12000007,83.2
2019/20,Proportion of children vaccinated by 2nd birthday (%),England,Hib Meningococcal group C (booster),,London,Percentage (%),Units,Normal value,E12000007,83.5
2020/21,Proportion of children vaccinated by 2nd birthday (%),England,Hib Meningococcal group C (booster),,London,Percentage (%),Units,Normal value,E12000007,82.2
2013/14,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,London,Percentage (%),Units,Normal value,E12000007,86.3
2014/15,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,London,Percentage (%),Units,Normal value,E12000007,86.4
2015/16,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,London,Percentage (%),Units,Normal value,E12000007,85.6
2016/17,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,London,Percentage (%),Units,Normal value,E12000007,84.5
2017/18,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,London,Percentage (%),Units,Normal value,E12000007,84.3
2018/19,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,London,Percentage (%),Units,Normal value,E12000007,82.5
2019/20,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,London,Percentage (%),Units,Normal value,E12000007,82.9
2020/21,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,London,Percentage (%),Units,Normal value,E12000007,81.1
2019/20,Proportion of children vaccinated by 2nd birthday (%),England,Meningococcal group B (booster),,London,Percentage (%),Units,Normal value,E12000007,80.6
2020/21,Proportion of children vaccinated by 2nd birthday (%),England,Meningococcal group B (booster),,London,Percentage (%),Units,Normal value,E12000007,80.3
2013/14,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,92.5
2014/15,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,92.2
2015/16,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,92.4
2016/17,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,92.3
2017/18,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,92.8
2018/19,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,92.0
2019/20,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,91.8
2020/21,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,London,Percentage (%),Units,Normal value,E12000007,91.2
2013/14,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,London,Percentage (%),Units,Normal value,E12000007,79.3
2014/15,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,London,Percentage (%),Units,Normal value,E12000007,79.5
2015/16,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,London,Percentage (%),Units,Normal value,E12000007,78.3
2016/17,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,London,Percentage (%),Units,Normal value,E12000007,76.9
2017/18,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,London,Percentage (%),Units,Normal value,E12000007,75.9
