Year,Series,Sex,Age,Region,Disability status,Ethnicity,Nationality,Country of birth,Observation status,Unit multiplier,Units,GeoCode,Value
2015 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.6
2016 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,7.1
2016 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.4
2016 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.1
2016 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,5.7
2017 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,5.6
2017 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,5.7
2017 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.5
2017 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.4
2012 Q2,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.8
2012 Q3,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.7
2012 Q4,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.6
2013 Q1,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.7
2013 Q2,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.5
2013 Q3,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.6
2013 Q4,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.6
2014 Q1,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.5
2014 Q2,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.6
2014 Q3,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.5
2014 Q4,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.7
2015 Q1,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.4
2015 Q2,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.4
2015 Q3,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.1
2015 Q4,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.1
2016 Q1,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.3
2016 Q2,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.4
2016 Q3,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.2
2016 Q4,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,9.0
2017 Q1,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,8.9
2017 Q2,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,8.8
2017 Q3,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,8.8
2017 Q4,Manufacturing employment as a proportion of total employment,,,,,,UK nationality,,Normal value,Units,Percentage (%),,8.8
2012 Q2,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.1
2012 Q3,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.6
2012 Q4,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,13.9
2013 Q1,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.1
2013 Q2,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,12.7
2013 Q3,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.9
2013 Q4,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.1
2014 Q1,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,13.8
2014 Q2,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.0
2014 Q3,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,15.2
2014 Q4,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.6
2015 Q1,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.8
2015 Q2,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,15.3
2015 Q3,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,15.1
2015 Q4,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.8
2016 Q1,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,13.9
2016 Q2,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,13.9
2016 Q3,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.6
2016 Q4,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.7
2017 Q1,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.4
2017 Q2,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.0
2017 Q3,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.7
2017 Q4,Manufacturing employment as a proportion of total employment,,,,,,EU nationality,,Normal value,Units,Percentage (%),,14.8
2012 Q2,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,6.7
2012 Q3,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,6.4
2012 Q4,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,6.3
2013 Q1,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,7.3
2013 Q2,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,7.1
2013 Q3,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,7.3
2013 Q4,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,7.2
2014 Q1,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,7.0
2014 Q2,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,7.7
2014 Q3,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,7.9
2014 Q4,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,7.3
2015 Q1,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,6.8
2015 Q2,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,6.9
2015 Q3,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,7.7
2015 Q4,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,7.5
2016 Q1,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,7.0
2016 Q2,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,6.1
2016 Q3,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,6.0
2016 Q4,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,4.7
2017 Q1,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,4.4
2017 Q2,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,5.2
2017 Q3,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,6.1
2017 Q4,Manufacturing employment as a proportion of total employment,,,,,,Non-EU nationality,,Normal value,Units,Percentage (%),,6.7
2000 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,15.046771018902424
2000 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,14.838938166276408
2000 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,14.673571325285224
2000 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,14.491718332332262
2001 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,14.357041672934884
2001 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,14.177069066169796
2001 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,14.097104400101626
2001 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,14.048660332966596
2002 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,13.816337610317008
2002 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,13.576310670534031
2002 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,13.63221218388752
2002 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,13.548145327791577
2003 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,13.048690638906937
2003 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,12.80464848543791
2003 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,12.382225955375668
2003 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,12.101444797561417
2004 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.940990954091484
2004 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.69131091844024
2004 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.856848741891651
2004 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.747908895280666
2005 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.517000872585816
2005 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.608968683271248
2005 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.425695670121192
2005 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.264832056721836
2006 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.193477630063729
2006 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.316402128544746
2006 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.197383081995858
2006 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.044889207833048
2007 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.04789954773738
2007 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.220013836349136
2007 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,11.071343558018514
2007 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,10.850519032462737
2008 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,10.635715627367016
2008 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,10.41584298730713
2008 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,10.336711083754984
2008 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,10.072000332248049
2009 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.757438258689646
2009 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.573954570398422
2009 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.644902120959651
2009 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.596242469008956
2010 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.733722755494158
2010 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.876830458617023
2010 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.796488241000144
2010 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.873255962079613
2011 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.74455257475543
2011 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.765079944069134
2011 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.672858796296296
2011 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.806583637342252
2012 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.707102290073424
2012 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.871389926776796
2012 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.829739691246685
2012 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.71009737484101
2013 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.81746207871863
2013 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.604514173602922
2013 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.783955407245111
2013 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.73906619648125
2014 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.672955883536822
2014 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.785979799496864
2014 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.765239772642849
2014 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.92022838737428
2015 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.675480190978698
2015 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.719124105992888
2015 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.446361455625285
2015 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.462977471649817
2016 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.548044773382047
2016 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.579161801675442
2016 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.44868159021528
2016 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.235334120792244
2017 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.12117259594902
2017 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.11182095525419
2017 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.177889442858046
2017 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.15468760743238
2018 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.05256513531626
2018 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,8.930720008697703
2018 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,8.865029947205308
2018 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,8.87849358799831
2019 Q1,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.034885390962842
2019 Q2,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.218948625343549
2019 Q3,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.138882771460771
2019 Q4,Manufacturing employment as a proportion of total employment,,,,,,,,Normal value,Units,Percentage (%),,9.12940560113185
