Year,Contraceptive method,Types of contraception,Age,Region,Local Authority,Observation status,Unit measure,GeoCode,Value
2017/18,Long acting reversible contraceptives,,,South East,Reading,Undefined,Percentage (%),E06000038,37.0
2017/18,Long acting reversible contraceptives,,,South East,Slough,Undefined,Percentage (%),E06000039,38.0
2017/18,Long acting reversible contraceptives,,,South East,Southampton,Undefined,Percentage (%),E06000045,57.0
2017/18,Long acting reversible contraceptives,,,South East,Surrey,Undefined,Percentage (%),,34.0
2017/18,Long acting reversible contraceptives,,,South East,West Berkshire,Undefined,Percentage (%),E06000037,43.0
2017/18,Long acting reversible contraceptives,,,South East,West Sussex,Undefined,Percentage (%),,30.0
2017/18,Long acting reversible contraceptives,,,South East,Windsor and Maidenhead,Undefined,Percentage (%),E06000040,37.0
2017/18,Long acting reversible contraceptives,,,South East,Wokingham,Undefined,Percentage (%),E06000041,36.0
2017/18,Long acting reversible contraceptives,,,South West,,Undefined,Percentage (%),E12000009,45.0
2017/18,Long acting reversible contraceptives,,,South West,Bath and North East Somerset,Undefined,Percentage (%),E06000022,29.0
2017/18,Long acting reversible contraceptives,,,South West,Bournemouth,Undefined,Percentage (%),E06000028,43.0
2017/18,Long acting reversible contraceptives,,,South West,"Bristol, City of",Undefined,Percentage (%),,40.0
2017/18,Long acting reversible contraceptives,,,South West,Cornwall,Undefined,Percentage (%),E06000052,43.0
2017/18,Long acting reversible contraceptives,,,South West,Devon,Undefined,Percentage (%),,45.0
2017/18,Long acting reversible contraceptives,,,South West,Dorset,Undefined,Percentage (%),,53.0
2017/18,Long acting reversible contraceptives,,,South West,Gloucestershire,Undefined,Percentage (%),,53.0
2017/18,Long acting reversible contraceptives,,,South West,North Somerset,Undefined,Percentage (%),E06000024,39.0
2017/18,Long acting reversible contraceptives,,,South West,Plymouth,Undefined,Percentage (%),E06000026,49.0
2017/18,Long acting reversible contraceptives,,,South West,Poole,Undefined,Percentage (%),E06000029,53.0
2017/18,Long acting reversible contraceptives,,,South West,Somerset,Undefined,Percentage (%),,47.0
2017/18,Long acting reversible contraceptives,,,South West,South Gloucestershire,Undefined,Percentage (%),E06000025,46.0
2017/18,Long acting reversible contraceptives,,,South West,Swindon,Undefined,Percentage (%),E06000030,49.0
2017/18,Long acting reversible contraceptives,,,South West,Torbay,Undefined,Percentage (%),E06000027,44.0
2017/18,Long acting reversible contraceptives,,,South West,Wiltshire,Undefined,Percentage (%),E06000054,48.0
2017/18,User dependent,,,North East,,Undefined,Percentage (%),E12000001,53.0
2017/18,User dependent,,,North East,County Durham,Undefined,Percentage (%),E06000047,59.0
2017/18,User dependent,,,North East,Darlington,Undefined,Percentage (%),E06000005,61.0
2017/18,User dependent,,,North East,Gateshead,Undefined,Percentage (%),E08000037,56.0
2017/18,User dependent,,,North East,Hartlepool,Undefined,Percentage (%),E06000001,64.0
2017/18,User dependent,,,North East,Middlesbrough,Undefined,Percentage (%),E06000002,55.0
2017/18,User dependent,,,North East,Newcastle upon Tyne,Undefined,Percentage (%),E08000021,54.0
2017/18,User dependent,,,North East,North Tyneside,Undefined,Percentage (%),E08000022,52.0
2017/18,User dependent,,,North East,Northumberland,Undefined,Percentage (%),E06000057,50.0
2017/18,User dependent,,,North East,Redcar and Cleveland,Undefined,Percentage (%),E06000003,48.0
2017/18,User dependent,,,North East,South Tyneside,Undefined,Percentage (%),E08000023,55.0
2017/18,User dependent,,,North East,Stockton-on-Tees,Undefined,Percentage (%),E06000004,64.0
2017/18,User dependent,,,North East,Sunderland,Undefined,Percentage (%),E08000024,43.0
2017/18,User dependent,,,North West,,Undefined,Percentage (%),E12000002,61.0
2017/18,User dependent,,,North West,Blackburn with Darwen,Undefined,Percentage (%),E06000008,65.0
2017/18,User dependent,,,North West,Blackpool,Undefined,Percentage (%),E06000009,52.0
2017/18,User dependent,,,North West,Bolton,Undefined,Percentage (%),E08000001,50.0
2017/18,User dependent,,,North West,Bury,Undefined,Percentage (%),E08000002,61.0
2017/18,User dependent,,,North West,Cheshire East,Undefined,Percentage (%),E06000049,57.0
2017/18,User dependent,,,North West,Cheshire West and Chester,Undefined,Percentage (%),E06000050,63.0
2017/18,User dependent,,,North West,Cumbria,Undefined,Percentage (%),,68.0
2017/18,User dependent,,,North West,Halton,Undefined,Percentage (%),E06000006,71.0
2017/18,User dependent,,,North West,Knowsley,Undefined,Percentage (%),E08000011,68.0
2017/18,User dependent,,,North West,Lancashire,Undefined,Percentage (%),,58.0
2017/18,User dependent,,,North West,Liverpool,Undefined,Percentage (%),E08000012,69.0
2017/18,User dependent,,,North West,Manchester,Undefined,Percentage (%),E08000003,60.0
2017/18,User dependent,,,North West,Oldham,Undefined,Percentage (%),E08000004,59.0
2017/18,User dependent,,,North West,Rochdale,Undefined,Percentage (%),E08000005,54.0
2017/18,User dependent,,,North West,Salford,Undefined,Percentage (%),E08000006,56.0
2017/18,User dependent,,,North West,Sefton,Undefined,Percentage (%),E08000014,63.0
2017/18,User dependent,,,North West,St. Helens,Undefined,Percentage (%),E08000013,71.0
2017/18,User dependent,,,North West,Stockport,Undefined,Percentage (%),E08000007,57.0
2017/18,User dependent,,,North West,Tameside,Undefined,Percentage (%),E08000008,60.0
2017/18,User dependent,,,North West,Trafford,Undefined,Percentage (%),E08000009,53.0
2017/18,User dependent,,,North West,Warrington,Undefined,Percentage (%),E06000007,58.0
2017/18,User dependent,,,North West,Wigan,Undefined,Percentage (%),E08000010,58.0
2017/18,User dependent,,,North West,Wirral,Undefined,Percentage (%),E08000015,60.0
2017/18,User dependent,,,Yorkshire and the Humber,,Undefined,Percentage (%),E12000003,56.0
2017/18,User dependent,,,Yorkshire and the Humber,Barnsley,Undefined,Percentage (%),E08000016,64.0
2017/18,User dependent,,,Yorkshire and the Humber,Bradford,Undefined,Percentage (%),E08000032,49.0
2017/18,User dependent,,,Yorkshire and the Humber,Calderdale,Undefined,Percentage (%),E08000033,60.0
2017/18,User dependent,,,Yorkshire and the Humber,Doncaster,Undefined,Percentage (%),E08000017,60.0
2017/18,User dependent,,,Yorkshire and the Humber,East Riding of Yorkshire,Undefined,Percentage (%),E06000011,52.0
2017/18,User dependent,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Undefined,Percentage (%),,46.0
2017/18,User dependent,,,Yorkshire and the Humber,Kirklees,Undefined,Percentage (%),E08000034,54.0
2017/18,User dependent,,,Yorkshire and the Humber,Leeds,Undefined,Percentage (%),E08000035,61.0
2017/18,User dependent,,,Yorkshire and the Humber,North East Lincolnshire,Undefined,Percentage (%),E06000012,54.0
2017/18,User dependent,,,Yorkshire and the Humber,North Lincolnshire,Undefined,Percentage (%),E06000013,58.0
2017/18,User dependent,,,Yorkshire and the Humber,North Yorkshire,Undefined,Percentage (%),,56.0
2017/18,User dependent,,,Yorkshire and the Humber,Rotherham,Undefined,Percentage (%),E08000018,52.0
2017/18,User dependent,,,Yorkshire and the Humber,Sheffield,Undefined,Percentage (%),E08000019,56.0
2017/18,User dependent,,,Yorkshire and the Humber,Wakefield,Undefined,Percentage (%),E08000036,60.0
2017/18,User dependent,,,Yorkshire and the Humber,York,Undefined,Percentage (%),E06000014,63.0
2017/18,User dependent,,,East Midlands,,Undefined,Percentage (%),E12000004,52.0
2017/18,User dependent,,,East Midlands,Derby,Undefined,Percentage (%),E06000015,46.0
2017/18,User dependent,,,East Midlands,Derbyshire,Undefined,Percentage (%),,50.0
2017/18,User dependent,,,East Midlands,Leicester,Undefined,Percentage (%),E06000016,59.0
2017/18,User dependent,,,East Midlands,Leicestershire,Undefined,Percentage (%),,52.0
2017/18,User dependent,,,East Midlands,Lincolnshire,Undefined,Percentage (%),,40.0
2017/18,User dependent,,,East Midlands,Northamptonshire,Undefined,Percentage (%),,56.0
2017/18,User dependent,,,East Midlands,Nottingham,Undefined,Percentage (%),E06000018,56.0
2017/18,User dependent,,,East Midlands,Nottinghamshire,Undefined,Percentage (%),,53.0
2017/18,User dependent,,,West Midlands,,Undefined,Percentage (%),E12000005,60.0
2017/18,User dependent,,,West Midlands,Birmingham,Undefined,Percentage (%),E08000025,67.0
2017/18,User dependent,,,West Midlands,Coventry,Undefined,Percentage (%),E08000026,45.0
2017/18,User dependent,,,West Midlands,Dudley,Undefined,Percentage (%),E08000027,59.0
2017/18,User dependent,,,West Midlands,"Herefordshire, County of",Undefined,Percentage (%),,50.0
2017/18,User dependent,,,West Midlands,Sandwell,Undefined,Percentage (%),E08000028,55.0
2017/18,User dependent,,,West Midlands,Shropshire,Undefined,Percentage (%),E06000051,56.0
2017/18,User dependent,,,West Midlands,Solihull,Undefined,Percentage (%),E08000029,67.0
2017/18,User dependent,,,West Midlands,Staffordshire,Undefined,Percentage (%),,63.0
2017/18,User dependent,,,West Midlands,Stoke-on-Trent,Undefined,Percentage (%),E06000021,60.0
2017/18,User dependent,,,West Midlands,Telford and Wrekin,Undefined,Percentage (%),E06000020,52.0
2017/18,User dependent,,,West Midlands,Walsall,Undefined,Percentage (%),E08000030,55.0
2017/18,User dependent,,,West Midlands,Warwickshire,Undefined,Percentage (%),,58.0
2017/18,User dependent,,,West Midlands,Wolverhampton,Undefined,Percentage (%),E08000031,43.0
2017/18,User dependent,,,West Midlands,Worcestershire,Undefined,Percentage (%),,64.0
2017/18,User dependent,,,East of England,,Undefined,Percentage (%),E12000006,58.0
2017/18,User dependent,,,East of England,Bedford,Undefined,Percentage (%),E06000055,65.0
2017/18,User dependent,,,East of England,Cambridgeshire,Undefined,Percentage (%),,51.0
2017/18,User dependent,,,East of England,Central Bedfordshire,Undefined,Percentage (%),E06000056,62.0
2017/18,User dependent,,,East of England,Essex,Undefined,Percentage (%),,60.0
2017/18,User dependent,,,East of England,Hertfordshire,Undefined,Percentage (%),,61.0
2017/18,User dependent,,,East of England,Luton,Undefined,Percentage (%),E06000032,54.0
2017/18,User dependent,,,East of England,Norfolk,Undefined,Percentage (%),,52.0
2017/18,User dependent,,,East of England,Peterborough,Undefined,Percentage (%),E06000031,55.0
2017/18,User dependent,,,East of England,Southend-on-Sea,Undefined,Percentage (%),E06000033,74.0
2017/18,User dependent,,,East of England,Suffolk,Undefined,Percentage (%),,55.0
2017/18,User dependent,,,East of England,Thurrock,Undefined,Percentage (%),E06000034,55.0
2017/18,User dependent,,,London,,Undefined,Percentage (%),E12000007,62.0
2017/18,User dependent,,,London,Barking and Dagenham,Undefined,Percentage (%),E09000002,49.0
2017/18,User dependent,,,London,Barnet,Undefined,Percentage (%),E09000003,61.0
2017/18,User dependent,,,London,Bexley,Undefined,Percentage (%),E09000004,53.0
2017/18,User dependent,,,London,Brent,Undefined,Percentage (%),E09000005,61.0
2017/18,User dependent,,,London,Bromley,Undefined,Percentage (%),E09000006,63.0
2017/18,User dependent,,,London,Camden,Undefined,Percentage (%),E09000007,64.0
2017/18,User dependent,,,London,Croydon,Undefined,Percentage (%),E09000008,64.0
2017/18,User dependent,,,London,Ealing,Undefined,Percentage (%),E09000009,69.0
2017/18,User dependent,,,London,Enfield,Undefined,Percentage (%),E09000010,52.0
2017/18,User dependent,,,London,Greenwich,Undefined,Percentage (%),E09000011,58.0
2017/18,User dependent,,,London,Hackney,Undefined,Percentage (%),E09000012,58.0
2017/18,User dependent,,,London,Hammersmith and Fulham,Undefined,Percentage (%),E09000013,67.0
2017/18,User dependent,,,London,Haringey,Undefined,Percentage (%),E09000014,58.0
2017/18,User dependent,,,London,Harrow,Undefined,Percentage (%),E09000015,68.0
2017/18,User dependent,,,London,Havering,Undefined,Percentage (%),E09000016,54.0
2017/18,User dependent,,,London,Hillingdon,Undefined,Percentage (%),E09000017,55.0
2017/18,User dependent,,,London,Hounslow,Undefined,Percentage (%),E09000018,63.0
2017/18,User dependent,,,London,Islington,Undefined,Percentage (%),E09000019,63.0
2017/18,User dependent,,,London,Kensington and Chelsea,Undefined,Percentage (%),E09000020,64.0
2017/18,User dependent,,,London,Kingston upon Thames,Undefined,Percentage (%),E09000021,76.0
2017/18,User dependent,,,London,Lambeth,Undefined,Percentage (%),E09000022,60.0
2017/18,User dependent,,,London,Lewisham,Undefined,Percentage (%),E09000023,63.0
2017/18,User dependent,,,London,Merton,Undefined,Percentage (%),E09000024,63.0
2017/18,User dependent,,,London,Newham,Undefined,Percentage (%),E09000025,62.0
2017/18,User dependent,,,London,Redbridge,Undefined,Percentage (%),E09000026,59.0
2017/18,User dependent,,,London,Richmond upon Thames,Undefined,Percentage (%),E09000027,68.0
2017/18,User dependent,,,London,Southwark,Undefined,Percentage (%),E09000028,61.0
2017/18,User dependent,,,London,Sutton,Undefined,Percentage (%),E09000029,66.0
2017/18,User dependent,,,London,Tower Hamlets,Undefined,Percentage (%),E09000030,63.0
2017/18,User dependent,,,London,Waltham Forest,Undefined,Percentage (%),E09000031,66.0
2017/18,User dependent,,,London,Wandsworth,Undefined,Percentage (%),E09000032,59.0
2017/18,User dependent,,,London,Westminster,Undefined,Percentage (%),E09000033,63.0
2017/18,User dependent,,,South East,,Undefined,Percentage (%),E12000008,60.0
2017/18,User dependent,,,South East,Bracknell Forest,Undefined,Percentage (%),E06000036,59.0
2017/18,User dependent,,,South East,Brighton and Hove,Undefined,Percentage (%),E06000043,64.0
2017/18,User dependent,,,South East,Buckinghamshire,Undefined,Percentage (%),,55.0
2017/18,User dependent,,,South East,East Sussex,Undefined,Percentage (%),,61.0
2017/18,User dependent,,,South East,Hampshire,Undefined,Percentage (%),,54.0
2017/18,User dependent,,,South East,Isle of Wight,Undefined,Percentage (%),E06000046,42.0
2017/18,User dependent,,,South East,Kent,Undefined,Percentage (%),,58.0
2017/18,User dependent,,,South East,Medway,Undefined,Percentage (%),E06000035,56.0
2017/18,User dependent,,,South East,Milton Keynes,Undefined,Percentage (%),E06000042,61.0
2017/18,User dependent,,,South East,Oxfordshire,Undefined,Percentage (%),,62.0
2017/18,User dependent,,,South East,Portsmouth,Undefined,Percentage (%),E06000044,47.0
2017/18,User dependent,,,South East,Reading,Undefined,Percentage (%),E06000038,63.0
2017/18,User dependent,,,South East,Slough,Undefined,Percentage (%),E06000039,62.0
2017/18,User dependent,,,South East,Southampton,Undefined,Percentage (%),E06000045,43.0
2017/18,User dependent,,,South East,Surrey,Undefined,Percentage (%),,66.0
2017/18,User dependent,,,South East,West Berkshire,Undefined,Percentage (%),E06000037,57.0
2017/18,User dependent,,,South East,West Sussex,Undefined,Percentage (%),,70.0
2017/18,User dependent,,,South East,Windsor and Maidenhead,Undefined,Percentage (%),E06000040,63.0
2017/18,User dependent,,,South East,Wokingham,Undefined,Percentage (%),E06000041,64.0
2017/18,User dependent,,,South West,,Undefined,Percentage (%),E12000009,55.0
2017/18,User dependent,,,South West,Bath and North East Somerset,Undefined,Percentage (%),E06000022,71.0
2017/18,User dependent,,,South West,Bournemouth,Undefined,Percentage (%),E06000028,57.0
2017/18,User dependent,,,South West,"Bristol, City of",Undefined,Percentage (%),,60.0
2017/18,User dependent,,,South West,Cornwall,Undefined,Percentage (%),E06000052,57.0
2017/18,User dependent,,,South West,Devon,Undefined,Percentage (%),,55.0
2017/18,User dependent,,,South West,Dorset,Undefined,Percentage (%),,47.0
2017/18,User dependent,,,South West,Gloucestershire,Undefined,Percentage (%),,47.0
2017/18,User dependent,,,South West,North Somerset,Undefined,Percentage (%),E06000024,61.0
2017/18,User dependent,,,South West,Plymouth,Undefined,Percentage (%),E06000026,51.0
2017/18,User dependent,,,South West,Poole,Undefined,Percentage (%),E06000029,47.0
2017/18,User dependent,,,South West,Somerset,Undefined,Percentage (%),,53.0
2017/18,User dependent,,,South West,South Gloucestershire,Undefined,Percentage (%),E06000025,54.0
2017/18,User dependent,,,South West,Swindon,Undefined,Percentage (%),E06000030,51.0
2017/18,User dependent,,,South West,Torbay,Undefined,Percentage (%),E06000027,56.0
2017/18,User dependent,,,South West,Wiltshire,Undefined,Percentage (%),E06000054,52.0
2018/19,Long acting reversible contraceptives,,,,,Undefined,Percentage (%),,44.07163431433939
2018/19,Long acting reversible contraceptives,IU device,,,,Undefined,Percentage (%),,7.629430181590482
2018/19,Long acting reversible contraceptives,IU system,,,,Undefined,Percentage (%),,10.44070131496556
2018/19,Long acting reversible contraceptives,Implant,,,,Undefined,Percentage (%),,17.105072010018784
2018/19,Long acting reversible contraceptives,Injectable contraceptive,,,,Undefined,Percentage (%),,8.896430807764558
2018/19,User dependent,,,,,Undefined,Percentage (%),,55.92836568566062
2018/19,User dependent,Oral contraceptives,,,,Undefined,Percentage (%),,38.96656230432061
2018/19,User dependent,Male condom,,,,Undefined,Percentage (%),,13.727113337507827
2018/19,User dependent,Contraceptive patch,,,,Undefined,Percentage (%),,1.6161552911709454
2018/19,User dependent,Natural family planning,,,,Undefined,Percentage (%),,0.9937382592360676
2018/19,User dependent,Other methods,,,,Undefined,Percentage (%),,0.6247964934251722
2018/19,Long acting reversible contraceptives,,Under 16,,,Undefined,Percentage (%),,37.85494259311117
2018/19,Long acting reversible contraceptives,,16 to 17,,,Undefined,Percentage (%),,33.57603494903265
2018/19,Long acting reversible contraceptives,,18 to 19,,,Undefined,Percentage (%),,33.34294571407973
2018/19,Long acting reversible contraceptives,,20 to 24,,,Undefined,Percentage (%),,38.1501986462625
2018/19,Long acting reversible contraceptives,,25 to 34,,,Undefined,Percentage (%),,46.49999422345969
2018/19,Long acting reversible contraceptives,,35 to 44,,,Undefined,Percentage (%),,57.314703745628414
2018/19,User dependent,,45 and over,,,Undefined,Percentage (%),,57.32021072405768
2018/19,User dependent,,Under 16,,,Undefined,Percentage (%),,62.14505740688882
2018/19,User dependent,,16 to 17,,,Undefined,Percentage (%),,66.42396505096734
2018/19,User dependent,,18 to 19,,,Undefined,Percentage (%),,66.65705428592028
2018/19,User dependent,,20 to 24,,,Undefined,Percentage (%),,61.8498013537375
2018/19,User dependent,,25 to 34,,,Undefined,Percentage (%),,53.50000577654031
2018/19,User dependent,,35 to 44,,,Undefined,Percentage (%),,42.68529625437159
2018/19,Long acting reversible contraceptives,,45 and over,,,Undefined,Percentage (%),,42.67978927594233
2018/19,Long acting reversible contraceptives,,,North East,,Undefined,Percentage (%),E12000001,49.0
2018/19,Long acting reversible contraceptives,,,North East,County Durham,Undefined,Percentage (%),E06000047,45.0
2018/19,Long acting reversible contraceptives,,,North East,Darlington,Undefined,Percentage (%),E06000005,32.0
2018/19,Long acting reversible contraceptives,,,North East,Gateshead,Undefined,Percentage (%),E08000037,46.0
2018/19,Long acting reversible contraceptives,,,North East,Hartlepool,Undefined,Percentage (%),E06000001,35.0
2018/19,Long acting reversible contraceptives,,,North East,Middlesbrough,Undefined,Percentage (%),E06000002,52.0
2018/19,Long acting reversible contraceptives,,,North East,Newcastle upon Tyne,Undefined,Percentage (%),E08000021,49.0
2018/19,Long acting reversible contraceptives,,,North East,North Tyneside,Undefined,Percentage (%),E08000022,50.0
2018/19,Long acting reversible contraceptives,,,North East,Northumberland,Undefined,Percentage (%),E06000057,52.0
2018/19,Long acting reversible contraceptives,,,North East,Redcar and Cleveland,Undefined,Percentage (%),E06000003,54.0
2018/19,Long acting reversible contraceptives,,,North East,South Tyneside,Undefined,Percentage (%),E08000023,45.0
2018/19,Long acting reversible contraceptives,,,North East,Stockton-on-Tees,Undefined,Percentage (%),E06000004,36.0
2018/19,Long acting reversible contraceptives,,,North East,Sunderland,Undefined,Percentage (%),E08000024,59.0
2018/19,Long acting reversible contraceptives,,,North West,,Undefined,Percentage (%),E12000002,41.0
2018/19,Long acting reversible contraceptives,,,North West,Blackburn with Darwen,Undefined,Percentage (%),E06000008,35.0
2018/19,Long acting reversible contraceptives,,,North West,Blackpool,Undefined,Percentage (%),E06000009,50.0
2018/19,Long acting reversible contraceptives,,,North West,Bolton,Undefined,Percentage (%),E08000001,53.0
2018/19,Long acting reversible contraceptives,,,North West,Bury,Undefined,Percentage (%),E08000002,41.0
2018/19,Long acting reversible contraceptives,,,North West,Cheshire East,Undefined,Percentage (%),E06000049,48.0
2018/19,Long acting reversible contraceptives,,,North West,Cheshire West and Chester,Undefined,Percentage (%),E06000050,39.0
2018/19,Long acting reversible contraceptives,,,North West,Cumbria,Undefined,Percentage (%),,56.0
2018/19,Long acting reversible contraceptives,,,North West,Halton,Undefined,Percentage (%),E06000006,31.0
2018/19,Long acting reversible contraceptives,,,North West,Knowsley,Undefined,Percentage (%),E08000011,35.0
2018/19,Long acting reversible contraceptives,,,North West,Lancashire,Undefined,Percentage (%),,43.0
2018/19,Long acting reversible contraceptives,,,North West,Liverpool,Undefined,Percentage (%),E08000012,32.0
2018/19,Long acting reversible contraceptives,,,North West,Manchester,Undefined,Percentage (%),E08000003,43.0
2018/19,Long acting reversible contraceptives,,,North West,Oldham,Undefined,Percentage (%),E08000004,44.0
2018/19,Long acting reversible contraceptives,,,North West,Rochdale,Undefined,Percentage (%),E08000005,48.0
2018/19,Long acting reversible contraceptives,,,North West,Salford,Undefined,Percentage (%),E08000006,44.0
2018/19,Long acting reversible contraceptives,,,North West,Sefton,Undefined,Percentage (%),E08000014,39.0
2018/19,Long acting reversible contraceptives,,,North West,St. Helens,Undefined,Percentage (%),E08000013,30.0
2018/19,Long acting reversible contraceptives,,,North West,Stockport,Undefined,Percentage (%),E08000007,52.0
2018/19,Long acting reversible contraceptives,,,North West,Tameside,Undefined,Percentage (%),E08000008,44.0
2018/19,Long acting reversible contraceptives,,,North West,Trafford,Undefined,Percentage (%),E08000009,48.0
2018/19,Long acting reversible contraceptives,,,North West,Warrington,Undefined,Percentage (%),E06000007,45.0
2018/19,Long acting reversible contraceptives,,,North West,Wigan,Undefined,Percentage (%),E08000010,46.0
2018/19,Long acting reversible contraceptives,,,North West,Wirral,Undefined,Percentage (%),E08000015,44.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,,Undefined,Percentage (%),E12000003,48.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,Barnsley,Undefined,Percentage (%),E08000016,40.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,Bradford,Undefined,Percentage (%),E08000032,50.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,Calderdale,Undefined,Percentage (%),E08000033,42.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,Doncaster,Undefined,Percentage (%),E08000017,43.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,East Riding of Yorkshire,Undefined,Percentage (%),E06000011,52.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Undefined,Percentage (%),,57.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,Kirklees,Undefined,Percentage (%),E08000034,49.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,Leeds,Undefined,Percentage (%),E08000035,44.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,North East Lincolnshire,Undefined,Percentage (%),E06000012,47.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,North Lincolnshire,Undefined,Percentage (%),E06000013,42.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,North Yorkshire,Undefined,Percentage (%),,50.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,Rotherham,Undefined,Percentage (%),E08000018,57.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,Sheffield,Undefined,Percentage (%),E08000019,58.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,Wakefield,Undefined,Percentage (%),E08000036,40.0
2018/19,Long acting reversible contraceptives,,,Yorkshire and the Humber,York,Undefined,Percentage (%),E06000014,38.0
2018/19,Long acting reversible contraceptives,,,East Midlands,,Undefined,Percentage (%),E12000004,52.0
2018/19,Long acting reversible contraceptives,,,East Midlands,Derby,Undefined,Percentage (%),E06000015,59.0
2018/19,Long acting reversible contraceptives,,,East Midlands,Derbyshire,Undefined,Percentage (%),,53.0
2018/19,Long acting reversible contraceptives,,,East Midlands,Leicester,Undefined,Percentage (%),E06000016,53.0
2018/19,Long acting reversible contraceptives,,,East Midlands,Leicestershire,Undefined,Percentage (%),,56.0
2018/19,Long acting reversible contraceptives,,,East Midlands,Lincolnshire,Undefined,Percentage (%),,63.0
2018/19,Long acting reversible contraceptives,,,East Midlands,Northamptonshire,Undefined,Percentage (%),,51.0
2018/19,Long acting reversible contraceptives,,,East Midlands,Nottingham,Undefined,Percentage (%),E06000018,47.0
2018/19,Long acting reversible contraceptives,,,East Midlands,Nottinghamshire,Undefined,Percentage (%),,48.0
2018/19,Long acting reversible contraceptives,,,West Midlands,,Undefined,Percentage (%),E12000005,43.0
2018/19,Long acting reversible contraceptives,,,West Midlands,Birmingham,Undefined,Percentage (%),E08000025,38.0
2018/19,Long acting reversible contraceptives,,,West Midlands,Coventry,Undefined,Percentage (%),E08000026,62.0
2018/19,Long acting reversible contraceptives,,,West Midlands,Dudley,Undefined,Percentage (%),E08000027,48.0
2018/19,Long acting reversible contraceptives,,,West Midlands,"Herefordshire, County of",Undefined,Percentage (%),,53.0
2018/19,Long acting reversible contraceptives,,,West Midlands,Sandwell,Undefined,Percentage (%),E08000028,52.0
2018/19,Long acting reversible contraceptives,,,West Midlands,Shropshire,Undefined,Percentage (%),E06000051,45.0
2018/19,Long acting reversible contraceptives,,,West Midlands,Solihull,Undefined,Percentage (%),E08000029,33.0
2018/19,Long acting reversible contraceptives,,,West Midlands,Staffordshire,Undefined,Percentage (%),,38.0
2018/19,Long acting reversible contraceptives,,,West Midlands,Stoke-on-Trent,Undefined,Percentage (%),E06000021,43.0
2018/19,Long acting reversible contraceptives,,,West Midlands,Telford and Wrekin,Undefined,Percentage (%),E06000020,45.0
2018/19,Long acting reversible contraceptives,,,West Midlands,Walsall,Undefined,Percentage (%),E08000030,45.0
2018/19,Long acting reversible contraceptives,,,West Midlands,Warwickshire,Undefined,Percentage (%),,47.0
2018/19,Long acting reversible contraceptives,,,West Midlands,Wolverhampton,Undefined,Percentage (%),E08000031,56.0
2018/19,Long acting reversible contraceptives,,,West Midlands,Worcestershire,Undefined,Percentage (%),,40.0
2018/19,Long acting reversible contraceptives,,,East of England,,Undefined,Percentage (%),E12000006,46.0
2018/19,Long acting reversible contraceptives,,,East of England,Bedford,Undefined,Percentage (%),E06000055,42.0
2018/19,Long acting reversible contraceptives,,,East of England,Cambridgeshire,Undefined,Percentage (%),,52.0
2018/19,Long acting reversible contraceptives,,,East of England,Central Bedfordshire,Undefined,Percentage (%),E06000056,44.0
2018/19,Long acting reversible contraceptives,,,East of England,Essex,Undefined,Percentage (%),,49.0
2018/19,Long acting reversible contraceptives,,,East of England,Hertfordshire,Undefined,Percentage (%),,42.0
2018/19,Long acting reversible contraceptives,,,East of England,Luton,Undefined,Percentage (%),E06000032,45.0
2018/19,Long acting reversible contraceptives,,,East of England,Norfolk,Undefined,Percentage (%),,49.0
2018/19,Long acting reversible contraceptives,,,East of England,Peterborough,Undefined,Percentage (%),E06000031,45.0
2018/19,Long acting reversible contraceptives,,,East of England,Southend-on-Sea,Undefined,Percentage (%),E06000033,36.0
2018/19,Long acting reversible contraceptives,,,East of England,Suffolk,Undefined,Percentage (%),,47.0
2018/19,Long acting reversible contraceptives,,,East of England,Thurrock,Undefined,Percentage (%),E06000034,54.0
2018/19,Long acting reversible contraceptives,,,London,,Undefined,Percentage (%),E12000007,41.0
2018/19,Long acting reversible contraceptives,,,London,Barking and Dagenham,Undefined,Percentage (%),E09000002,54.0
2018/19,Long acting reversible contraceptives,,,London,Barnet,Undefined,Percentage (%),E09000003,40.0
2018/19,Long acting reversible contraceptives,,,London,Bexley,Undefined,Percentage (%),E09000004,50.0
2018/19,Long acting reversible contraceptives,,,London,Brent,Undefined,Percentage (%),E09000005,38.0
2018/19,Long acting reversible contraceptives,,,London,Bromley,Undefined,Percentage (%),E09000006,44.0
