Year,Vaccine,Age,Country,Region,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2014/15,Pneumococcal disease (booster),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.3
2015/16,Pneumococcal disease (booster),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,90.5
2016/17,Pneumococcal disease (booster),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,90.8
2017/18,Pneumococcal disease (booster),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.3
2018/19,Pneumococcal disease (booster),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.3
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,97.4
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,96.9
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,96.5
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,96.3
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,96.5
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,95.9
2013/14,Measles mumps rubella (first dose),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,94.2
2014/15,Measles mumps rubella (first dose),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.7
2015/16,Measles mumps rubella (first dose),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,92.9
2016/17,Measles mumps rubella (first dose),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.1
2017/18,Measles mumps rubella (first dose),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.3
2018/19,Measles mumps rubella (first dose),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.0
2013/14,Hib Meningococcal group C (booster),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.5
2014/15,Hib Meningococcal group C (booster),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.6
2015/16,Hib Meningococcal group C (booster),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.0
2016/17,Hib Meningococcal group C (booster),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.0
2017/18,Hib Meningococcal group C (booster),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.2
2018/19,Hib Meningococcal group C (booster),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.0
2013/14,Pneumococcal disease (booster),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,94.4
2014/15,Pneumococcal disease (booster),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,94.1
2015/16,Pneumococcal disease (booster),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.1
2016/17,Pneumococcal disease (booster),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.1
2017/18,Pneumococcal disease (booster),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.3
2018/19,Pneumococcal disease (booster),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.0
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,97.9
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,97.9
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,98.1
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,97.7
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,97.6
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,97.1
2013/14,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,93.6
2014/15,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,94.4
2015/16,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,92.7
2016/17,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,92.1
2017/18,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,91.1
2018/19,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,89.9
2013/14,Measles mumps rubella (first dose),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,96.7
2014/15,Measles mumps rubella (first dose),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,96.6
2015/16,Measles mumps rubella (first dose),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,97.3
2016/17,Measles mumps rubella (first dose),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,97.5
2017/18,Measles mumps rubella (first dose),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,97.2
2018/19,Measles mumps rubella (first dose),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,96.6
2013/14,Measles mumps rubella (first and second dose),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,92.9
2014/15,Measles mumps rubella (first and second dose),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,93.6
2015/16,Measles mumps rubella (first and second dose),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,94.2
2016/17,Measles mumps rubella (first and second dose),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,92.4
2017/18,Measles mumps rubella (first and second dose),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,91.9
2018/19,Measles mumps rubella (first and second dose),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,91.4
2013/14,Hib Meningococcal group C (booster),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.2
2014/15,Hib Meningococcal group C (booster),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.7
2015/16,Hib Meningococcal group C (booster),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.9
2016/17,Hib Meningococcal group C (booster),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.4
2017/18,Hib Meningococcal group C (booster),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.1
2018/19,Hib Meningococcal group C (booster),By 5th birthday,England,North East,Percentage (%),Units,Undefined,E12000001,94.9
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,96.7
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,96.6
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,96.3
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,96.5
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,95.9
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,95.1
2013/14,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,91.5
2014/15,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,90.2
2015/16,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,88.2
2016/17,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,89.4
2017/18,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,88.8
2018/19,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,88.3
2013/14,Measles mumps rubella (first dose),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,96.0
2014/15,Measles mumps rubella (first dose),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,96.2
2015/16,Measles mumps rubella (first dose),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,96.3
2016/17,Measles mumps rubella (first dose),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,96.5
2017/18,Measles mumps rubella (first dose),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,95.9
2018/19,Measles mumps rubella (first dose),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,95.3
2013/14,Measles mumps rubella (first and second dose),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,91.5
2014/15,Measles mumps rubella (first and second dose),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,90.7
2015/16,Measles mumps rubella (first and second dose),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,89.4
2016/17,Measles mumps rubella (first and second dose),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,90.3
2017/18,Measles mumps rubella (first and second dose),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,89.4
2018/19,Measles mumps rubella (first and second dose),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,88.9
2013/14,Hib Meningococcal group C (booster),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,92.8
2014/15,Hib Meningococcal group C (booster),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,93.2
2015/16,Hib Meningococcal group C (booster),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,93.9
2016/17,Hib Meningococcal group C (booster),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,93.7
2017/18,Hib Meningococcal group C (booster),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,93.6
2018/19,Hib Meningococcal group C (booster),By 5th birthday,England,North West,Percentage (%),Units,Undefined,E12000002,93.6
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,97.2
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,97.0
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,97.2
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,97.1
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,96.6
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,96.2
2013/14,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,92.2
2014/15,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,92.5
2015/16,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,90.1
2016/17,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,90.1
2017/18,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,89.9
2018/19,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,88.9
2013/14,Measles mumps rubella (first dose),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,96.0
2014/15,Measles mumps rubella (first dose),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,96.2
2015/16,Measles mumps rubella (first dose),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,96.8
2016/17,Measles mumps rubella (first dose),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,96.6
2017/18,Measles mumps rubella (first dose),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,95.9
2018/19,Measles mumps rubella (first dose),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,95.8
2013/14,Measles mumps rubella (first and second dose),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,91.7
2014/15,Measles mumps rubella (first and second dose),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,92.3
2015/16,Measles mumps rubella (first and second dose),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,91.8
2016/17,Measles mumps rubella (first and second dose),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,90.5
2017/18,Measles mumps rubella (first and second dose),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,90.5
2018/19,Measles mumps rubella (first and second dose),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,89.9
2013/14,Hib Meningococcal group C (booster),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,95.1
2014/15,Hib Meningococcal group C (booster),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,95.2
2015/16,Hib Meningococcal group C (booster),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,94.4
2016/17,Hib Meningococcal group C (booster),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,94.4
2017/18,Hib Meningococcal group C (booster),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,93.8
2018/19,Hib Meningococcal group C (booster),By 5th birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,93.4
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,97.2
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,97.1
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,97.0
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,96.7
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,96.8
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,96.6
2013/14,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,92.3
2014/15,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,92.0
2015/16,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,89.2
2016/17,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,88.4
2017/18,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,88.4
2018/19,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,87.5
2013/14,Measles mumps rubella (first dose),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,95.6
2014/15,Measles mumps rubella (first dose),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,96.0
2015/16,Measles mumps rubella (first dose),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,96.5
2016/17,Measles mumps rubella (first dose),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,96.4
2017/18,Measles mumps rubella (first dose),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,96.4
2018/19,Measles mumps rubella (first dose),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,95.9
2013/14,Measles mumps rubella (first and second dose),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,91.1
2014/15,Measles mumps rubella (first and second dose),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,91.2
2015/16,Measles mumps rubella (first and second dose),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,90.5
2016/17,Measles mumps rubella (first and second dose),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,88.8
2017/18,Measles mumps rubella (first and second dose),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,89.0
2018/19,Measles mumps rubella (first and second dose),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,88.5
2013/14,Hib Meningococcal group C (booster),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,94.1
2014/15,Hib Meningococcal group C (booster),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,94.3
2015/16,Hib Meningococcal group C (booster),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,93.4
2016/17,Hib Meningococcal group C (booster),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,93.1
2017/18,Hib Meningococcal group C (booster),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,93.2
2018/19,Hib Meningococcal group C (booster),By 5th birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,92.8
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,96.8
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,96.8
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,96.1
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,96.9
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,96.3
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,95.8
2013/14,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,90.8
2014/15,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,91.2
2015/16,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,87.5
2016/17,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,88.4
2017/18,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,85.6
2018/19,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,85.7
2013/14,Measles mumps rubella (first dose),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,95.5
2014/15,Measles mumps rubella (first dose),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,95.6
2015/16,Measles mumps rubella (first dose),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,95.6
2016/17,Measles mumps rubella (first dose),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,96.7
2017/18,Measles mumps rubella (first dose),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,95.7
2018/19,Measles mumps rubella (first dose),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,95.3
2013/14,Measles mumps rubella (first and second dose),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,90.1
2014/15,Measles mumps rubella (first and second dose),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,90.6
2015/16,Measles mumps rubella (first and second dose),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,89.1
2016/17,Measles mumps rubella (first and second dose),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,89.9
2017/18,Measles mumps rubella (first and second dose),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,87.6
2018/19,Measles mumps rubella (first and second dose),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,86.7
2013/14,Hib Meningococcal group C (booster),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,93.0
2014/15,Hib Meningococcal group C (booster),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,93.0
2015/16,Hib Meningococcal group C (booster),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,93.1
2016/17,Hib Meningococcal group C (booster),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,94.9
2017/18,Hib Meningococcal group C (booster),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,94.1
2018/19,Hib Meningococcal group C (booster),By 5th birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,94.0
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,96.0
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,95.9
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,96.7
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,96.4
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,96.6
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,96.1
2013/14,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,91.3
2014/15,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,91.9
2015/16,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,90.0
2016/17,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,88.7
2017/18,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,88.2
2018/19,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,87.2
2013/14,Measles mumps rubella (first dose),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,94.0
2014/15,Measles mumps rubella (first dose),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,94.4
2015/16,Measles mumps rubella (first dose),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,95.5
2016/17,Measles mumps rubella (first dose),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,95.9
2017/18,Measles mumps rubella (first dose),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,96.1
2018/19,Measles mumps rubella (first dose),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,95.5
2013/14,Measles mumps rubella (first and second dose),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,89.9
2014/15,Measles mumps rubella (first and second dose),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,90.8
2015/16,Measles mumps rubella (first and second dose),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,90.7
2016/17,Measles mumps rubella (first and second dose),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,89.7
2017/18,Measles mumps rubella (first and second dose),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,89.8
2018/19,Measles mumps rubella (first and second dose),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,88.1
2013/14,Hib Meningococcal group C (booster),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,93.8
2014/15,Hib Meningococcal group C (booster),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,94.3
2015/16,Hib Meningococcal group C (booster),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,93.6
2016/17,Hib Meningococcal group C (booster),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,93.2
2017/18,Hib Meningococcal group C (booster),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,93.6
2018/19,Hib Meningococcal group C (booster),By 5th birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,93.5
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,92.5
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,92.2
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,92.4
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,92.3
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,92.8
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,92.0
2013/14,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,79.3
2014/15,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,79.5
2015/16,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,78.3
2016/17,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,76.9
2017/18,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,75.9
2018/19,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,73.9
