Year,Series,Bank account category,Sex,Age,Unit measure,Unit multiplier,Observation status,Value
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,Female,60 to 64,Percentage (%),Units,Normal value,4.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,Female,65 to 74,Percentage (%),Units,Normal value,3.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,Female,75 to 84,Percentage (%),Units,Normal value,2.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,Female,85 and over,Percentage (%),Units,Normal value,2.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,,Percentage (%),Units,Normal value,2.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,16 to 24,Percentage (%),Units,Normal value,0.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,25 to 34,Percentage (%),Units,Normal value,2.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,35 to 44,Percentage (%),Units,Normal value,3.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,45 to 54,Percentage (%),Units,Normal value,3.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,55 to 59,Percentage (%),Units,Normal value,2.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,60 to 64,Percentage (%),Units,Normal value,2.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,65 to 74,Percentage (%),Units,Normal value,0.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,75 to 84,Percentage (%),Units,Normal value,0.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,85 and over,Percentage (%),Units,Normal value,0.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Male,,Percentage (%),Units,Normal value,2.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Male,16 to 24,Percentage (%),Units,Normal value,0.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Male,25 to 34,Percentage (%),Units,Normal value,3.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Male,35 to 44,Percentage (%),Units,Normal value,3.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Male,45 to 54,Percentage (%),Units,Normal value,4.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Male,55 to 59,Percentage (%),Units,Normal value,3.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Male,60 to 64,Percentage (%),Units,Normal value,2.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Male,65 to 74,Percentage (%),Units,Normal value,0.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Male,75 to 84,Percentage (%),Units,Normal value,0.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Male,85 and over,Percentage (%),Units,Normal value,0.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,,Percentage (%),Units,Normal value,1.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,16 to 24,Percentage (%),Units,Normal value,1.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,25 to 34,Percentage (%),Units,Normal value,1.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,35 to 44,Percentage (%),Units,Normal value,2.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,45 to 54,Percentage (%),Units,Normal value,2.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,55 to 59,Percentage (%),Units,Normal value,2.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,60 to 64,Percentage (%),Units,Normal value,1.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,65 to 74,Percentage (%),Units,Normal value,0.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,75 to 84,Percentage (%),Units,Normal value,0.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,85 and over,Percentage (%),Units,Normal value,0.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,,Percentage (%),Units,Normal value,1.0
2013/14,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,16 to 24,Percentage (%),Units,Normal value,0.0
