Year,Units,Decent homes criteria,Urbanisation sub-category,Sub-national area,Age of oldest person,Age of youngest person,Income group,Disability status,Ethnicity of household reference person (HRP),Unit measure,Observation status,Unit multiplier,Value
2015,Household (%),Thermal comfort,,,,,,,White,Percentage (%),Undefined,Units,5.943917023875669
2016,Household (%),Thermal comfort,,,,,,,White,Percentage (%),Undefined,Units,6.305930551390563
2017,Household (%),Thermal comfort,,,,,,,White,Percentage (%),Undefined,Units,6.21669298145857
2008,Household (%),Thermal comfort,,,,,,,Asian,Percentage (%),Undefined,Units,8.748507624261553
2009,Household (%),Thermal comfort,,,,,,,Asian,Percentage (%),Undefined,Units,8.367218118452266
2010,Household (%),Thermal comfort,,,,,,,Asian,Percentage (%),Undefined,Units,8.537
2011,Household (%),Thermal comfort,,,,,,,Asian,Percentage (%),Undefined,Units,7.962
2012,Household (%),Thermal comfort,,,,,,,Asian,Percentage (%),Undefined,Units,5.873
2013,Household (%),Thermal comfort,,,,,,,Asian,Percentage (%),Undefined,Units,5.106519501468239
2014,Household (%),Thermal comfort,,,,,,,Asian,Percentage (%),Undefined,Units,4.980375610809115
2015,Household (%),Thermal comfort,,,,,,,Asian,Percentage (%),Undefined,Units,5.04405192863199
2016,Household (%),Thermal comfort,,,,,,,Asian,Percentage (%),Undefined,Units,5.300900813470266
2017,Household (%),Thermal comfort,,,,,,,Asian,Percentage (%),Undefined,Units,3.9963514893890335
2008,Household (%),Thermal comfort,,,,,,,Black,Percentage (%),Undefined,Units,13.85796545105566
2009,Household (%),Thermal comfort,,,,,,,Black,Percentage (%),Undefined,Units,8.096805680491489
2010,Household (%),Thermal comfort,,,,,,,Black,Percentage (%),Undefined,Units,7.285
2011,Household (%),Thermal comfort,,,,,,,Black,Percentage (%),Undefined,Units,8.241
2012,Household (%),Thermal comfort,,,,,,,Black,Percentage (%),Undefined,Units,10.391
2013,Household (%),Thermal comfort,,,,,,,Black,Percentage (%),Undefined,Units,9.937421077264068
2014,Household (%),Thermal comfort,,,,,,,Black,Percentage (%),Undefined,Units,5.424947706626637
2015,Household (%),Thermal comfort,,,,,,,Black,Percentage (%),Undefined,Units,5.676820708987665
2016,Household (%),Thermal comfort,,,,,,,Black,Percentage (%),Undefined,Units,8.506241581884801
2017,Household (%),Thermal comfort,,,,,,,Black,Percentage (%),Undefined,Units,6.846122701563057
2008,Household (%),Thermal comfort,,,,,,,Other,Percentage (%),Undefined,Units,13.4861996708763
2009,Household (%),Thermal comfort,,,,,,,Other,Percentage (%),Undefined,Units,7.693532544469514
2010,Household (%),Thermal comfort,,,,,,,Other,Percentage (%),Undefined,Units,9.153
2011,Household (%),Thermal comfort,,,,,,,Other,Percentage (%),Undefined,Units,7.614
2012,Household (%),Thermal comfort,,,,,,,Other,Percentage (%),Undefined,Units,6.275
2013,Household (%),Thermal comfort,,,,,,,Other,Percentage (%),Undefined,Units,8.130716605531326
2014,Household (%),Thermal comfort,,,,,,,Other,Percentage (%),Undefined,Units,8.637873232469952
2015,Household (%),Thermal comfort,,,,,,,Other,Percentage (%),Undefined,Units,9.037472670622918
2016,Household (%),Thermal comfort,,,,,,,Other,Percentage (%),Undefined,Units,9.121043951945952
2017,Household (%),Thermal comfort,,,,,,,Other,Percentage (%),Undefined,Units,6.408837516968895
2008,Household (%),Thermal comfort,,,,,,,All minority,Percentage (%),Undefined,Units,11.64290671181194
2009,Household (%),Thermal comfort,,,,,,,All minority,Percentage (%),Undefined,Units,8.107554174780498
2010,Household (%),Thermal comfort,,,,,,,All minority,Percentage (%),Undefined,Units,8.325
2011,Household (%),Thermal comfort,,,,,,,All minority,Percentage (%),Undefined,Units,7.947
2012,Household (%),Thermal comfort,,,,,,,All minority,Percentage (%),Undefined,Units,7.325
2013,Household (%),Thermal comfort,,,,,,,All minority,Percentage (%),Undefined,Units,7.225073750629835
2014,Household (%),Thermal comfort,,,,,,,All minority,Percentage (%),Undefined,Units,6.111731684614909
2015,Household (%),Thermal comfort,,,,,,,All minority,Percentage (%),Undefined,Units,6.285835453431166
2016,Household (%),Thermal comfort,,,,,,,All minority,Percentage (%),Undefined,Units,7.277370909322986
2017,Household (%),Thermal comfort,,,,,,,All minority,Percentage (%),Undefined,Units,5.4894643940337975
2008,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,12.75599276563148
2009,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,10.37517050823793
2010,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,9.89
2011,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,8.718
2012,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,7.653
2013,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,7.456770148476021
2014,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,6.614339313791708
2015,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,5.981667293959917
2016,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,6.518694616084556
2017,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,6.561685970900853
2008,Household (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,12.44130430121449
2009,Household (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,9.950205740182197
2010,Household (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,9.374
2011,Household (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,8.298
2012,Household (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,7.256
2013,Household (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,6.95548304690147
2014,Household (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,6.30333147460304
2015,Household (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,5.981210188369957
2016,Household (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,6.417791369184912
2017,Household (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,6.132915104981448
2008,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,45.89786468078096
2009,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,40.37118485854782
2010,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,34.814
2011,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,32.34
2012,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,30.393
2013,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,35.88711918284782
2014,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,33.47746688776473
2015,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,26.48433618596449
2016,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,30.06870155639985
2017,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,29.34704357842195
2008,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,60.59117892075472
2009,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,60.49152797970169
2010,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,55.764
2011,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,51.574
2012,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,45.368
2013,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,42.48086550089115
2014,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,42.24214446157887
2015,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,42.62444484378607
2016,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,48.203747830874576
2017,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,46.70420092634717
2008,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,37.53985386207459
2009,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,34.19030300395809
2010,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,30.523
2011,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,29.003
2012,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,28.388
2013,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,26.28139529280837
2014,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,24.04738636269074
2015,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,22.27699332490394
2016,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,24.017237033261825
2017,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,24.005519885021897
2008,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,33.53517034226057
2009,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,31.49167397157459
2010,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,25.67
2011,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,22.074
2012,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,21.382
2013,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,18.20263098243667
2014,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,17.94176096335504
2015,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,20.19903163106376
2016,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,19.988884039760112
2017,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,20.155342219379158
2008,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,28.57192780361831
2009,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,25.7960330462114
2010,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,23.094
2011,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,19.957
2012,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,17.653
2013,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,16.77047249451481
2014,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,16.37562095133795
2015,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,16.28095273531662
2016,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,16.233424664279514
2017,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,14.902562016138535
2008,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,47.3787438972137
2009,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,39.34832886807865
2010,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,34.623
2011,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,32.641
2012,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,33.172
2013,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,31.05804789113313
2014,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,32.65442786273846
2015,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,31.03145866070889
2016,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,31.639284600187143
2017,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,29.570341882627304
2008,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,32.36277581498629
2009,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,28.16244171606121
2010,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,24.575
2011,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,23.066
2012,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,21.046
2013,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,19.54060485251792
2014,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,19.09083054248822
2015,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,20.03713768342657
2016,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,21.52881904876146
2017,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,18.911289061730965
2008,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,34.10071175426344
2009,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,31.87070333084578
2010,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,28.716
2011,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,25.918
2012,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,24.413
2013,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,22.29591633777826
2014,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,21.32125028961401
2015,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,20.9416922656328
2016,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,20.999199089841703
2017,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,20.81591072290152
2008,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,32.45276596356708
2009,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,29.5624318098619
2010,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,25.442
2011,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,20.892
2012,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,18.927
2013,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,19.28427686423951
2014,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,18.57986745538249
2015,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,16.79340795678744
2016,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,16.939283162003186
2017,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,16.08074373703605
2008,Household (%),,,,59 and under,,,,,Percentage (%),Undefined,Units,32.55528069796662
2009,Household (%),,,,59 and under,,,,,Percentage (%),Undefined,Units,29.08909169019676
2010,Household (%),,,,59 and under,,,,,Percentage (%),Undefined,Units,25.814
2011,Household (%),,,,59 and under,,,,,Percentage (%),Undefined,Units,23.577
2012,Household (%),,,,59 and under,,,,,Percentage (%),Undefined,Units,21.843
2013,Household (%),,,,59 and under,,,,,Percentage (%),Undefined,Units,20.25432654416608
2014,Household (%),,,,59 and under,,,,,Percentage (%),Undefined,Units,19.4889210625662
2015,Household (%),,,,59 and under,,,,,Percentage (%),Undefined,Units,19.25632152188521
2016,Household (%),,,,59 and under,,,,,Percentage (%),Undefined,Units,19.372149590081538
2017,Household (%),,,,59 and under,,,,,Percentage (%),Undefined,Units,17.980857020330234
2008,Household (%),,,,60 and over,,,,,Percentage (%),Undefined,Units,33.10411714005524
2009,Household (%),,,,60 and over,,,,,Percentage (%),Undefined,Units,30.37448679919292
2010,Household (%),,,,60 and over,,,,,Percentage (%),Undefined,Units,26.144
2011,Household (%),,,,60 and over,,,,,Percentage (%),Undefined,Units,22.62
2012,Household (%),,,,60 and over,,,,,Percentage (%),Undefined,Units,21.136
2013,Household (%),,,,60 and over,,,,,Percentage (%),Undefined,Units,19.88041552796891
2014,Household (%),,,,60 and over,,,,,Percentage (%),Undefined,Units,19.40166444207721
2015,Household (%),,,,60 and over,,,,,Percentage (%),Undefined,Units,18.95475294204654
2016,Household (%),,,,60 and over,,,,,Percentage (%),Undefined,Units,19.96002660119596
2017,Household (%),,,,60 and over,,,,,Percentage (%),Undefined,Units,19.18644176689974
2008,Household (%),,,,75 and over,,,,,Percentage (%),Undefined,Units,34.68535600542504
2009,Household (%),,,,75 and over,,,,,Percentage (%),Undefined,Units,31.75915896127116
2010,Household (%),,,,75 and over,,,,,Percentage (%),Undefined,Units,26.957
2011,Household (%),,,,75 and over,,,,,Percentage (%),Undefined,Units,23.192
2012,Household (%),,,,75 and over,,,,,Percentage (%),Undefined,Units,21.384
2013,Household (%),,,,75 and over,,,,,Percentage (%),Undefined,Units,21.30967402530699
2014,Household (%),,,,75 and over,,,,,Percentage (%),Undefined,Units,21.1659876243749
2015,Household (%),,,,75 and over,,,,,Percentage (%),Undefined,Units,20.17843679245095
2016,Household (%),,,,75 and over,,,,,Percentage (%),Undefined,Units,21.51901885688533
2017,Household (%),,,,75 and over,,,,,Percentage (%),Undefined,Units,21.422528005333657
2008,Household (%),,,,,4 and under,,,,Percentage (%),Undefined,Units,30.51423044545141
2009,Household (%),,,,,4 and under,,,,Percentage (%),Undefined,Units,28.59601378523966
2010,Household (%),,,,,4 and under,,,,Percentage (%),Undefined,Units,24.656
2011,Household (%),,,,,4 and under,,,,Percentage (%),Undefined,Units,23.147
2012,Household (%),,,,,4 and under,,,,Percentage (%),Undefined,Units,20.558
2013,Household (%),,,,,4 and under,,,,Percentage (%),Undefined,Units,18.08021308014962
2014,Household (%),,,,,4 and under,,,,Percentage (%),Undefined,Units,18.65359573995068
2015,Household (%),,,,,4 and under,,,,Percentage (%),Undefined,Units,18.81213325513336
2016,Household (%),,,,,4 and under,,,,Percentage (%),Undefined,Units,19.471069696411444
2017,Household (%),,,,,4 and under,,,,Percentage (%),Undefined,Units,18.71317077608421
2008,Household (%),,,,,15 and under,,,,Percentage (%),Undefined,Units,30.8066992968384
2009,Household (%),,,,,15 and under,,,,Percentage (%),Undefined,Units,26.35760075689615
2010,Household (%),,,,,15 and under,,,,Percentage (%),Undefined,Units,22.539
2011,Household (%),,,,,15 and under,,,,Percentage (%),Undefined,Units,21.509
2012,Household (%),,,,,15 and under,,,,Percentage (%),Undefined,Units,20.136
2013,Household (%),,,,,15 and under,,,,Percentage (%),Undefined,Units,18.6217413689887
2014,Household (%),,,,,15 and under,,,,Percentage (%),Undefined,Units,18.29840047795382
2015,Household (%),,,,,15 and under,,,,Percentage (%),Undefined,Units,18.43534566150668
2016,Household (%),,,,,15 and under,,,,Percentage (%),Undefined,Units,19.210248218393964
2017,Household (%),,,,,15 and under,,,,Percentage (%),Undefined,Units,17.273929045171688
2008,Household (%),,,,,16 and over,,,,Percentage (%),Undefined,Units,33.46446327910098
2009,Household (%),,,,,16 and over,,,,Percentage (%),Undefined,Units,30.81930584665588
2010,Household (%),,,,,16 and over,,,,Percentage (%),Undefined,Units,27.287
2011,Household (%),,,,,16 and over,,,,Percentage (%),Undefined,Units,23.904
2012,Household (%),,,,,16 and over,,,,Percentage (%),Undefined,Units,22.184
2013,Household (%),,,,,16 and over,,,,Percentage (%),Undefined,Units,20.65410906730991
2014,Household (%),,,,,16 and over,,,,Percentage (%),Undefined,Units,19.87594777826028
2015,Household (%),,,,,16 and over,,,,Percentage (%),Undefined,Units,19.39917461183124
2016,Household (%),,,,,16 and over,,,,Percentage (%),Undefined,Units,19.74474591135315
2017,Household (%),,,,,16 and over,,,,Percentage (%),Undefined,Units,18.88594183784248
2008,Household (%),,,,,,1st quintile (lowest),,,Percentage (%),Undefined,Units,36.42648609436252
2009,Household (%),,,,,,1st quintile (lowest),,,Percentage (%),Undefined,Units,33.02907212878262
2010,Household (%),,,,,,1st quintile (lowest),,,Percentage (%),Undefined,Units,28.899
2011,Household (%),,,,,,1st quintile (lowest),,,Percentage (%),Undefined,Units,25.393
2012,Household (%),,,,,,1st quintile (lowest),,,Percentage (%),Undefined,Units,25.529
2013,Household (%),,,,,,1st quintile (lowest),,,Percentage (%),Undefined,Units,25.20865838088231
2014,Household (%),,,,,,1st quintile (lowest),,,Percentage (%),Undefined,Units,23.77739742710567
2015,Household (%),,,,,,1st quintile (lowest),,,Percentage (%),Undefined,Units,23.34321167315999
2016,Household (%),,,,,,1st quintile (lowest),,,Percentage (%),Undefined,Units,23.01508697432713
2017,Household (%),,,,,,1st quintile (lowest),,,Percentage (%),Undefined,Units,21.09841327380119
2008,Household (%),,,,,,2nd quintile,,,Percentage (%),Undefined,Units,33.16054872476352
2009,Household (%),,,,,,2nd quintile,,,Percentage (%),Undefined,Units,30.25665339870832
2010,Household (%),,,,,,2nd quintile,,,Percentage (%),Undefined,Units,26.907
2011,Household (%),,,,,,2nd quintile,,,Percentage (%),Undefined,Units,26.028
2012,Household (%),,,,,,2nd quintile,,,Percentage (%),Undefined,Units,24.499
2013,Household (%),,,,,,2nd quintile,,,Percentage (%),Undefined,Units,21.06183469505298
2014,Household (%),,,,,,2nd quintile,,,Percentage (%),Undefined,Units,19.40465361329816
2015,Household (%),,,,,,2nd quintile,,,Percentage (%),Undefined,Units,19.28830414305023
2016,Household (%),,,,,,2nd quintile,,,Percentage (%),Undefined,Units,21.508822133382026
2017,Household (%),,,,,,2nd quintile,,,Percentage (%),Undefined,Units,20.866574812189008
2008,Household (%),,,,,,3rd quintile,,,Percentage (%),Undefined,Units,33.64170556185728
2009,Household (%),,,,,,3rd quintile,,,Percentage (%),Undefined,Units,31.31051743843217
2010,Household (%),,,,,,3rd quintile,,,Percentage (%),Undefined,Units,27.19
2011,Household (%),,,,,,3rd quintile,,,Percentage (%),Undefined,Units,23.539
2012,Household (%),,,,,,3rd quintile,,,Percentage (%),Undefined,Units,21.558
2013,Household (%),,,,,,3rd quintile,,,Percentage (%),Undefined,Units,22.17666273636604
2014,Household (%),,,,,,3rd quintile,,,Percentage (%),Undefined,Units,22.21122379548329
2015,Household (%),,,,,,3rd quintile,,,Percentage (%),Undefined,Units,20.9408495303132
2016,Household (%),,,,,,3rd quintile,,,Percentage (%),Undefined,Units,20.49276602778027
2017,Household (%),,,,,,3rd quintile,,,Percentage (%),Undefined,Units,17.86584652704079
2008,Household (%),,,,,,4th quintile,,,Percentage (%),Undefined,Units,29.786153927024
2009,Household (%),,,,,,4th quintile,,,Percentage (%),Undefined,Units,25.98247236660353
2010,Household (%),,,,,,4th quintile,,,Percentage (%),Undefined,Units,23.659
2011,Household (%),,,,,,4th quintile,,,Percentage (%),Undefined,Units,21.224
2012,Household (%),,,,,,4th quintile,,,Percentage (%),Undefined,Units,18.158
2013,Household (%),,,,,,4th quintile,,,Percentage (%),Undefined,Units,16.4950659220054
2014,Household (%),,,,,,4th quintile,,,Percentage (%),Undefined,Units,17.39400630809389
2015,Household (%),,,,,,4th quintile,,,Percentage (%),Undefined,Units,17.47956512282338
2016,Household (%),,,,,,4th quintile,,,Percentage (%),Undefined,Units,17.870010887386066
2017,Household (%),,,,,,4th quintile,,,Percentage (%),Undefined,Units,16.371089525032648
2008,Household (%),,,,,,5th quintile (highest),,,Percentage (%),Undefined,Units,30.77992203719815
2009,Household (%),,,,,,5th quintile (highest),,,Percentage (%),Undefined,Units,27.12861529653166
2010,Household (%),,,,,,5th quintile (highest),,,Percentage (%),Undefined,Units,23.059
2011,Household (%),,,,,,5th quintile (highest),,,Percentage (%),Undefined,Units,20.008
2012,Household (%),,,,,,5th quintile (highest),,,Percentage (%),Undefined,Units,18.598
2013,Household (%),,,,,,5th quintile (highest),,,Percentage (%),Undefined,Units,16.33796069596277
2014,Household (%),,,,,,5th quintile (highest),,,Percentage (%),Undefined,Units,15.22030701843326
2015,Household (%),,,,,,5th quintile (highest),,,Percentage (%),Undefined,Units,15.17117678306199
2016,Household (%),,,,,,5th quintile (highest),,,Percentage (%),Undefined,Units,15.472039671431276
2017,Household (%),,,,,,5th quintile (highest),,,Percentage (%),Undefined,Units,16.189791945541046
2008,Household (%),,,,,,,Non-disabled (GSS harmonised),,Percentage (%),Undefined,Units,32.80231440115981
2009,Household (%),,,,,,,Non-disabled (GSS harmonised),,Percentage (%),Undefined,Units,29.22167899053416
2010,Household (%),,,,,,,Non-disabled (GSS harmonised),,Percentage (%),Undefined,Units,25.868
2011,Household (%),,,,,,,Non-disabled (GSS harmonised),,Percentage (%),Undefined,Units,23.371
2012,Household (%),,,,,,,Non-disabled (GSS harmonised),,Percentage (%),Undefined,Units,21.607
2013,Household (%),,,,,,,Non-disabled (GSS harmonised),,Percentage (%),Undefined,Units,20.13543733726614
2014,Household (%),,,,,,,Non-disabled (GSS harmonised),,Percentage (%),Undefined,Units,18.90534242339958
2015,Household (%),,,,,,,Non-disabled (GSS harmonised),,Percentage (%),Undefined,Units,18.89276713817432
2016,Household (%),,,,,,,Non-disabled (GSS harmonised),,Percentage (%),Undefined,Units,19.966574520327946
2017,Household (%),,,,,,,Non-disabled (GSS harmonised),,Percentage (%),Undefined,Units,18.429456625513417
2008,Household (%),,,,,,,Disabled (GSS harmonised),,Percentage (%),Undefined,Units,32.64206793747247
2009,Household (%),,,,,,,Disabled (GSS harmonised),,Percentage (%),Undefined,Units,30.28808447224283
2010,Household (%),,,,,,,Disabled (GSS harmonised),,Percentage (%),Undefined,Units,26.083
2011,Household (%),,,,,,,Disabled (GSS harmonised),,Percentage (%),Undefined,Units,22.863
2012,Household (%),,,,,,,Disabled (GSS harmonised),,Percentage (%),Undefined,Units,21.387
2013,Household (%),,,,,,,Disabled (GSS harmonised),,Percentage (%),Undefined,Units,20.02223446804432
2014,Household (%),,,,,,,Disabled (GSS harmonised),,Percentage (%),Undefined,Units,20.61158833426129
2015,Household (%),,,,,,,Disabled (GSS harmonised),,Percentage (%),Undefined,Units,19.67197116300212
2016,Household (%),,,,,,,Disabled (GSS harmonised),,Percentage (%),Undefined,Units,18.82921579010513
2017,Household (%),,,,,,,Disabled (GSS harmonised),,Percentage (%),Undefined,Units,18.3216436648814
2008,Household (%),,,,,,,,White,Percentage (%),Undefined,Units,32.62363682768604
2009,Household (%),,,,,,,,White,Percentage (%),Undefined,Units,29.65465254425999
2010,Household (%),,,,,,,,White,Percentage (%),Undefined,Units,26.101
2011,Household (%),,,,,,,,White,Percentage (%),Undefined,Units,23.057
2012,Household (%),,,,,,,,White,Percentage (%),Undefined,Units,21.15
2013,Household (%),,,,,,,,White,Percentage (%),Undefined,Units,19.74005558846301
2014,Household (%),,,,,,,,White,Percentage (%),Undefined,Units,19.24792452611866
2015,Household (%),,,,,,,,White,Percentage (%),Undefined,Units,18.97463655142943
2016,Household (%),,,,,,,,White,Percentage (%),Undefined,Units,19.52815444452011
2017,Household (%),,,,,,,,White,Percentage (%),Undefined,Units,18.513384294673276
2008,Household (%),,,,,,,,Asian,Percentage (%),Undefined,Units,32.97046178590212
2009,Household (%),,,,,,,,Asian,Percentage (%),Undefined,Units,30.957178576804
2010,Household (%),,,,,,,,Asian,Percentage (%),Undefined,Units,24.646
2011,Household (%),,,,,,,,Asian,Percentage (%),Undefined,Units,25.074
2012,Household (%),,,,,,,,Asian,Percentage (%),Undefined,Units,26.261
2013,Household (%),,,,,,,,Asian,Percentage (%),Undefined,Units,22.91401351935444
2014,Household (%),,,,,,,,Asian,Percentage (%),Undefined,Units,21.04666679749593
2015,Household (%),,,,,,,,Asian,Percentage (%),Undefined,Units,22.49118013297297
2016,Household (%),,,,,,,,Asian,Percentage (%),Undefined,Units,22.54858465878961
2017,Household (%),,,,,,,,Asian,Percentage (%),Undefined,Units,18.9388423182102
2008,Household (%),,,,,,,,Black,Percentage (%),Undefined,Units,33.79409482582593
2009,Household (%),,,,,,,,Black,Percentage (%),Undefined,Units,27.78538026246114
2010,Household (%),,,,,,,,Black,Percentage (%),Undefined,Units,25.069
2011,Household (%),,,,,,,,Black,Percentage (%),Undefined,Units,25.437
2012,Household (%),,,,,,,,Black,Percentage (%),Undefined,Units,25.755
2013,Household (%),,,,,,,,Black,Percentage (%),Undefined,Units,24.98668063850515
2014,Household (%),,,,,,,,Black,Percentage (%),Undefined,Units,22.3794539788174
2015,Household (%),,,,,,,,Black,Percentage (%),Undefined,Units,19.80935902166093
2016,Household (%),,,,,,,,Black,Percentage (%),Undefined,Units,19.05439157727392
