Indicator,Alias,Source,Year,Sex,Location,Age,Confidence Interval,Value
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1994,,Total,,,59
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1994,,,,Lower bound,26
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1994,,,,Upper bound,107
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1995,,Total,,,58
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1995,,,,Lower bound,26
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1995,,,,Upper bound,103
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1996,,Total,,,55
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1996,,,,Lower bound,25
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1996,,,,Upper bound,98
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1997,,Total,,,51
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1997,,,,Lower bound,23
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1997,,,,Upper bound,91
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1998,,Total,,,47
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1998,,,,Lower bound,22
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1998,,,,Upper bound,82
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1999,,Total,,,43
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1999,,,,Lower bound,22
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,1999,,,,Upper bound,73
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2000,,Total,,,40
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2000,,,,Lower bound,22
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2000,,,,Upper bound,64
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2001,,Total,,,36
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2001,,,,Lower bound,22
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2001,,,,Upper bound,55
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2002,,Total,,,31
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2002,,,,Lower bound,20
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2002,,,,Upper bound,45
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2003,,Total,,,27
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2003,,,,Lower bound,18
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2003,,,,Upper bound,36
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2004,,Total,,,22
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2004,,,,Lower bound,15
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2004,,,,Upper bound,29
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2005,,Total,,,19
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2005,,,,Lower bound,16
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2005,,,,Upper bound,21
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2006,,Total,,,15
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2006,,,,Lower bound,13
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2006,,,,Upper bound,17
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2007,,Total,,,13
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2007,,,,Lower bound,11
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2007,,,,Upper bound,15
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2008,,Total,,,12
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2008,,,,Lower bound,11
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2008,,,,Upper bound,15
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2009,,Total,,,12
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2009,,,,Lower bound,9.7
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2009,,,,Upper bound,15
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2010,,Total,,,11
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2010,,,,Lower bound,8.7
"6.09 Death rate associated with tuberculosis - Per 100,000 population","6.09 Death rate associated with tuberculosis - Per 100,000 population",UNSD_MDG_2012 Estimated,2010,,,,Upper bound,14
1.08 Prevalence of underweight (moderate and severe) - Percent,1.08 Prevalence of underweight (moderate and severe) - Percent,UNSD_MDG_2012 Country Data,1992,,Total,<5 yr,,24.3
1.08 Prevalence of underweight (moderate and severe) - Percent,1.08 Prevalence of underweight (moderate and severe) - Percent,UNSD_MDG_2012 Country Data,2000,,Total,<5 yr,,20.3
1.08 Prevalence of underweight (moderate and severe) - Percent,1.08 Prevalence of underweight (moderate and severe) - Percent,UNSD_MDG_2012 Country Data,2005,,Total,<5 yr,,18
1.08 Prevalence of underweight (moderate and severe) - Percent,1.08 Prevalence of underweight (moderate and severe) - Percent,UNSD_MDG_2012 Country Data,1996,,Total,<5 yr,,22.6
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1990,,Total,,,163
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1991,,Total,,,175
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1992,,Total,,,185
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1993,,Total,,,206
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1994,,Total,,,289
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1995,,Total,,,254
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1996,,Total,,,209
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1997,,Total,,,205
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1998,,Total,,,199
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1999,,Total,,,188
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,2000,,Total,,,177
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,2001,,Total,,,166
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,2002,,Total,,,157
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,2003,,Total,,,147
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,2004,,Total,,,138
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,2005,,Total,,,128
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,2006,,Total,,,120
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,2007,,Total,,,112
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,2008,,Total,,,104
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,2009,,Total,,,98
4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,4.01 Under-five mortality rate (U5MR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,2010,,Total,,,91
Ratio of youth unemployment rate to adult unemployment rate - Ratio,Ratio of youth unemployment rate to adult unemployment rate - Ratio,UNSD_MDG_2012 Country Data,1996,,Total,15-24 yr,,1.5
Ratio of youth unemployment rate to adult unemployment rate - Ratio,Ratio of youth unemployment rate to adult unemployment rate - Ratio,UNSD_MDG_2012 Country Data,1996,Female,,15-24 yr,,1.8
Ratio of youth unemployment rate to adult unemployment rate - Ratio,Ratio of youth unemployment rate to adult unemployment rate - Ratio,UNSD_MDG_2012 Country Data,1996,Male,,15-24 yr,,1.3
4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1990,,Total,,,99
4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1991,,Total,,,105
4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1992,,Total,,,111
4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1993,,Total,,,107
4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1994,,Total,,,136
4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1995,,Total,,,129
4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1996,,Total,,,119
4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1997,,Total,,,121
4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1998,,Total,,,118
4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,1999,,Total,,,112
4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,4.02 Infant mortality rate (IMR) - Deaths per 1000 live births,UNSD_MDG_2012 Estimated,2000,,Total,,,106
