Year,Country,Sex,Cause of death,Observation status,Unit multiplier,Unit measure,Units,GeoCode,Value
2003,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2004,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.2366926329756118
2005,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2006,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.1004800265803163
2007,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.2328444376291247
2008,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0991451375754453
2009,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.3290694705140591
2010,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.4590207579022883
2011,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.1958379219246429
2012,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2013,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.194652758943321
2014,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.1940468998420458
2015,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0968027347417916
2016,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.1606090294396351
2017,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2018,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.1274440990355349
2001,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2005,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2008,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2009,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2010,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2013,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2002,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2003,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2004,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2005,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2006,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2007,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2008,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2009,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2010,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2011,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2012,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2013,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2014,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2015,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2016,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2017,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2018,England,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2001,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2002,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2003,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2004,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2005,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2006,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2007,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2008,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2009,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2010,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2011,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2012,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2013,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2014,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2015,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2016,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2017,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2018,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2001,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2005,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2008,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2009,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2010,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2013,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2002,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2003,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2004,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2005,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2006,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2007,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2008,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2009,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2010,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2011,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2012,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2013,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2014,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2015,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2016,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2017,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2018,England,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2001,Wales,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2002,Wales,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2003,Wales,,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
