Year,Series,Water area extent,Quality measure,Water type,Deviation level,Geography (HydroBASINs ID),Units,Observation status,Unit multiplier,Value
1986 to 1990,Open water area,,,Ephemeral,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,-4.35565106440146
1998 to 2002,Open water area,,,Ephemeral,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,-8.23181787656989
1999 to 2003,Open water area,,,Ephemeral,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,-2.84064199852277
2009 to 2013,Open water area,,,Ephemeral,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,-18.2472634477202
2010 to 2014,Open water area,,,Ephemeral,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,-18.428581022094
2011 to 2015,Open water area,,,Ephemeral,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,-21.4518836881339
2012 to 2016,Open water area,,,Ephemeral,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,-27.1398831508966
2013 to 2017,Open water area,,,Ephemeral,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,-32.4813645826339
2014 to 2018,Open water area,,,Ephemeral,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,-32.0972399435902
2015 to 2019,Open water area,,,Ephemeral,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,-33.702236250084
2016 to 2020,Open water area,,,Ephemeral,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,-36.8276139950306
1984 to 1988,Open water area,,,Ephemeral,,2060053240 (North Humber),% change from baseline,Normal value,Units,-16.4934760528167
1985 to 1989,Open water area,,,Ephemeral,,2060053240 (North Humber),% change from baseline,Normal value,Units,-25.5348074068287
1986 to 1990,Open water area,,,Ephemeral,,2060053240 (North Humber),% change from baseline,Normal value,Units,-15.9262442378312
1998 to 2002,Open water area,,,Ephemeral,,2060053240 (North Humber),% change from baseline,Normal value,Units,3.64715993436971
1999 to 2003,Open water area,,,Ephemeral,,2060053240 (North Humber),% change from baseline,Normal value,Units,6.60832877568544
2009 to 2013,Open water area,,,Ephemeral,,2060053240 (North Humber),% change from baseline,Normal value,Units,-11.2055629346044
2010 to 2014,Open water area,,,Ephemeral,,2060053240 (North Humber),% change from baseline,Normal value,Units,-5.36604422220501
2011 to 2015,Open water area,,,Ephemeral,,2060053240 (North Humber),% change from baseline,Normal value,Units,-7.36932572857269
2012 to 2016,Open water area,,,Ephemeral,,2060053240 (North Humber),% change from baseline,Normal value,Units,-13.9214001093836
2013 to 2017,Open water area,,,Ephemeral,,2060053240 (North Humber),% change from baseline,Normal value,Units,-15.1339948433472
2014 to 2018,Open water area,,,Ephemeral,,2060053240 (North Humber),% change from baseline,Normal value,Units,-14.552699429643
2015 to 2019,Open water area,,,Ephemeral,,2060053240 (North Humber),% change from baseline,Normal value,Units,-12.8119384326901
2016 to 2020,Open water area,,,Ephemeral,,2060053240 (North Humber),% change from baseline,Normal value,Units,-14.9058520196891
1984 to 1988,Open water area,,,Ephemeral,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-30.909090909091
1985 to 1989,Open water area,,,Ephemeral,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-41.8181818181819
1986 to 1990,Open water area,,,Ephemeral,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-38.1818181818183
1998 to 2002,Open water area,,,Ephemeral,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,10.9090909090906
1999 to 2003,Open water area,,,Ephemeral,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,23.6363636363633
2009 to 2013,Open water area,,,Ephemeral,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,138.181818181817
2010 to 2014,Open water area,,,Ephemeral,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,127.272727272726
2011 to 2015,Open water area,,,Ephemeral,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,92.7272727272724
2012 to 2016,Open water area,,,Ephemeral,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,50.9090909090907
2013 to 2017,Open water area,,,Ephemeral,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,92.7272727272724
2014 to 2018,Open water area,,,Ephemeral,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,90.9090909090906
2015 to 2019,Open water area,,,Ephemeral,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,123.636363636363
2016 to 2020,Open water area,,,Ephemeral,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,101.818181818181
1984 to 1988,Open water area,,,Ephemeral,,2060053260 (South Humber),% change from baseline,Normal value,Units,21.0412436916292
1985 to 1989,Open water area,,,Ephemeral,,2060053260 (South Humber),% change from baseline,Normal value,Units,11.5615754974184
1986 to 1990,Open water area,,,Ephemeral,,2060053260 (South Humber),% change from baseline,Normal value,Units,12.1288937873424
1998 to 2002,Open water area,,,Ephemeral,,2060053260 (South Humber),% change from baseline,Normal value,Units,12.9502871396251
1999 to 2003,Open water area,,,Ephemeral,,2060053260 (South Humber),% change from baseline,Normal value,Units,5.45333255989312
2009 to 2013,Open water area,,,Ephemeral,,2060053260 (South Humber),% change from baseline,Normal value,Units,-1.39509252276827
2010 to 2014,Open water area,,,Ephemeral,,2060053260 (South Humber),% change from baseline,Normal value,Units,2.93578513834894
2011 to 2015,Open water area,,,Ephemeral,,2060053260 (South Humber),% change from baseline,Normal value,Units,-8.17564823945718
2012 to 2016,Open water area,,,Ephemeral,,2060053260 (South Humber),% change from baseline,Normal value,Units,-14.8297465050178
2013 to 2017,Open water area,,,Ephemeral,,2060053260 (South Humber),% change from baseline,Normal value,Units,-18.7481872498405
2014 to 2018,Open water area,,,Ephemeral,,2060053260 (South Humber),% change from baseline,Normal value,Units,-17.9726202215906
2015 to 2019,Open water area,,,Ephemeral,,2060053260 (South Humber),% change from baseline,Normal value,Units,-15.9980277278265
2016 to 2020,Open water area,,,Ephemeral,,2060053260 (South Humber),% change from baseline,Normal value,Units,-17.8235396484715
1984 to 1988,Open water area,,,Ephemeral,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-8.86367528686433
1985 to 1989,Open water area,,,Ephemeral,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-12.4105154992294
1986 to 1990,Open water area,,,Ephemeral,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-12.4516184278131
1998 to 2002,Open water area,,,Ephemeral,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-11.7734201061826
1999 to 2003,Open water area,,,Ephemeral,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-3.44665182394259
2009 to 2013,Open water area,,,Ephemeral,,2060053270 (North Anglian),% change from baseline,Normal value,Units,31.7614317520121
2010 to 2014,Open water area,,,Ephemeral,,2060053270 (North Anglian),% change from baseline,Normal value,Units,31.5011132043156
2011 to 2015,Open water area,,,Ephemeral,,2060053270 (North Anglian),% change from baseline,Normal value,Units,24.4648056174
2012 to 2016,Open water area,,,Ephemeral,,2060053270 (North Anglian),% change from baseline,Normal value,Units,19.0803219729404
2013 to 2017,Open water area,,,Ephemeral,,2060053270 (North Anglian),% change from baseline,Normal value,Units,11.1226237369411
2014 to 2018,Open water area,,,Ephemeral,,2060053270 (North Anglian),% change from baseline,Normal value,Units,7.39253296797383
2015 to 2019,Open water area,,,Ephemeral,,2060053270 (North Anglian),% change from baseline,Normal value,Units,8.31734886110622
2016 to 2020,Open water area,,,Ephemeral,,2060053270 (North Anglian),% change from baseline,Normal value,Units,7.43534851858181
1984 to 1988,Open water area,,,Ephemeral,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,9.53792557402991
1985 to 1989,Open water area,,,Ephemeral,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,0.374346793349017
1986 to 1990,Open water area,,,Ephemeral,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-0.56310372129867
1998 to 2002,Open water area,,,Ephemeral,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-20.4414885193983
1999 to 2003,Open water area,,,Ephemeral,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-13.2636579572447
2009 to 2013,Open water area,,,Ephemeral,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,9.03626286619143
2010 to 2014,Open water area,,,Ephemeral,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,1.6500395882817
2011 to 2015,Open water area,,,Ephemeral,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,10.6653998416466
2012 to 2016,Open water area,,,Ephemeral,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-1.90150435471116
2013 to 2017,Open water area,,,Ephemeral,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-1.49548693586714
2014 to 2018,Open water area,,,Ephemeral,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-17.0685669041964
2015 to 2019,Open water area,,,Ephemeral,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-2.60332541567712
2016 to 2020,Open water area,,,Ephemeral,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-19.4666666666668
1984 to 1988,Open water area,,,Ephemeral,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-6.16817504636636
1985 to 1989,Open water area,,,Ephemeral,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-4.95768766912279
1986 to 1990,Open water area,,,Ephemeral,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-5.51833872161035
1998 to 2002,Open water area,,,Ephemeral,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-21.0009019874128
1999 to 2003,Open water area,,,Ephemeral,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-15.7774827456903
2009 to 2013,Open water area,,,Ephemeral,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-13.125234364707
2010 to 2014,Open water area,,,Ephemeral,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-15.9203818751204
2011 to 2015,Open water area,,,Ephemeral,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-19.3929320671728
2012 to 2016,Open water area,,,Ephemeral,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-13.2719846763488
2013 to 2017,Open water area,,,Ephemeral,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-14.5789543026827
2014 to 2018,Open water area,,,Ephemeral,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-19.4693476300028
2015 to 2019,Open water area,,,Ephemeral,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-18.5939131051678
2016 to 2020,Open water area,,,Ephemeral,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-17.6465222811161
1984 to 1988,Open water area,,,Ephemeral,,2060053790 (Thames),% change from baseline,Normal value,Units,-3.39584067677141
1985 to 1989,Open water area,,,Ephemeral,,2060053790 (Thames),% change from baseline,Normal value,Units,-6.14592879802624
1986 to 1990,Open water area,,,Ephemeral,,2060053790 (Thames),% change from baseline,Normal value,Units,-9.75396545646826
1998 to 2002,Open water area,,,Ephemeral,,2060053790 (Thames),% change from baseline,Normal value,Units,12.210786041593
1999 to 2003,Open water area,,,Ephemeral,,2060053790 (Thames),% change from baseline,Normal value,Units,10.8212900951707
2009 to 2013,Open water area,,,Ephemeral,,2060053790 (Thames),% change from baseline,Normal value,Units,25.3655269651037
2010 to 2014,Open water area,,,Ephemeral,,2060053790 (Thames),% change from baseline,Normal value,Units,22.5632710609797
2011 to 2015,Open water area,,,Ephemeral,,2060053790 (Thames),% change from baseline,Normal value,Units,11.4896016919279
2012 to 2016,Open water area,,,Ephemeral,,2060053790 (Thames),% change from baseline,Normal value,Units,3.61438138879083
2013 to 2017,Open water area,,,Ephemeral,,2060053790 (Thames),% change from baseline,Normal value,Units,-12.1127952062038
2014 to 2018,Open water area,,,Ephemeral,,2060053790 (Thames),% change from baseline,Normal value,Units,-17.0849488896723
2015 to 2019,Open water area,,,Ephemeral,,2060053790 (Thames),% change from baseline,Normal value,Units,-17.1223123017272
2016 to 2020,Open water area,,,Ephemeral,,2060053790 (Thames),% change from baseline,Normal value,Units,-20.693690518153
1984 to 1988,Open water area,,,Ephemeral,,2060053800 (South East England),% change from baseline,Normal value,Units,8.25693746618211
1985 to 1989,Open water area,,,Ephemeral,,2060053800 (South East England),% change from baseline,Normal value,Units,8.90160006183799
1986 to 1990,Open water area,,,Ephemeral,,2060053800 (South East England),% change from baseline,Normal value,Units,7.27525701476373
1998 to 2002,Open water area,,,Ephemeral,,2060053800 (South East England),% change from baseline,Normal value,Units,4.659503748937
1999 to 2003,Open water area,,,Ephemeral,,2060053800 (South East England),% change from baseline,Normal value,Units,8.51201978820422
2009 to 2013,Open water area,,,Ephemeral,,2060053800 (South East England),% change from baseline,Normal value,Units,8.48264667233498
2010 to 2014,Open water area,,,Ephemeral,,2060053800 (South East England),% change from baseline,Normal value,Units,1.8103115096234
2011 to 2015,Open water area,,,Ephemeral,,2060053800 (South East England),% change from baseline,Normal value,Units,-8.05287160856471
2012 to 2016,Open water area,,,Ephemeral,,2060053800 (South East England),% change from baseline,Normal value,Units,-12.9581819587231
2013 to 2017,Open water area,,,Ephemeral,,2060053800 (South East England),% change from baseline,Normal value,Units,-26.4945505140296
