Year,Series,Violence type,Age,Sex,Country of birth,Disability status,Sexual orientation,Ethnicity,Ethnic group,Highest qualification,Household income,Region,Urban or rural,Observation status,Unit multiplier,Units,GeoCode,Value
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,2.34731185226552
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,4.536187025376377
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,2.384770992138819
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,3.201779603899074
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,No qualifications,,,,Normal value,Units,Percentage (%),,1.3445096400781715
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,4.059774413682447
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,2.2486302345207028
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,2.688434069133513
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,1.4838827687963194
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,2.1072079237225343
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,1.7340600329253109
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,5.044237084643429
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,2.818198314592884
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,1.603681774616208
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,3.1507544256926527
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,3.7851703774241865
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,2.4466978338874803
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,2.8760774478125968
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,2.393151821712589
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,3.293988247465342
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,2.9384917615416977
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,1.9611834166080109
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,Urban,Normal value,Units,Percentage (%),,2.852089470195497
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,Rural,Normal value,Units,Percentage (%),,2.0752563722789827
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,Asian,,,,,,Normal value,Units,Percentage (%),,0.6014021259362842
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,Black,,,,,,Normal value,Units,Percentage (%),,0.6014021259362842
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,5.641287169215882
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,0.0
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,White,,,,,,Normal value,Units,Percentage (%),,0.6269427692952273
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,0.8769756067715431
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,0.7753283308537937
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,0.4410171489929698
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,0.3520093541526359
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,No qualifications,,,,Normal value,Units,Percentage (%),,0.3148755803533453
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,0.5667328087591713
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,1.5212242495114987
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,0.3703626651406731
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,0.5965558545737247
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,0.4736982421639852
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,0.5861820916644019
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,0.8987593497869275
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,0.7939479961795478
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,0.5236362707618469
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,1.1403432435862069
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,0.6848761090773736
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,0.1414270902954219
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,0.4439433037063088
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,0.668379009257494
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,0.8690829609481817
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,1.113879027500323
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,0.6955513705128323
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,Urban,Normal value,Units,Percentage (%),,0.7560488779256103
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,Rural,Normal value,Units,Percentage (%),,0.427383809594635
2014/15,(c) Sexual violence - 16 to 59,,16 to 19,Female,,,,,,,,,,Normal value,Units,Percentage (%),,8.983293804181884
2014/15,(c) Sexual violence - 16 to 59,,16 to 19,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.4379062127722069
2014/15,(c) Sexual violence - 16 to 59,,20 to 24,Female,,,,,,,,,,Normal value,Units,Percentage (%),,5.779305665241698
2014/15,(c) Sexual violence - 16 to 59,,20 to 24,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.174970109126843
2014/15,(c) Sexual violence - 16 to 59,,25 to 34,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.205729507657993
2014/15,(c) Sexual violence - 16 to 59,,25 to 34,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6929862729505183
2014/15,(c) Sexual violence - 16 to 59,,35 to 44,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.5635060523258848
2014/15,(c) Sexual violence - 16 to 59,,35 to 44,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.545277948977815
2014/15,(c) Sexual violence - 16 to 59,,45 to 54,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.712227431045608
2014/15,(c) Sexual violence - 16 to 59,,45 to 54,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.1293185712975088
2014/15,(c) Sexual violence - 16 to 59,,55 to 59,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.6247394583082226
2014/15,(c) Sexual violence - 16 to 59,,55 to 59,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.101041343388446
2015/16,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.8245726902570256
2015/16,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.5897704524117864
2015/16,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.715373385729858
2015/16,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.7159421917137501
2015/16,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.1456296532013117
2015/16,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.4320465820105955
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.229865030839238
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6795844867985218
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,White,,,,,,Normal value,Units,Percentage (%),,3.267243090054147
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,2.815727790778118
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,Asian,,,,,,Normal value,Units,Percentage (%),,3.0101681833768774
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,Black,,,,,,Normal value,Units,Percentage (%),,2.227907809138951
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,7.115344617950457
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,3.285572968627388
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,5.508069218108345
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,1.8879123661933528
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,2.0913652831798006
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,No qualifications,,,,Normal value,Units,Percentage (%),,1.5967777478026133
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,4.078042564780488
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,3.5314758519884344
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,2.5260355179717178
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,2.8896332023051814
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,2.7995465494896887
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,2.4124243959663145
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,4.928566621619482
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,1.7951156839413904
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,3.240348470366818
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,4.065917839105063
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,3.4167819814660945
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,2.24402675278821
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,2.9112805940986566
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,4.148036948143512
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,2.306262190875796
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,4.378179163511174
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,2.9997534741504785
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,White,,,,,,Normal value,Units,Percentage (%),,0.6807606523121937
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,0.0
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,Asian,,,,,,Normal value,Units,Percentage (%),,0.2546924551485232
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,Black,,,,,,Normal value,Units,Percentage (%),,0.6823190680716334
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,0.9912360792879852
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,0.8190917242380287
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,0.5543421020183014
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,0.796926734226097
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,0.6414204238310718
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,No qualifications,,,,Normal value,Units,Percentage (%),,0.0661278998852898
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,0.6327360499045759
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,0.6720092839010389
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,0.4530906941991041
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,0.1229929553006592
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,0.6213405495122029
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,0.9014370862448058
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,0.9230934801141758
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,0.070616564313673
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,0.1095341405948398
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,0.9670573621260288
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,0.6877256577737173
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,0.951384008405714
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,0.7774114713150461
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,0.8629547530351058
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,0.6525284360815578
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,0.8303687646386153
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,0.5044083859956259
2015/16,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.961200960790143
2015/16,(c) Sexual violence - 16 to 59,,16 to 19,Female,,,,,,,,,,Normal value,Units,Percentage (%),,11.040013265596984
2015/16,(c) Sexual violence - 16 to 59,,20 to 24,Female,,,,,,,,,,Normal value,Units,Percentage (%),,7.602359596240214
2015/16,(c) Sexual violence - 16 to 59,,25 to 34,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.8332241529587896
2015/16,(c) Sexual violence - 16 to 59,,35 to 44,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.6409442005931552
2015/16,(c) Sexual violence - 16 to 59,,45 to 54,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.6120868910870123
2015/16,(c) Sexual violence - 16 to 59,,55 to 59,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.8275763519215612
2015/16,(c) Sexual violence - 16 to 59,,16 to 19,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.4793120981177896
2015/16,(c) Sexual violence - 16 to 59,,20 to 24,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.6367459853058142
2015/16,(c) Sexual violence - 16 to 59,,25 to 34,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.7892554460601695
2015/16,(c) Sexual violence - 16 to 59,,35 to 44,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.2378841316823137
2015/16,(c) Sexual violence - 16 to 59,,45 to 54,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.0469687453983437
2015/16,(c) Sexual violence - 16 to 59,,55 to 59,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.330263787275513
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,Urban,Normal value,Units,Percentage (%),,3.2529425512768166
2015/16,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,Rural,Normal value,Units,Percentage (%),,3.1205715207139657
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,Urban,Normal value,Units,Percentage (%),,0.6979850766656963
2015/16,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,Rural,Normal value,Units,Percentage (%),,0.5869155778194245
2016/17,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.673493973298345
2016/17,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8018492776244551
2016/17,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.738902155951773
2016/17,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.868450676632067
2016/17,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.0463375664544054
2016/17,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.4572409331564854
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.079419028781737
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8358180258744489
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,White,,,,,,Normal value,Units,Percentage (%),,3.097935652784089
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,8.62659119414787
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,Asian,,,,,,Normal value,Units,Percentage (%),,1.4711986131992654
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,Black,,,,,,Normal value,Units,Percentage (%),,3.777394925781948
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,3.3187627724955417
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,3.056469354313062
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,5.3642447347956965
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,1.994210688198841
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,2.429078685789946
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,No qualifications,,,,Normal value,Units,Percentage (%),,1.5068704429008046
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,2.7808374133122804
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,2.6529838999248208
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,3.276899678516392
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,2.3270991563346084
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,2.559636817653625
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,2.858468751536928
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,4.564791238639083
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,5.474557499415625
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,2.202929705018061
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,2.1277345439076787
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,2.8148262712533763
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,2.765471188927442
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,2.518408041538136
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,3.4231515132196173
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,3.324525194680052
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,3.912180932975781
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,3.3866776831105625
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,White,,,,,,Normal value,Units,Percentage (%),,0.869568150261142
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,1.4081019499540797
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,Asian,,,,,,Normal value,Units,Percentage (%),,0.5338721342956249
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,Black,,,,,,Normal value,Units,Percentage (%),,0.0
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,2.149023310280073
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,0.6843883632187503
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,1.2404514373270574
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,0.7629239079802351
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,2.124872124454749
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,No qualifications,,,,Normal value,Units,Percentage (%),,0.3538160435546228
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,1.673311396857077
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,0.5752668265214363
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,1.0538644379888529
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,1.021424973013327
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,0.2496036815796725
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,0.7500876165172664
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,1.0281293287860265
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,0.0
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,0.6156039233210487
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,0.670202444507012
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,0.7184395630267684
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,1.3943602393885417
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,0.9235551846460478
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,1.059307248927159
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,0.6609049254331126
