Year,Units,Urbanisation,Household composition,Age of oldest person,Age of youngest person,Income quintile,Living in poverty,Economic activity,Disability status,Ethnicity of household reference person (HRP),Length of residence,Sub-national area,Decent homes criteria,Value
2015,Percentage (%),,,,,,,,,Asian,,,Modern facilities and services,2.14042618898
2015,Percentage (%),,,,,,,,,Other,,,Modern facilities and services,1.79951092794
2015,Percentage (%),,,,,,,,,All minority,,,Modern facilities and services,2.30297860424
2015,Percentage (%),,,,,,,,,,Less than 1 year,,Modern facilities and services,1.58585795836
2015,Percentage (%),,,,,,,,,,1-4 years,,Modern facilities and services,0.963449415698
2015,Percentage (%),,,,,,,,,,5-9 years,,Modern facilities and services,1.21029041678
2015,Percentage (%),,,,,,,,,,10-19 years,,Modern facilities and services,0.94203612276
2015,Percentage (%),,,,,,,,,,20-29 years,,Modern facilities and services,1.99322854083
2015,Percentage (%),,,,,,,,,,30 or more years,,Modern facilities and services,3.95301090613
2015,Percentage (%),,,,,,,,,,,North,Modern facilities and services,0.937879627322
2015,Percentage (%),,,,,,,,,,,South East,Modern facilities and services,2.01251149454
2015,Percentage (%),,,,,,,,,,,Rest of England,Modern facilities and services,1.7546053486
2008,Percentage (%),,,,,,,,,,,,Thermal comfort,12.75599276563148
2008,Percentage (%),City centre,,,,,,,,,,,Thermal comfort,19.32561843625698
2008,Percentage (%),Other urban centre,,,,,,,,,,,Thermal comfort,14.20770664150593
2008,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,10.89452856897904
2008,Percentage (%),Rural residential,,,,,,,,,,,Thermal comfort,12.61221193347222
2008,Percentage (%),Village centre,,,,,,,,,,,Thermal comfort,20.46082448718492
2008,Percentage (%),Rural,,,,,,,,,,,Thermal comfort,24.09033712577989
2008,Percentage (%),All city and urban centres,,,,,,,,,,,Thermal comfort,14.93882740872781
2008,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,10.89452856897904
2008,Percentage (%),All rural areas,,,,,,,,,,,Thermal comfort,16.10634745038478
2008,Percentage (%),,Couple under 60,,,,,,,,,,Thermal comfort,10.5615290022
2008,Percentage (%),,Couple 60 or over,,,,,,,,,,Thermal comfort,10.5269601096
2008,Percentage (%),,Couple with children,,,,,,,,,,Thermal comfort,9.97410250272
2008,Percentage (%),,Lone parent,,,,,,,,,,Thermal comfort,11.0794148008
2008,Percentage (%),,Multi-person household,,,,,,,,,,Thermal comfort,12.4096733026
2008,Percentage (%),,One person under 60,,,,,,,,,,Thermal comfort,16.7854191321
2008,Percentage (%),,One person 60 or over,,,,,,,,,,Thermal comfort,16.9643023777
2008,Percentage (%),,,59 and under,,,,,,,,,Thermal comfort,11.7275868543
2008,Percentage (%),,,60 and over,,,,,,,,,Thermal comfort,13.691030536
2008,Percentage (%),,,75 and over,,,,,,,,,Thermal comfort,16.0369025618
2008,Percentage (%),,,,4 and under,,,,,,,,Thermal comfort,9.65803546019
2008,Percentage (%),,,,15 and under,,,,,,,,Thermal comfort,10.2304125376
2008,Percentage (%),,,,16 and over,,,,,,,,Thermal comfort,13.2467226064
2008,Percentage (%),,,,,1st quintile (lowest),,,,,,,Thermal comfort,13.6460923271
2008,Percentage (%),,,,,2nd quintile,,,,,,,Thermal comfort,13.8003051077
2008,Percentage (%),,,,,3rd quintile,,,,,,,Thermal comfort,13.7476082378
2008,Percentage (%),,,,,4th quintile,,,,,,,Thermal comfort,11.3537904014
2008,Percentage (%),,,,,5th quintile (highest),,,,,,,Thermal comfort,9.69153798413
2008,Percentage (%),,,,,,In poverty,,,,,,Thermal comfort,13.2719142044
2008,Percentage (%),,,,,,Not in poverty,,,,,,Thermal comfort,12.2619664295
2008,Percentage (%),,,,,,,Workless household,,,,,Thermal comfort,12.3624025283
2008,Percentage (%),,,,,,,Working household,,,,,Thermal comfort,11.6883259717
2008,Percentage (%),,,,,,,,Long-term illness/disability,,,,Thermal comfort,13.2515790576
2008,Percentage (%),,,,,,,,No long-term illness/disability,,,,Thermal comfort,12.0996289079
2008,Percentage (%),,,,,,,,,White,,,Thermal comfort,12.5214996264
2008,Percentage (%),,,,,,,,,Black,,,Thermal comfort,13.8579654511
2008,Percentage (%),,,,,,,,,Asian,,,Thermal comfort,8.74850762426
2008,Percentage (%),,,,,,,,,Other,,,Thermal comfort,13.4861996709
2008,Percentage (%),,,,,,,,,All minority,,,Thermal comfort,11.6429067118
2008,Percentage (%),,,,,,,,,,Less than 1 year,,Thermal comfort,13.4699084186
2008,Percentage (%),,,,,,,,,,1-4 years,,Thermal comfort,10.3593434684
2008,Percentage (%),,,,,,,,,,5-9 years,,Thermal comfort,10.8411830733
2008,Percentage (%),,,,,,,,,,10-19 years,,Thermal comfort,11.3670684251
2008,Percentage (%),,,,,,,,,,20-29 years,,Thermal comfort,14.3247919106
2008,Percentage (%),,,,,,,,,,30 or more years,,Thermal comfort,17.6152944691
2008,Percentage (%),,,,,,,,,,,North,Thermal comfort,11.3896012415
2008,Percentage (%),,,,,,,,,,,South East,Thermal comfort,13.7586229421
2008,Percentage (%),,,,,,,,,,,Rest of England,Thermal comfort,13.0049479899
2009,Percentage (%),,,,,,,,,,,,Thermal comfort,10.37517050823793
2009,Percentage (%),City centre,,,,,,,,,,,Thermal comfort,15.99217361538297
2009,Percentage (%),Other urban centre,,,,,,,,,,,Thermal comfort,11.25905908661707
2009,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,8.514843174791276
2009,Percentage (%),Rural residential,,,,,,,,,,,Thermal comfort,11.65687064790026
2009,Percentage (%),Village centre,,,,,,,,,,,Thermal comfort,14.60108749732617
2009,Percentage (%),Rural,,,,,,,,,,,Thermal comfort,24.75897237680687
2009,Percentage (%),All city and urban centres,,,,,,,,,,,Thermal comfort,12.01873026756336
2009,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,8.514843174791276
2009,Percentage (%),All rural areas,,,,,,,,,,,Thermal comfort,14.45929136207591
2009,Percentage (%),,Couple under 60,,,,,,,,,,Thermal comfort,9.19216774133
2009,Percentage (%),,Couple 60 or over,,,,,,,,,,Thermal comfort,8.65706012253
2009,Percentage (%),,Couple with children,,,,,,,,,,Thermal comfort,6.22771358463
2009,Percentage (%),,Lone parent,,,,,,,,,,Thermal comfort,6.95347682727
2009,Percentage (%),,Multi-person household,,,,,,,,,,Thermal comfort,10.7087413286
2009,Percentage (%),,One person under 60,,,,,,,,,,Thermal comfort,15.3650856679
2009,Percentage (%),,One person 60 or over,,,,,,,,,,Thermal comfort,14.2616052986
2009,Percentage (%),,,59 and under,,,,,,,,,Thermal comfort,9.35922917349
2009,Percentage (%),,,60 and over,,,,,,,,,Thermal comfort,11.0061983968
2009,Percentage (%),,,75 and over,,,,,,,,,Thermal comfort,13.3342736652
2009,Percentage (%),,,,4 and under,,,,,,,,Thermal comfort,7.12913843712
2009,Percentage (%),,,,15 and under,,,,,,,,Thermal comfort,6.51177180791
2009,Percentage (%),,,,16 and over,,,,,,,,Thermal comfort,11.316845203
2009,Percentage (%),,,,,1st quintile (lowest),,,,,,,Thermal comfort,11.2487536429
2009,Percentage (%),,,,,2nd quintile,,,,,,,Thermal comfort,11.0936652494
2009,Percentage (%),,,,,3rd quintile,,,,,,,Thermal comfort,10.7492352643
2009,Percentage (%),,,,,4th quintile,,,,,,,Thermal comfort,8.60884931256
2009,Percentage (%),,,,,5th quintile (highest),,,,,,,Thermal comfort,8.04786878425
2009,Percentage (%),,,,,,In poverty,,,,,,Thermal comfort,11.1634259627
2009,Percentage (%),,,,,,Not in poverty,,,,,,Thermal comfort,9.6939678833
2009,Percentage (%),,,,,,,Workless household,,,,,Thermal comfort,9.60831370653
2009,Percentage (%),,,,,,,Working household,,,,,Thermal comfort,9.14082335889
2009,Percentage (%),,,,,,,,Long-term illness/disability,,,,Thermal comfort,10.4925625511
2009,Percentage (%),,,,,,,,No long-term illness/disability,,,,Thermal comfort,9.77675477436
2009,Percentage (%),,,,,,,,,White,,,Thermal comfort,10.1394058474
2009,Percentage (%),,,,,,,,,Black,,,Thermal comfort,8.09680568049
2009,Percentage (%),,,,,,,,,Asian,,,Thermal comfort,8.36721811845
2009,Percentage (%),,,,,,,,,Other,,,Thermal comfort,7.69353254447
2009,Percentage (%),,,,,,,,,All minority,,,Thermal comfort,8.10755417478
2009,Percentage (%),,,,,,,,,,Less than 1 year,,Thermal comfort,11.0746531317
2009,Percentage (%),,,,,,,,,,1-4 years,,Thermal comfort,8.83515010312
2009,Percentage (%),,,,,,,,,,5-9 years,,Thermal comfort,8.39673881518
2009,Percentage (%),,,,,,,,,,10-19 years,,Thermal comfort,7.40423032635
2009,Percentage (%),,,,,,,,,,20-29 years,,Thermal comfort,12.2218118808
2009,Percentage (%),,,,,,,,,,30 or more years,,Thermal comfort,15.2799133204
2009,Percentage (%),,,,,,,,,,,North,Thermal comfort,8.36051506342
2009,Percentage (%),,,,,,,,,,,South East,Thermal comfort,10.8116616492
2009,Percentage (%),,,,,,,,,,,Rest of England,Thermal comfort,11.5021130688
2010,Percentage (%),,,,,,,,,,,,Thermal comfort,9.89
2010,Percentage (%),City centre,,,,,,,,,,,Thermal comfort,14.132
2010,Percentage (%),Other urban centre,,,,,,,,,,,Thermal comfort,11.374
2010,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,8.028
2010,Percentage (%),Rural residential,,,,,,,,,,,Thermal comfort,10.752
2010,Percentage (%),Village centre,,,,,,,,,,,Thermal comfort,15.24
2010,Percentage (%),Rural,,,,,,,,,,,Thermal comfort,24.166
2010,Percentage (%),All city and urban centres,,,,,,,,,,,Thermal comfort,11.83
2010,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,8.028
2010,Percentage (%),All rural areas,,,,,,,,,,,Thermal comfort,14.032
2010,Percentage (%),,Couple under 60,,,,,,,,,,Thermal comfort,8.783
2010,Percentage (%),,Couple 60 or over,,,,,,,,,,Thermal comfort,8.548
2010,Percentage (%),,Couple with children,,,,,,,,,,Thermal comfort,5.981
2010,Percentage (%),,Lone parent,,,,,,,,,,Thermal comfort,6.527
2010,Percentage (%),,Multi-person household,,,,,,,,,,Thermal comfort,9.919
2010,Percentage (%),,One person under 60,,,,,,,,,,Thermal comfort,14.786
2010,Percentage (%),,One person 60 or over,,,,,,,,,,Thermal comfort,12.756
2010,Percentage (%),,,59 and under,,,,,,,,,Thermal comfort,8.837
2010,Percentage (%),,,60 and over,,,,,,,,,Thermal comfort,10.291
2010,Percentage (%),,,75 and over,,,,,,,,,Thermal comfort,11.725
2010,Percentage (%),,,,4 and under,,,,,,,,Thermal comfort,6.921
2010,Percentage (%),,,,15 and under,,,,,,,,Thermal comfort,6.212
2010,Percentage (%),,,,16 and over,,,,,,,,Thermal comfort,10.632
2010,Percentage (%),,,,,1st quintile (lowest),,,,,,,Thermal comfort,10.502
2010,Percentage (%),,,,,2nd quintile,,,,,,,Thermal comfort,10.545
2010,Percentage (%),,,,,3rd quintile,,,,,,,Thermal comfort,10.123
2010,Percentage (%),,,,,4th quintile,,,,,,,Thermal comfort,9.044
2010,Percentage (%),,,,,5th quintile (highest),,,,,,,Thermal comfort,6.772
2010,Percentage (%),,,,,,In poverty,,,,,,Thermal comfort,10.713
2010,Percentage (%),,,,,,Not in poverty,,,,,,Thermal comfort,9.106
2010,Percentage (%),,,,,,,Workless household,,,,,Thermal comfort,8.729
2010,Percentage (%),,,,,,,Working household,,,,,Thermal comfort,8.817
2010,Percentage (%),,,,,,,,Long-term illness/disability,,,,Thermal comfort,9.472
2010,Percentage (%),,,,,,,,No long-term illness/disability,,,,Thermal comfort,9.341
2010,Percentage (%),,,,,,,,,White,,,Thermal comfort,9.486
2010,Percentage (%),,,,,,,,,Black,,,Thermal comfort,7.285
2010,Percentage (%),,,,,,,,,Asian,,,Thermal comfort,8.537
2010,Percentage (%),,,,,,,,,Other,,,Thermal comfort,9.153
2010,Percentage (%),,,,,,,,,All minority,,,Thermal comfort,8.325
2010,Percentage (%),,,,,,,,,,Less than 1 year,,Thermal comfort,11.071
2010,Percentage (%),,,,,,,,,,1-4 years,,Thermal comfort,8.611
2010,Percentage (%),,,,,,,,,,5-9 years,,Thermal comfort,6.879
2010,Percentage (%),,,,,,,,,,10-19 years,,Thermal comfort,7.142
2010,Percentage (%),,,,,,,,,,20-29 years,,Thermal comfort,11.573
2010,Percentage (%),,,,,,,,,,30 or more years,,Thermal comfort,14.419
2010,Percentage (%),,,,,,,,,,,North,Thermal comfort,8.077
2010,Percentage (%),,,,,,,,,,,South East,Thermal comfort,10.093
2010,Percentage (%),,,,,,,,,,,Rest of England,Thermal comfort,11.049
2011,Percentage (%),,,,,,,,,,,,Thermal comfort,8.718
2011,Percentage (%),City centre,,,,,,,,,,,Thermal comfort,14.164
2011,Percentage (%),Other urban centre,,,,,,,,,,,Thermal comfort,9.973
2011,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,6.999
2011,Percentage (%),Rural residential,,,,,,,,,,,Thermal comfort,10.228
2011,Percentage (%),Village centre,,,,,,,,,,,Thermal comfort,13.733
2011,Percentage (%),Rural,,,,,,,,,,,Thermal comfort,19.604
2011,Percentage (%),All city and urban centres,,,,,,,,,,,Thermal comfort,10.66
2011,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,6.999
2011,Percentage (%),All rural areas,,,,,,,,,,,Thermal comfort,12.652
2011,Percentage (%),,Couple under 60,,,,,,,,,,Thermal comfort,7.747
2011,Percentage (%),,Couple 60 or over,,,,,,,,,,Thermal comfort,7.251
2011,Percentage (%),,Couple with children,,,,,,,,,,Thermal comfort,5.841
2011,Percentage (%),,Lone parent,,,,,,,,,,Thermal comfort,8.155
2011,Percentage (%),,Multi-person household,,,,,,,,,,Thermal comfort,9.014
2011,Percentage (%),,One person under 60,,,,,,,,,,Thermal comfort,11.388
2011,Percentage (%),,One person 60 or over,,,,,,,,,,Thermal comfort,11.07
2011,Percentage (%),,,59 and under,,,,,,,,,Thermal comfort,7.884
2011,Percentage (%),,,60 and over,,,,,,,,,Thermal comfort,8.994
2011,Percentage (%),,,75 and over,,,,,,,,,Thermal comfort,9.962
2011,Percentage (%),,,,4 and under,,,,,,,,Thermal comfort,6.93
2011,Percentage (%),,,,15 and under,,,,,,,,Thermal comfort,6.408
2011,Percentage (%),,,,16 and over,,,,,,,,Thermal comfort,9.054
2011,Percentage (%),,,,,1st quintile (lowest),,,,,,,Thermal comfort,9.189
2011,Percentage (%),,,,,2nd quintile,,,,,,,Thermal comfort,10.261
2011,Percentage (%),,,,,3rd quintile,,,,,,,Thermal comfort,9.097
2011,Percentage (%),,,,,4th quintile,,,,,,,Thermal comfort,8.244
2011,Percentage (%),,,,,5th quintile (highest),,,,,,,Thermal comfort,4.839
2011,Percentage (%),,,,,,In poverty,,,,,,Thermal comfort,9.326
2011,Percentage (%),,,,,,Not in poverty,,,,,,Thermal comfort,8.116
2011,Percentage (%),,,,,,,Workless household,,,,,Thermal comfort,8.053
2011,Percentage (%),,,,,,,Working household,,,,,Thermal comfort,7.911
2011,Percentage (%),,,,,,,,Long-term illness/disability,,,,Thermal comfort,8.201
2011,Percentage (%),,,,,,,,No long-term illness/disability,,,,Thermal comfort,8.339
2011,Percentage (%),,,,,,,,,White,,,Thermal comfort,8.339
2011,Percentage (%),,,,,,,,,Black,,,Thermal comfort,8.241
2011,Percentage (%),,,,,,,,,Asian,,,Thermal comfort,7.962
2011,Percentage (%),,,,,,,,,Other,,,Thermal comfort,7.614
2011,Percentage (%),,,,,,,,,All minority,,,Thermal comfort,7.947
2011,Percentage (%),,,,,,,,,,Less than 1 year,,Thermal comfort,11.322
2011,Percentage (%),,,,,,,,,,1-4 years,,Thermal comfort,7.808
2011,Percentage (%),,,,,,,,,,5-9 years,,Thermal comfort,6.744
2011,Percentage (%),,,,,,,,,,10-19 years,,Thermal comfort,5.723
2011,Percentage (%),,,,,,,,,,20-29 years,,Thermal comfort,9.659
2011,Percentage (%),,,,,,,,,,30 or more years,,Thermal comfort,11.935
2011,Percentage (%),,,,,,,,,,,North,Thermal comfort,7.279
2011,Percentage (%),,,,,,,,,,,South East,Thermal comfort,8.594
2011,Percentage (%),,,,,,,,,,,Rest of England,Thermal comfort,9.847
2012,Percentage (%),,,,,,,,,,,,Thermal comfort,7.653
2012,Percentage (%),City centre,,,,,,,,,,,Thermal comfort,15.206
2012,Percentage (%),Other urban centre,,,,,,,,,,,Thermal comfort,9.133
2012,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,5.94
2012,Percentage (%),Rural residential,,,,,,,,,,,Thermal comfort,8.88
2012,Percentage (%),Village centre,,,,,,,,,,,Thermal comfort,11.259
2012,Percentage (%),Rural,,,,,,,,,,,Thermal comfort,17.524
2012,Percentage (%),All city and urban centres,,,,,,,,,,,Thermal comfort,10.058
2012,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,5.94
2012,Percentage (%),All rural areas,,,,,,,,,,,Thermal comfort,10.981
2012,Percentage (%),,Couple under 60,,,,,,,,,,Thermal comfort,7.113
2012,Percentage (%),,Couple 60 or over,,,,,,,,,,Thermal comfort,5.525
2012,Percentage (%),,Couple with children,,,,,,,,,,Thermal comfort,4.679
2012,Percentage (%),,Lone parent,,,,,,,,,,Thermal comfort,6.286
2012,Percentage (%),,Multi-person household,,,,,,,,,,Thermal comfort,8.984
2012,Percentage (%),,One person under 60,,,,,,,,,,Thermal comfort,11.704
2012,Percentage (%),,One person 60 or over,,,,,,,,,,Thermal comfort,9.291
2012,Percentage (%),,,59 and under,,,,,,,,,Thermal comfort,7.187
2012,Percentage (%),,,60 and over,,,,,,,,,Thermal comfort,7.373
2012,Percentage (%),,,75 and over,,,,,,,,,Thermal comfort,7.08
2012,Percentage (%),,,,4 and under,,,,,,,,Thermal comfort,5.417
2012,Percentage (%),,,,15 and under,,,,,,,,Thermal comfort,5.068
2012,Percentage (%),,,,16 and over,,,,,,,,Thermal comfort,8.167
2012,Percentage (%),,,,,1st quintile (lowest),,,,,,,Thermal comfort,8.845
2012,Percentage (%),,,,,2nd quintile,,,,,,,Thermal comfort,8.89
2012,Percentage (%),,,,,3rd quintile,,,,,,,Thermal comfort,8.095
2012,Percentage (%),,,,,4th quintile,,,,,,,Thermal comfort,6.304
2012,Percentage (%),,,,,5th quintile (highest),,,,,,,Thermal comfort,4.354
2012,Percentage (%),,,,,,In poverty,,,,,,Thermal comfort,9.701
2012,Percentage (%),,,,,,Not in poverty,,,,,,Thermal comfort,6.881
2012,Percentage (%),,,,,,,Workless household,,,,,Thermal comfort,8.331
2012,Percentage (%),,,,,,,Working household,,,,,Thermal comfort,7.011
2012,Percentage (%),,,,,,,,Long-term illness/disability,,,,Thermal comfort,7.226
2012,Percentage (%),,,,,,,,No long-term illness/disability,,,,Thermal comfort,7.268
2012,Percentage (%),,,,,,,,,White,,,Thermal comfort,7.247
2012,Percentage (%),,,,,,,,,Black,,,Thermal comfort,10.391
2012,Percentage (%),,,,,,,,,Asian,,,Thermal comfort,5.873
2012,Percentage (%),,,,,,,,,Other,,,Thermal comfort,6.275
2012,Percentage (%),,,,,,,,,All minority,,,Thermal comfort,7.325
2012,Percentage (%),,,,,,,,,,Less than 1 year,,Thermal comfort,10.958
2012,Percentage (%),,,,,,,,,,1-4 years,,Thermal comfort,7.533
2012,Percentage (%),,,,,,,,,,5-9 years,,Thermal comfort,5.9
2012,Percentage (%),,,,,,,,,,10-19 years,,Thermal comfort,4.611
2012,Percentage (%),,,,,,,,,,20-29 years,,Thermal comfort,7.252
2012,Percentage (%),,,,,,,,,,30 or more years,,Thermal comfort,10.104
2012,Percentage (%),,,,,,,,,,,North,Thermal comfort,6.421
2012,Percentage (%),,,,,,,,,,,South East,Thermal comfort,7.588
2012,Percentage (%),,,,,,,,,,,Rest of England,Thermal comfort,8.579
2013,Percentage (%),,,,,,,,,,,,Thermal comfort,7.456770148476021
2013,Percentage (%),City centre,,,,,,,,,,,Thermal comfort,21.23823231930288
2013,Percentage (%),Other urban centre,,,,,,,,,,,Thermal comfort,8.027267944937371
2013,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,5.672974436311905
2013,Percentage (%),Rural residential,,,,,,,,,,,Thermal comfort,7.523116846572924
2013,Percentage (%),Village centre,,,,,,,,,,,Thermal comfort,12.48265671126134
2013,Percentage (%),Rural,,,,,,,,,,,Thermal comfort,19.32095853959212
2013,Percentage (%),All city and urban centres,,,,,,,,,,,Thermal comfort,9.930948548049646
2013,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,5.672974436311905
2013,Percentage (%),All rural areas,,,,,,,,,,,Thermal comfort,10.54537301990998
2013,Percentage (%),,Couple under 60,,,,,,,,,,Thermal comfort,6.37768538116
2013,Percentage (%),,Couple 60 or over,,,,,,,,,,Thermal comfort,6.02297433235
2013,Percentage (%),,Couple with children,,,,,,,,,,Thermal comfort,4.17606883831
2013,Percentage (%),,Lone parent,,,,,,,,,,Thermal comfort,4.19577767761
2013,Percentage (%),,Multi-person household,,,,,,,,,,Thermal comfort,8.06513264754
2013,Percentage (%),,One person under 60,,,,,,,,,,Thermal comfort,12.4044680233
2013,Percentage (%),,One person 60 or over,,,,,,,,,,Thermal comfort,8.87596258406
2013,Percentage (%),,,59 and under,,,,,,,,,Thermal comfort,6.78657093138
2013,Percentage (%),,,60 and over,,,,,,,,,Thermal comfort,7.23273180457
2013,Percentage (%),,,75 and over,,,,,,,,,Thermal comfort,7.4146284017
2013,Percentage (%),,,,4 and under,,,,,,,,Thermal comfort,4.53027242007
2013,Percentage (%),,,,15 and under,,,,,,,,Thermal comfort,4.53410817801
2013,Percentage (%),,,,16 and over,,,,,,,,Thermal comfort,7.83460299993
2013,Percentage (%),,,,,1st quintile (lowest),,,,,,,Thermal comfort,9.69004489347
2013,Percentage (%),,,,,2nd quintile,,,,,,,Thermal comfort,7.39272902134
2013,Percentage (%),,,,,3rd quintile,,,,,,,Thermal comfort,8.1802647422
2013,Percentage (%),,,,,4th quintile,,,,,,,Thermal comfort,5.44569153147
2013,Percentage (%),,,,,5th quintile (highest),,,,,,,Thermal comfort,4.4730594014
2013,Percentage (%),,,,,,In poverty,,,,,,Thermal comfort,10.7253714333
2013,Percentage (%),,,,,,Not in poverty,,,,,,Thermal comfort,6.38865296753
2013,Percentage (%),,,,,,,Workless household,,,,,Thermal comfort,8.76739493554
2013,Percentage (%),,,,,,,Working household,,,,,Thermal comfort,6.35109411904
2013,Percentage (%),,,,,,,,Long-term illness/disability,,,,Thermal comfort,6.91280212589
2013,Percentage (%),,,,,,,,No long-term illness/disability,,,,Thermal comfort,6.97307545792
2013,Percentage (%),,,,,,,,,White,,,Thermal comfort,6.92355199582
2013,Percentage (%),,,,,,,,,Black,,,Thermal comfort,9.93742107726
2013,Percentage (%),,,,,,,,,Asian,,,Thermal comfort,5.10651950147
2013,Percentage (%),,,,,,,,,Other,,,Thermal comfort,8.13071660553
2013,Percentage (%),,,,,,,,,All minority,,,Thermal comfort,7.22507375063
2013,Percentage (%),,,,,,,,,,Less than 1 year,,Thermal comfort,9.13470289259
2013,Percentage (%),,,,,,,,,,1-4 years,,Thermal comfort,7.60958052658
2013,Percentage (%),,,,,,,,,,5-9 years,,Thermal comfort,5.33847715288
2013,Percentage (%),,,,,,,,,,10-19 years,,Thermal comfort,4.75722902984
2013,Percentage (%),,,,,,,,,,20-29 years,,Thermal comfort,4.85925203456
2013,Percentage (%),,,,,,,,,,30 or more years,,Thermal comfort,10.8398229633
2013,Percentage (%),,,,,,,,,,,North,Thermal comfort,5.92653433952
2013,Percentage (%),,,,,,,,,,,South East,Thermal comfort,8.06270136388
2013,Percentage (%),,,,,,,,,,,Rest of England,Thermal comfort,8.09065069261
2014,Percentage (%),,,,,,,,,,,,Thermal comfort,6.614339313791708
2014,Percentage (%),City centre,,,,,,,,,,,Thermal comfort,17.83954471988413
2014,Percentage (%),Other urban centre,,,,,,,,,,,Thermal comfort,6.468425271617268
2014,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,5.189467287220282
2014,Percentage (%),Rural residential,,,,,,,,,,,Thermal comfort,7.288364446440782
2014,Percentage (%),Village centre,,,,,,,,,,,Thermal comfort,11.62203935181935
2014,Percentage (%),Rural,,,,,,,,,,,Thermal comfort,16.32874339483552
2014,Percentage (%),All city and urban centres,,,,,,,,,,,Thermal comfort,8.171794635971965
2014,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,5.189467287220282
2014,Percentage (%),All rural areas,,,,,,,,,,,Thermal comfort,9.591020126858036
2014,Percentage (%),,Couple under 60,,,,,,,,,,Thermal comfort,5.8315376981
2014,Percentage (%),,Couple 60 or over,,,,,,,,,,Thermal comfort,5.45416040777
2014,Percentage (%),,Couple with children,,,,,,,,,,Thermal comfort,3.74094099183
2014,Percentage (%),,Lone parent,,,,,,,,,,Thermal comfort,3.96297717644
2014,Percentage (%),,Multi-person household,,,,,,,,,,Thermal comfort,7.21542606156
2014,Percentage (%),,One person under 60,,,,,,,,,,Thermal comfort,10.5183757413
2014,Percentage (%),,One person 60 or over,,,,,,,,,,Thermal comfort,8.88679763939
2014,Percentage (%),,,59 and under,,,,,,,,,Thermal comfort,5.81771928605
2014,Percentage (%),,,60 and over,,,,,,,,,Thermal comfort,7.07417151212
2014,Percentage (%),,,75 and over,,,,,,,,,Thermal comfort,7.52710160369
2014,Percentage (%),,,,4 and under,,,,,,,,Thermal comfort,4.72943743883
2014,Percentage (%),,,,15 and under,,,,,,,,Thermal comfort,4.16862376703
2014,Percentage (%),,,,16 and over,,,,,,,,Thermal comfort,7.07976915148
2014,Percentage (%),,,,,1st quintile (lowest),,,,,,,Thermal comfort,8.10008749939
2014,Percentage (%),,,,,2nd quintile,,,,,,,Thermal comfort,6.05552627335
2014,Percentage (%),,,,,3rd quintile,,,,,,,Thermal comfort,7.78255053439
2014,Percentage (%),,,,,4th quintile,,,,,,,Thermal comfort,5.56371208264
2014,Percentage (%),,,,,5th quintile (highest),,,,,,,Thermal comfort,4.35240200353
2014,Percentage (%),,,,,,In poverty,,,,,,Thermal comfort,8.22945352577
2014,Percentage (%),,,,,,Not in poverty,,,,,,Thermal comfort,6.00964821032
2014,Percentage (%),,,,,,,Workless household,,,,,Thermal comfort,8.62377634212
2014,Percentage (%),,,,,,,Working household,,,,,Thermal comfort,5.44601305193
2014,Percentage (%),,,,,,,,Long-term illness/disability,,,,Thermal comfort,6.88459324924
2014,Percentage (%),,,,,,,,No long-term illness/disability,,,,Thermal comfort,6.01749351893
2014,Percentage (%),,,,,,,,,White,,,Thermal comfort,6.32530789239
2014,Percentage (%),,,,,,,,,Black,,,Thermal comfort,5.42494770663
2014,Percentage (%),,,,,,,,,Asian,,,Thermal comfort,4.98037561081
2014,Percentage (%),,,,,,,,,Other,,,Thermal comfort,8.63787323247
2014,Percentage (%),,,,,,,,,All minority,,,Thermal comfort,6.11173168461
2014,Percentage (%),,,,,,,,,,Less than 1 year,,Thermal comfort,6.99604346653
2014,Percentage (%),,,,,,,,,,1-4 years,,Thermal comfort,6.6263102942
2014,Percentage (%),,,,,,,,,,5-9 years,,Thermal comfort,4.97988874079
2014,Percentage (%),,,,,,,,,,10-19 years,,Thermal comfort,4.50591036068
2014,Percentage (%),,,,,,,,,,20-29 years,,Thermal comfort,5.654738678
2014,Percentage (%),,,,,,,,,,30 or more years,,Thermal comfort,9.99066369702
2014,Percentage (%),,,,,,,,,,,North,Thermal comfort,4.45592279573
2014,Percentage (%),,,,,,,,,,,South East,Thermal comfort,7.69484133246
2014,Percentage (%),,,,,,,,,,,Rest of England,Thermal comfort,7.34093350464
2015,Percentage (%),,,,,,,,,,,,Thermal comfort,5.981667293959917
2015,Percentage (%),City centre,,,,,,,,,,,Thermal comfort,14.792280402214
