Year,Series,Region,Local authority,Sex,Unit measure,Observation status,GeoCode,Value
2011 to 2012,All state-funded schools,Outer London,Ealing,,Percentage (%),Normal value,E13000002,95.4003
2011 to 2012,All state-funded schools,Outer London,Enfield,,Percentage (%),Normal value,E13000002,95.7203
2011 to 2012,All state-funded schools,Outer London,Greenwich,,Percentage (%),Normal value,E13000002,92.8684
2011 to 2012,All state-funded schools,Outer London,Harrow,,Percentage (%),Normal value,E13000002,94.2123
2011 to 2012,All state-funded schools,Outer London,Havering,,Percentage (%),Normal value,E13000002,93.9554
2011 to 2012,All state-funded schools,Outer London,Hillingdon,,Percentage (%),Normal value,E13000002,94.9015
2011 to 2012,All state-funded schools,Outer London,Hounslow,,Percentage (%),Normal value,E13000002,95.3623
2011 to 2012,All state-funded schools,Outer London,Kingston Upon Thames,,Percentage (%),Normal value,E13000002,94.1629
2011 to 2012,All state-funded schools,Outer London,Merton,,Percentage (%),Normal value,E13000002,94.7402
2011 to 2012,All state-funded schools,Outer London,Redbridge,,Percentage (%),Normal value,E13000002,93.2293
2011 to 2012,All state-funded schools,Outer London,Richmond Upon Thames,,Percentage (%),Normal value,E13000002,97.4885
2011 to 2012,All state-funded schools,Outer London,Sutton,,Percentage (%),Normal value,E13000002,96.2806
2011 to 2012,All state-funded schools,Outer London,Waltham Forest,,Percentage (%),Normal value,E13000002,95.0223
2011 to 2012,All state-funded schools,Outer London,,,Percentage (%),Normal value,E13000002,94.7963
2011 to 2012,All state-funded schools,South East,Bracknell Forest,,Percentage (%),Normal value,E12000008,95.8135
2011 to 2012,All state-funded schools,South East,Brighton and Hove,,Percentage (%),Normal value,E12000008,97.4588
2011 to 2012,All state-funded schools,South East,Buckinghamshire,,Percentage (%),Normal value,E12000008,95.3384
2011 to 2012,All state-funded schools,South East,East Sussex,,Percentage (%),Normal value,E12000008,95.6855
2011 to 2012,All state-funded schools,South East,Hampshire,,Percentage (%),Normal value,E12000008,98.5447
2011 to 2012,All state-funded schools,South East,Isle of Wight,,Percentage (%),Normal value,E12000008,95.0523
2011 to 2012,All state-funded schools,South East,Kent,,Percentage (%),Normal value,E12000008,93.6858
2011 to 2012,All state-funded schools,South East,Medway,,Percentage (%),Normal value,E12000008,94.9154
2011 to 2012,All state-funded schools,South East,Milton Keynes,,Percentage (%),Normal value,E12000008,96.1354
2011 to 2012,All state-funded schools,South East,Oxfordshire,,Percentage (%),Normal value,E12000008,96.3355
2011 to 2012,All state-funded schools,South East,Portsmouth,,Percentage (%),Normal value,E12000008,96.5539
2011 to 2012,All state-funded schools,South East,Reading,,Percentage (%),Normal value,E12000008,96.3592
2011 to 2012,All state-funded schools,South East,Slough,,Percentage (%),Normal value,E12000008,92.3076
2011 to 2012,All state-funded schools,South East,Southampton,,Percentage (%),Normal value,E12000008,97.5055
2011 to 2012,All state-funded schools,South East,Surrey,,Percentage (%),Normal value,E12000008,96.8983
2011 to 2012,All state-funded schools,South East,West Berkshire,,Percentage (%),Normal value,E12000008,96.4534
2011 to 2012,All state-funded schools,South East,West Sussex,,Percentage (%),Normal value,E12000008,98.0714
2011 to 2012,All state-funded schools,South East,Windsor and Maidenhead,,Percentage (%),Normal value,E12000008,96.4447
2011 to 2012,All state-funded schools,South East,Wokingham,,Percentage (%),Normal value,E12000008,97.3333
2011 to 2012,All state-funded schools,South East,,,Percentage (%),Normal value,E12000008,96.2028
2011 to 2012,All state-funded schools,South West,Bath and North East Somerset,,Percentage (%),Normal value,E12000009,98.9024
2011 to 2012,All state-funded schools,South West,Bournemouth,,Percentage (%),Normal value,E12000009,96.3738
2011 to 2012,All state-funded schools,South West,"Bristol, City of",,Percentage (%),Normal value,E12000009,98.1104
2011 to 2012,All state-funded schools,South West,Cornwall,,Percentage (%),Normal value,E12000009,96.1455
2011 to 2012,All state-funded schools,South West,Devon,,Percentage (%),Normal value,E12000009,98.3471
2011 to 2012,All state-funded schools,South West,Dorset,,Percentage (%),Normal value,E12000009,97.7838
2011 to 2012,All state-funded schools,South West,Gloucestershire,,Percentage (%),Normal value,E12000009,97.7987
2011 to 2012,All state-funded schools,South West,Isles of Scilly,,Percentage (%),Normal value,E12000009,96.9696
2011 to 2012,All state-funded schools,South West,North Somerset,,Percentage (%),Normal value,E12000009,98.8489
2011 to 2012,All state-funded schools,South West,Plymouth,,Percentage (%),Normal value,E12000009,97.2686
2011 to 2012,All state-funded schools,South West,Poole,,Percentage (%),Normal value,E12000009,97.3333
2011 to 2012,All state-funded schools,South West,Somerset,,Percentage (%),Normal value,E12000009,97.3754
2011 to 2012,All state-funded schools,South West,South Gloucestershire,,Percentage (%),Normal value,E12000009,99.1735
2011 to 2012,All state-funded schools,South West,Swindon,,Percentage (%),Normal value,E12000009,97.6386
2011 to 2012,All state-funded schools,South West,Torbay,,Percentage (%),Normal value,E12000009,97.076
2011 to 2012,All state-funded schools,South West,Wiltshire,,Percentage (%),Normal value,E12000009,97.2195
2011 to 2012,All state-funded schools,South West,,,Percentage (%),Normal value,E12000009,97.6852
2011 to 2012,All state-funded schools,West Midlands,Birmingham,,Percentage (%),Normal value,E12000005,97.5006
2011 to 2012,All state-funded schools,West Midlands,Coventry,,Percentage (%),Normal value,E12000005,93.7573
2011 to 2012,All state-funded schools,West Midlands,Dudley,,Percentage (%),Normal value,E12000005,99.1177
2011 to 2012,All state-funded schools,West Midlands,"Herefordshire, County of",,Percentage (%),Normal value,E12000005,95.6907
2011 to 2012,All state-funded schools,West Midlands,Sandwell,,Percentage (%),Normal value,E12000005,96.1155
2011 to 2012,All state-funded schools,West Midlands,Shropshire,,Percentage (%),Normal value,E12000005,99.1037
2011 to 2012,All state-funded schools,West Midlands,Solihull,,Percentage (%),Normal value,E12000005,95.1842
2011 to 2012,All state-funded schools,West Midlands,Staffordshire,,Percentage (%),Normal value,E12000005,97.4645
2011 to 2012,All state-funded schools,West Midlands,Stoke-on-Trent,,Percentage (%),Normal value,E12000005,95.5747
2011 to 2012,All state-funded schools,West Midlands,Telford and Wrekin,,Percentage (%),Normal value,E12000005,93.9851
2011 to 2012,All state-funded schools,West Midlands,Walsall,,Percentage (%),Normal value,E12000005,96.6584
2011 to 2012,All state-funded schools,West Midlands,Warwickshire,,Percentage (%),Normal value,E12000005,97.6065
2011 to 2012,All state-funded schools,West Midlands,Wolverhampton,,Percentage (%),Normal value,E12000005,95.3799
2011 to 2012,All state-funded schools,West Midlands,Worcestershire,,Percentage (%),Normal value,E12000005,97.7842
2011 to 2012,All state-funded schools,West Midlands,,,Percentage (%),Normal value,E12000005,96.9188
2011 to 2012,All state-funded schools,Yorkshire and The Humber,Barnsley,,Percentage (%),Normal value,E12000003,97.3628
2011 to 2012,All state-funded schools,Yorkshire and The Humber,Bradford,,Percentage (%),Normal value,E12000003,97.3253
2011 to 2012,All state-funded schools,Yorkshire and The Humber,Calderdale,,Percentage (%),Normal value,E12000003,97.4835
2011 to 2012,All state-funded schools,Yorkshire and The Humber,Doncaster,,Percentage (%),Normal value,E12000003,97.2554
2011 to 2012,All state-funded schools,Yorkshire and The Humber,East Riding of Yorkshire,,Percentage (%),Normal value,E12000003,96.6037
2011 to 2012,All state-funded schools,Yorkshire and The Humber,"Kingston Upon Hull, City of",,Percentage (%),Normal value,E12000003,95.8075
2011 to 2012,All state-funded schools,Yorkshire and The Humber,Kirklees,,Percentage (%),Normal value,E12000003,97.7192
2011 to 2012,All state-funded schools,Yorkshire and The Humber,Leeds,,Percentage (%),Normal value,E12000003,96.5726
2011 to 2012,All state-funded schools,Yorkshire and The Humber,North East Lincolnshire,,Percentage (%),Normal value,E12000003,93.4798
2011 to 2012,All state-funded schools,Yorkshire and The Humber,North Lincolnshire,,Percentage (%),Normal value,E12000003,94.5442
2011 to 2012,All state-funded schools,Yorkshire and The Humber,North Yorkshire,,Percentage (%),Normal value,E12000003,98.3278
2011 to 2012,All state-funded schools,Yorkshire and The Humber,Rotherham,,Percentage (%),Normal value,E12000003,97.5645
2011 to 2012,All state-funded schools,Yorkshire and The Humber,Sheffield,,Percentage (%),Normal value,E12000003,97.677
2011 to 2012,All state-funded schools,Yorkshire and The Humber,Wakefield,,Percentage (%),Normal value,E12000003,97.5879
2011 to 2012,All state-funded schools,Yorkshire and The Humber,York,,Percentage (%),Normal value,E12000003,98.9573
2011 to 2012,All state-funded schools,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,97.1835
2011 to 2012,All state-funded schools,,,Female,Percentage (%),Normal value,,96.8459
2011 to 2012,All state-funded schools,,,Gender unclassified,Percentage (%),Normal value,,84.0334
2011 to 2012,All state-funded schools,,,Male,Percentage (%),Normal value,,95.6005
2011 to 2012,All state-funded schools,,,,Percentage (%),Normal value,,96.517
2011 to 2012,Nursery,East Midlands,,,Percentage (%),Normal value,E12000004,95.2285
2011 to 2012,Nursery,East of England,,,Percentage (%),Normal value,E12000006,97.5214
2011 to 2012,Nursery,Inner London,,,Percentage (%),Normal value,E13000001,96.3427
2011 to 2012,Nursery,North East,,,Percentage (%),Normal value,E12000001,99.0566
2011 to 2012,Nursery,North West,,,Percentage (%),Normal value,E12000002,100.0
2011 to 2012,Nursery,Outer London,,,Percentage (%),Normal value,E13000002,97.0802
2011 to 2012,Nursery,South East,,,Percentage (%),Normal value,E12000008,98.3333
2011 to 2012,Nursery,South West,,,Percentage (%),Normal value,E12000009,97.7272
2011 to 2012,Nursery,West Midlands,,,Percentage (%),Normal value,E12000005,99.4652
2011 to 2012,Nursery,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,96.923
2011 to 2012,Nursery,,,Female,Percentage (%),Normal value,,97.8235
2011 to 2012,Nursery,,,Gender unclassified,Percentage (%),Normal value,,100.0
2011 to 2012,Nursery,,,Male,Percentage (%),Normal value,,100.0
2011 to 2012,Nursery,,,,Percentage (%),Normal value,,97.8962
2011 to 2012,Primary,,,Female,Percentage (%),Normal value,,98.1451177842243
2011 to 2012,Primary,,,Gender unclassified,Percentage (%),Normal value,,96.3859035698264
2011 to 2012,Primary,,,Male,Percentage (%),Normal value,,96.7066195185693
2011 to 2012,Primary,,,,Percentage (%),Normal value,,97.9566749104376
2011 to 2012,Primary,East Midlands,,,Percentage (%),Normal value,E12000004,97.9711248820468
2011 to 2012,Primary,East of England,,,Percentage (%),Normal value,E12000006,97.1129681149203
2011 to 2012,Primary,Inner London,,,Percentage (%),Normal value,E13000001,95.5130637971334
2011 to 2012,Primary,North East,,,Percentage (%),Normal value,E12000001,98.9183923630851
2011 to 2012,Primary,North West,,,Percentage (%),Normal value,E12000002,99.142065971361
2011 to 2012,Primary,Outer London,,,Percentage (%),Normal value,E13000002,96.1228914184973
2011 to 2012,Primary,South East,,,Percentage (%),Normal value,E12000008,97.9548926252705
2011 to 2012,Primary,South West,,,Percentage (%),Normal value,E12000009,98.7304116280993
2011 to 2012,Primary,West Midlands,,,Percentage (%),Normal value,E12000005,98.6322022861658
2011 to 2012,Primary,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,98.5801818544279
2011 to 2012,Secondary,East Midlands,,,Percentage (%),Normal value,E12000004,95.1743
2011 to 2012,Secondary,East of England,,,Percentage (%),Normal value,E12000006,94.0165
2011 to 2012,Secondary,Inner London,,,Percentage (%),Normal value,E13000001,93.7626
2011 to 2012,Secondary,North East,,,Percentage (%),Normal value,E12000001,97.2271
2011 to 2012,Secondary,North West,,,Percentage (%),Normal value,E12000002,97.6764
2011 to 2012,Secondary,Outer London,,,Percentage (%),Normal value,E13000002,94.7068
2011 to 2012,Secondary,South East,,,Percentage (%),Normal value,E12000008,95.2595
2011 to 2012,Secondary,South West,,,Percentage (%),Normal value,E12000009,97.2607
2011 to 2012,Secondary,West Midlands,,,Percentage (%),Normal value,E12000005,96.0562
2011 to 2012,Secondary,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,96.3423
2011 to 2012,Secondary,,,Female,Percentage (%),Normal value,,95.6979
2011 to 2012,Secondary,,,Gender unclassified,Percentage (%),Normal value,,75.9744
2011 to 2012,Secondary,,,Male,Percentage (%),Normal value,,96.0128
2011 to 2012,Secondary,,,,Percentage (%),Normal value,,95.788
2012 to 2013,All state-funded schools,East Midlands,Derby,,Percentage (%),Normal value,E12000004,96.5426
2012 to 2013,All state-funded schools,East Midlands,Derbyshire,,Percentage (%),Normal value,E12000004,98.3395
2012 to 2013,All state-funded schools,East Midlands,Leicester,,Percentage (%),Normal value,E12000004,96.6543
2012 to 2013,All state-funded schools,East Midlands,Leicestershire,,Percentage (%),Normal value,E12000004,96.8298
2012 to 2013,All state-funded schools,East Midlands,Lincolnshire,,Percentage (%),Normal value,E12000004,94.8849
2012 to 2013,All state-funded schools,East Midlands,Northamptonshire,,Percentage (%),Normal value,E12000004,96.0192
2012 to 2013,All state-funded schools,East Midlands,Nottingham,,Percentage (%),Normal value,E12000004,97.2062
2012 to 2013,All state-funded schools,East Midlands,Nottinghamshire,,Percentage (%),Normal value,E12000004,97.0328
2012 to 2013,All state-funded schools,East Midlands,Rutland,,Percentage (%),Normal value,E12000004,95.1977
2012 to 2013,All state-funded schools,East Midlands,,,Percentage (%),Normal value,E12000004,96.6465
2012 to 2013,All state-funded schools,East of England,Bedford,,Percentage (%),Normal value,E12000006,95.3421
2012 to 2013,All state-funded schools,East of England,Cambridgeshire,,Percentage (%),Normal value,E12000006,95.785
2012 to 2013,All state-funded schools,East of England,Central Bedfordshire,,Percentage (%),Normal value,E12000006,96.0308
2012 to 2013,All state-funded schools,East of England,Essex,,Percentage (%),Normal value,E12000006,96.0783
2012 to 2013,All state-funded schools,East of England,Hertfordshire,,Percentage (%),Normal value,E12000006,95.8821
2012 to 2013,All state-funded schools,East of England,Luton,,Percentage (%),Normal value,E12000006,93.8328
