Year,Units,Local Authority,Deprivation decile,Unit multiplier,Unit measure,GeoCode,Value
2012/13,Number of people in treatment,Bradford,,Units,Count,E08000032,1105.0
2013/14,Number of people in treatment,Bradford,,Units,Count,E08000032,1285.0
2014/15,Number of people in treatment,Bradford,,Units,Count,E08000032,1585.0
2015/16,Number of people in treatment,Bradford,,Units,Count,E08000032,1540.0
2016/17,Number of people in treatment,Bradford,,Units,Count,E08000032,1285.0
2017/18,Number of people in treatment,Bradford,,Units,Count,E08000032,950.0
2018/19,Number of people in treatment,Bradford,,Units,Count,E08000032,1007.0
2018/19,Number of people in treatment,Bradford,,Units,Count,E08000032,1005.0
2010/11,Estimated prevalence,Brent,,Units,Number,E09000005,3142.0
2011/12,Estimated prevalence,Brent,,Units,Number,E09000005,3103.0
2012/13,Estimated prevalence,Brent,,Units,Number,E09000005,3127.0
2013/14,Estimated prevalence,Brent,,Units,Number,E09000005,3227.0
2014/15,Estimated prevalence,Brent,,Units,Number,E09000005,3181.0
2015/16,Estimated prevalence,Brent,,Units,Number,E09000005,3236.0
2016/17,Estimated prevalence,Brent,,Units,Number,E09000005,3169.0
2017/18,Estimated prevalence,Brent,,Units,Number,E09000005,3294.0
2018/19,Estimated prevalence,Brent,,Units,Number,E09000005,3233.0
2010/11,Met need (%),Brent,,Units,Percentage (%),E09000005,20.2100572883514
2011/12,Met need (%),Brent,,Units,Percentage (%),E09000005,18.2081856268128
2012/13,Met need (%),Brent,,Units,Percentage (%),E09000005,23.0252638311481
2013/14,Met need (%),Brent,,Units,Percentage (%),E09000005,24.1710567090177
2014/15,Met need (%),Brent,,Units,Percentage (%),E09000005,24.2062244577177
2015/16,Met need (%),Brent,,Units,Percentage (%),E09000005,20.8590852904821
2016/17,Met need (%),Brent,,Units,Percentage (%),E09000005,21.9312085831493
2017/18,Met need (%),Brent,,Units,Percentage (%),E09000005,19.1256830601093
2018/19,Met need (%),Brent,,Units,Percentage (%),E09000005,13.23847819
2010/11,Number of people in treatment,Brent,,Units,Count,E09000005,635.0
2011/12,Number of people in treatment,Brent,,Units,Count,E09000005,565.0
2012/13,Number of people in treatment,Brent,,Units,Count,E09000005,720.0
2013/14,Number of people in treatment,Brent,,Units,Count,E09000005,780.0
2014/15,Number of people in treatment,Brent,,Units,Count,E09000005,770.0
2015/16,Number of people in treatment,Brent,,Units,Count,E09000005,675.0
2016/17,Number of people in treatment,Brent,,Units,Count,E09000005,695.0
2017/18,Number of people in treatment,Brent,,Units,Count,E09000005,630.0
2018/19,Number of people in treatment,Brent,,Units,Count,E09000005,428.0
2018/19,Number of people in treatment,Brent,,Units,Count,E09000005,430.0
2010/11,Estimated prevalence,Brighton and Hove,,Units,Number,E06000043,4372.0
2011/12,Estimated prevalence,Brighton and Hove,,Units,Number,E06000043,4420.0
2012/13,Estimated prevalence,Brighton and Hove,,Units,Number,E06000043,4373.0
2013/14,Estimated prevalence,Brighton and Hove,,Units,Number,E06000043,4513.0
2014/15,Estimated prevalence,Brighton and Hove,,Units,Number,E06000043,4455.0
2015/16,Estimated prevalence,Brighton and Hove,,Units,Number,E06000043,4441.0
2016/17,Estimated prevalence,Brighton and Hove,,Units,Number,E06000043,4341.0
2017/18,Estimated prevalence,Brighton and Hove,,Units,Number,E06000043,4066.0
2018/19,Estimated prevalence,Brighton and Hove,,Units,Number,E06000043,4282.666667
2010/11,Met need (%),Brighton and Hove,,Units,Percentage (%),E06000043,18.0695333943275
2011/12,Met need (%),Brighton and Hove,,Units,Percentage (%),E06000043,20.4751131221719
2012/13,Met need (%),Brighton and Hove,,Units,Percentage (%),E06000043,22.4102446832838
2013/14,Met need (%),Brighton and Hove,,Units,Percentage (%),E06000043,22.9337469532462
2014/15,Met need (%),Brighton and Hove,,Units,Percentage (%),E06000043,20.314253647587
2015/16,Met need (%),Brighton and Hove,,Units,Percentage (%),E06000043,18.2391353298807
2016/17,Met need (%),Brighton and Hove,,Units,Percentage (%),E06000043,20.847730937572
2017/18,Met need (%),Brighton and Hove,,Units,Percentage (%),E06000043,22.7496310870635
2018/19,Met need (%),Brighton and Hove,,Units,Percentage (%),E06000043,24.5641345
2010/11,Number of people in treatment,Brighton and Hove,,Units,Count,E06000043,790.0
2011/12,Number of people in treatment,Brighton and Hove,,Units,Count,E06000043,905.0
2012/13,Number of people in treatment,Brighton and Hove,,Units,Count,E06000043,980.0
2013/14,Number of people in treatment,Brighton and Hove,,Units,Count,E06000043,1035.0
2014/15,Number of people in treatment,Brighton and Hove,,Units,Count,E06000043,905.0
2015/16,Number of people in treatment,Brighton and Hove,,Units,Count,E06000043,810.0
2016/17,Number of people in treatment,Brighton and Hove,,Units,Count,E06000043,905.0
2017/18,Number of people in treatment,Brighton and Hove,,Units,Count,E06000043,925.0
2018/19,Number of people in treatment,Brighton and Hove,,Units,Count,E06000043,1052.0
2018/19,Number of people in treatment,Brighton and Hove,,Units,Count,E06000043,1055.0
2010/11,Estimated prevalence,"Bristol, City of",,Units,Number,,6420.0
2011/12,Estimated prevalence,"Bristol, City of",,Units,Number,,6358.0
2012/13,Estimated prevalence,"Bristol, City of",,Units,Number,,6311.0
2013/14,Estimated prevalence,"Bristol, City of",,Units,Number,,6611.0
2014/15,Estimated prevalence,"Bristol, City of",,Units,Number,,6572.0
2015/16,Estimated prevalence,"Bristol, City of",,Units,Number,,6771.0
2016/17,Estimated prevalence,"Bristol, City of",,Units,Number,,6592.0
2017/18,Estimated prevalence,"Bristol, City of",,Units,Number,,6677.0
2018/19,Estimated prevalence,"Bristol, City of",,Units,Number,,6680.0
2010/11,Met need (%),"Bristol, City of",,Units,Percentage (%),,10.5140186915888
2011/12,Met need (%),"Bristol, City of",,Units,Percentage (%),,9.59421201635734
2012/13,Met need (%),"Bristol, City of",,Units,Percentage (%),,13.2308667406116
2013/14,Met need (%),"Bristol, City of",,Units,Percentage (%),,12.9329904704281
2014/15,Met need (%),"Bristol, City of",,Units,Percentage (%),,16.661594643944
2015/16,Met need (%),"Bristol, City of",,Units,Percentage (%),,18.6826170432728
2016/17,Met need (%),"Bristol, City of",,Units,Percentage (%),,17.9763349514563
2017/18,Met need (%),"Bristol, City of",,Units,Percentage (%),,16.6991163696271
2018/19,Met need (%),"Bristol, City of",,Units,Percentage (%),,9.26646707
2010/11,Number of people in treatment,"Bristol, City of",,Units,Count,,675.0
2011/12,Number of people in treatment,"Bristol, City of",,Units,Count,,610.0
2012/13,Number of people in treatment,"Bristol, City of",,Units,Count,,835.0
2013/14,Number of people in treatment,"Bristol, City of",,Units,Count,,855.0
2014/15,Number of people in treatment,"Bristol, City of",,Units,Count,,1095.0
2015/16,Number of people in treatment,"Bristol, City of",,Units,Count,,1265.0
2016/17,Number of people in treatment,"Bristol, City of",,Units,Count,,1185.0
2017/18,Number of people in treatment,"Bristol, City of",,Units,Count,,1115.0
2018/19,Number of people in treatment,"Bristol, City of",,Units,Count,,619.0
2018/19,Number of people in treatment,"Bristol, City of",,Units,Count,,615.0
2010/11,Estimated prevalence,Bromley,,Units,Number,E09000006,2513.0
2011/12,Estimated prevalence,Bromley,,Units,Number,E09000006,2505.0
2012/13,Estimated prevalence,Bromley,,Units,Number,E09000006,2498.0
2013/14,Estimated prevalence,Bromley,,Units,Number,E09000006,2537.0
2014/15,Estimated prevalence,Bromley,,Units,Number,E09000006,2528.0
2015/16,Estimated prevalence,Bromley,,Units,Number,E09000006,2586.0
2016/17,Estimated prevalence,Bromley,,Units,Number,E09000006,2519.0
2017/18,Estimated prevalence,Bromley,,Units,Number,E09000006,2537.0
2018/19,Estimated prevalence,Bromley,,Units,Number,E09000006,2547.333333
2010/11,Met need (%),Bromley,,Units,Percentage (%),E09000006,21.4882610425786
2011/12,Met need (%),Bromley,,Units,Percentage (%),E09000006,19.9600798403194
2012/13,Met need (%),Bromley,,Units,Percentage (%),E09000006,17.013610888711
2013/14,Met need (%),Bromley,,Units,Percentage (%),E09000006,16.3579030350808
2014/15,Met need (%),Bromley,,Units,Percentage (%),E09000006,12.6582278481013
2015/16,Met need (%),Bromley,,Units,Percentage (%),E09000006,11.9876256767208
2016/17,Met need (%),Bromley,,Units,Percentage (%),E09000006,11.9094878920206
2017/18,Met need (%),Bromley,,Units,Percentage (%),E09000006,10.44540796216
2018/19,Met need (%),Bromley,,Units,Percentage (%),E09000006,10.44229259
2010/11,Number of people in treatment,Bromley,,Units,Count,E09000006,540.0
2011/12,Number of people in treatment,Bromley,,Units,Count,E09000006,500.0
2012/13,Number of people in treatment,Bromley,,Units,Count,E09000006,425.0
2013/14,Number of people in treatment,Bromley,,Units,Count,E09000006,415.0
2014/15,Number of people in treatment,Bromley,,Units,Count,E09000006,320.0
2015/16,Number of people in treatment,Bromley,,Units,Count,E09000006,310.0
2016/17,Number of people in treatment,Bromley,,Units,Count,E09000006,300.0
2017/18,Number of people in treatment,Bromley,,Units,Count,E09000006,265.0
2018/19,Number of people in treatment,Bromley,,Units,Count,E09000006,266.0
2018/19,Number of people in treatment,Bromley,,Units,Count,E09000006,265.0
2010/11,Estimated prevalence,Buckinghamshire,,Units,Number,,3420.0
2011/12,Estimated prevalence,Buckinghamshire,,Units,Number,,3411.0
2012/13,Estimated prevalence,Buckinghamshire,,Units,Number,,3412.0
2013/14,Estimated prevalence,Buckinghamshire,,Units,Number,,3452.0
2014/15,Estimated prevalence,Buckinghamshire,,Units,Number,,3488.0
2015/16,Estimated prevalence,Buckinghamshire,,Units,Number,,3451.0
2016/17,Estimated prevalence,Buckinghamshire,,Units,Number,,3474.0
2017/18,Estimated prevalence,Buckinghamshire,,Units,Number,,3473.0
2018/19,Estimated prevalence,Buckinghamshire,,Units,Number,,3466.0
2010/11,Met need (%),Buckinghamshire,,Units,Percentage (%),,15.0584795321637
2011/12,Met need (%),Buckinghamshire,,Units,Percentage (%),,15.6845499853415
2012/13,Met need (%),Buckinghamshire,,Units,Percentage (%),,13.3352872215709
2013/14,Met need (%),Buckinghamshire,,Units,Percentage (%),,13.180764774044
2014/15,Met need (%),Buckinghamshire,,Units,Percentage (%),,15.1949541284404
2015/16,Met need (%),Buckinghamshire,,Units,Percentage (%),,12.3152709359606
2016/17,Met need (%),Buckinghamshire,,Units,Percentage (%),,11.6580310880829
2017/18,Met need (%),Buckinghamshire,,Units,Percentage (%),,12.9570976101353
2018/19,Met need (%),Buckinghamshire,,Units,Percentage (%),,15.78188113
2010/11,Number of people in treatment,Buckinghamshire,,Units,Count,,515.0
2011/12,Number of people in treatment,Buckinghamshire,,Units,Count,,535.0
2012/13,Number of people in treatment,Buckinghamshire,,Units,Count,,455.0
2013/14,Number of people in treatment,Buckinghamshire,,Units,Count,,455.0
2014/15,Number of people in treatment,Buckinghamshire,,Units,Count,,530.0
2015/16,Number of people in treatment,Buckinghamshire,,Units,Count,,425.0
2016/17,Number of people in treatment,Buckinghamshire,,Units,Count,,405.0
2017/18,Number of people in treatment,Buckinghamshire,,Units,Count,,450.0
2018/19,Number of people in treatment,Buckinghamshire,,Units,Count,,547.0
2018/19,Number of people in treatment,Buckinghamshire,,Units,Count,,545.0
2010/11,Estimated prevalence,Bury,,Units,Number,E08000002,2104.0
2011/12,Estimated prevalence,Bury,,Units,Number,E08000002,2104.0
2012/13,Estimated prevalence,Bury,,Units,Number,E08000002,2096.0
2013/14,Estimated prevalence,Bury,,Units,Number,E08000002,2160.0
2014/15,Estimated prevalence,Bury,,Units,Number,E08000002,2147.0
2015/16,Estimated prevalence,Bury,,Units,Number,E08000002,2022.0
2016/17,Estimated prevalence,Bury,,Units,Number,E08000002,2031.0
2017/18,Estimated prevalence,Bury,,Units,Number,E08000002,2152.0
2018/19,Estimated prevalence,Bury,,Units,Number,E08000002,2068.333333
2010/11,Met need (%),Bury,,Units,Percentage (%),E08000002,19.4866920152091
2011/12,Met need (%),Bury,,Units,Percentage (%),E08000002,21.1501901140684
2012/13,Met need (%),Bury,,Units,Percentage (%),E08000002,20.7538167938931
2013/14,Met need (%),Bury,,Units,Percentage (%),E08000002,21.2962962962963
2014/15,Met need (%),Bury,,Units,Percentage (%),E08000002,20.26082906381
2015/16,Met need (%),Bury,,Units,Percentage (%),E08000002,21.0187932739862
2016/17,Met need (%),Bury,,Units,Percentage (%),E08000002,18.4638109305761
2017/18,Met need (%),Bury,,Units,Percentage (%),E08000002,19.9814126394052
2018/19,Met need (%),Bury,,Units,Percentage (%),E08000002,21.17647059
2010/11,Number of people in treatment,Bury,,Units,Count,E08000002,410.0
2011/12,Number of people in treatment,Bury,,Units,Count,E08000002,445.0
2012/13,Number of people in treatment,Bury,,Units,Count,E08000002,435.0
2013/14,Number of people in treatment,Bury,,Units,Count,E08000002,460.0
2014/15,Number of people in treatment,Bury,,Units,Count,E08000002,435.0
2015/16,Number of people in treatment,Bury,,Units,Count,E08000002,425.0
2016/17,Number of people in treatment,Bury,,Units,Count,E08000002,375.0
2017/18,Number of people in treatment,Bury,,Units,Count,E08000002,430.0
2018/19,Number of people in treatment,Bury,,Units,Count,E08000002,438.0
2018/19,Number of people in treatment,Bury,,Units,Count,E08000002,440.0
2010/11,Estimated prevalence,Calderdale,,Units,Number,E08000033,2235.0
2011/12,Estimated prevalence,Calderdale,,Units,Number,E08000033,2234.0
2012/13,Estimated prevalence,Calderdale,,Units,Number,E08000033,2219.0
2013/14,Estimated prevalence,Calderdale,,Units,Number,E08000033,2273.0
2014/15,Estimated prevalence,Calderdale,,Units,Number,E08000033,2253.0
2015/16,Estimated prevalence,Calderdale,,Units,Number,E08000033,2263.0
2016/17,Estimated prevalence,Calderdale,,Units,Number,E08000033,2226.0
2017/18,Estimated prevalence,Calderdale,,Units,Number,E08000033,2288.0
2018/19,Estimated prevalence,Calderdale,,Units,Number,E08000033,2259.0
2010/11,Met need (%),Calderdale,,Units,Percentage (%),E08000033,27.5167785234899
2011/12,Met need (%),Calderdale,,Units,Percentage (%),E08000033,31.5577439570277
2012/13,Met need (%),Calderdale,,Units,Percentage (%),E08000033,33.7990085624155
2013/14,Met need (%),Calderdale,,Units,Percentage (%),E08000033,28.8165420149582
2014/15,Met need (%),Calderdale,,Units,Percentage (%),E08000033,25.0776742121616
2015/16,Met need (%),Calderdale,,Units,Percentage (%),E08000033,20.106053910738
2016/17,Met need (%),Calderdale,,Units,Percentage (%),E08000033,19.3171608265948
2017/18,Met need (%),Calderdale,,Units,Percentage (%),E08000033,17.0454545454545
2018/19,Met need (%),Calderdale,,Units,Percentage (%),E08000033,16.55599823
2010/11,Number of people in treatment,Calderdale,,Units,Count,E08000033,615.0
2011/12,Number of people in treatment,Calderdale,,Units,Count,E08000033,705.0
2012/13,Number of people in treatment,Calderdale,,Units,Count,E08000033,750.0
2013/14,Number of people in treatment,Calderdale,,Units,Count,E08000033,655.0
2014/15,Number of people in treatment,Calderdale,,Units,Count,E08000033,565.0
2015/16,Number of people in treatment,Calderdale,,Units,Count,E08000033,455.0
2016/17,Number of people in treatment,Calderdale,,Units,Count,E08000033,430.0
2017/18,Number of people in treatment,Calderdale,,Units,Count,E08000033,390.0
2018/19,Number of people in treatment,Calderdale,,Units,Count,E08000033,374.0
2018/19,Number of people in treatment,Calderdale,,Units,Count,E08000033,375.0
2010/11,Estimated prevalence,Cambridgeshire,,Units,Number,,5494.0
2011/12,Estimated prevalence,Cambridgeshire,,Units,Number,,5483.0
2012/13,Estimated prevalence,Cambridgeshire,,Units,Number,,5488.0
2013/14,Estimated prevalence,Cambridgeshire,,Units,Number,,5595.0
2014/15,Estimated prevalence,Cambridgeshire,,Units,Number,,5578.0
2015/16,Estimated prevalence,Cambridgeshire,,Units,Number,,5769.0
2016/17,Estimated prevalence,Cambridgeshire,,Units,Number,,5610.0
2017/18,Estimated prevalence,Cambridgeshire,,Units,Number,,5674.0
2018/19,Estimated prevalence,Cambridgeshire,,Units,Number,,5684.333333
2010/11,Met need (%),Cambridgeshire,,Units,Percentage (%),,16.2904987258828
2011/12,Met need (%),Cambridgeshire,,Units,Percentage (%),,13.5874521247492
2012/13,Met need (%),Cambridgeshire,,Units,Percentage (%),,12.0262390670554
2013/14,Met need (%),Cambridgeshire,,Units,Percentage (%),,11.9749776586238
2014/15,Met need (%),Cambridgeshire,,Units,Percentage (%),,17.8379347436357
2015/16,Met need (%),Cambridgeshire,,Units,Percentage (%),,18.4607384295372
2016/17,Met need (%),Cambridgeshire,,Units,Percentage (%),,19.3404634581105
2017/18,Met need (%),Cambridgeshire,,Units,Percentage (%),,20.0035248501939
2018/19,Met need (%),Cambridgeshire,,Units,Percentage (%),,17.8560957
2010/11,Number of people in treatment,Cambridgeshire,,Units,Count,,895.0
2011/12,Number of people in treatment,Cambridgeshire,,Units,Count,,745.0
2012/13,Number of people in treatment,Cambridgeshire,,Units,Count,,660.0
2013/14,Number of people in treatment,Cambridgeshire,,Units,Count,,670.0
