Year,Region,Local Authority,Gender,Ethnicity,Free School Meals,Learning category,Learning sub-category (higher),Observation status,Unit multiplier,Unit measure,GeoCode,Value
2012/13,London,Lambeth,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000022,70.6
2012/13,North West,Lancashire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,80.3
2012/13,Yorkshire and The Humber,Leeds,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000035,70.3
2012/13,East Midlands,Leicester,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000016,54.4
2012/13,East Midlands,Leicestershire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,74.4
2012/13,London,Lewisham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000023,87.0
2012/13,East Midlands,Lincolnshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,83.9
2012/13,North West,Liverpool,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000012,78.7
2012/13,East of England,Luton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000032,71.9
2012/13,North West,Manchester,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000003,70.8
2012/13,South East,Medway,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000035,81.9
2012/13,London,Merton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000024,72.3
2012/13,North East,Middlesbrough,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000002,61.7
2012/13,South East,Milton Keynes,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000042,76.3
2012/13,North East,Newcastle upon Tyne,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000021,72.9
2012/13,London,Newham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000025,76.8
2012/13,East of England,Norfolk,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,71.6
2012/13,Yorkshire and The Humber,North East Lincolnshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000012,78.5
2012/13,Yorkshire and The Humber,North Lincolnshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000013,79.2
2012/13,South West,North Somerset,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000024,86.8
2012/13,North East,North Tyneside,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000022,76.0
2012/13,Yorkshire and The Humber,North Yorkshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,73.1
2012/13,East Midlands,Northamptonshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,76.1
2012/13,North East,Northumberland,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000057,73.5
2012/13,East Midlands,Nottingham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000018,68.1
2012/13,East Midlands,Nottinghamshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,79.3
2012/13,North West,Oldham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000004,66.0
2012/13,South East,Oxfordshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,77.1
2012/13,East of England,Peterborough,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000031,72.2
2012/13,South West,Plymouth,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000026,79.1
2012/13,South West,Poole,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000029,78.5
2012/13,South East,Portsmouth,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000044,80.1
2012/13,South East,Reading,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000038,77.8
2012/13,London,Redbridge,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000026,83.5
2012/13,North East,Redcar and Cleveland,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000003,71.9
2012/13,London,Richmond upon Thames,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000027,75.0
2012/13,North West,Rochdale,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000005,66.2
2012/13,Yorkshire and The Humber,Rotherham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000018,79.3
2012/13,East Midlands,Rutland,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000017,84.2
2012/13,North West,Salford,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000006,77.8
2012/13,West Midlands,Sandwell,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000028,73.8
2012/13,North West,Sefton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000014,78.9
2012/13,Yorkshire and The Humber,Sheffield,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000019,74.3
2012/13,West Midlands,Shropshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000051,78.6
2012/13,South East,Slough,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000039,77.4
2012/13,West Midlands,Solihull,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000029,76.4
2012/13,South West,Somerset,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,77.1
2012/13,South West,South Gloucestershire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000025,86.7
2012/13,North East,South Tyneside,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000023,73.1
2012/13,South East,Southampton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000045,76.4
2012/13,East of England,Southend-on-Sea,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000033,76.3
2012/13,London,Southwark,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000028,80.7
2012/13,North West,St. Helens,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000013,76.7
2012/13,West Midlands,Staffordshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,77.1
2012/13,North West,Stockport,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000007,79.2
2012/13,North East,Stockton-on-Tees,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000004,69.5
2012/13,West Midlands,Stoke-on-Trent,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000021,76.7
2012/13,East of England,Suffolk,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,75.7
2012/13,North East,Sunderland,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000024,74.9
2012/13,South East,Surrey,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,76.9
2012/13,London,Sutton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000029,70.8
2012/13,South West,Swindon,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000030,80.1
2012/13,North West,Tameside,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000008,69.4
2012/13,West Midlands,Telford and Wrekin,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000020,71.9
2012/13,East of England,Thurrock,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000034,80.2
2012/13,South West,Torbay,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000027,73.9
2012/13,London,Tower Hamlets,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000030,72.6
2012/13,North West,Trafford,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000009,82.4
2012/13,Yorkshire and The Humber,Wakefield,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000036,78.8
2012/13,West Midlands,Walsall,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000030,69.5
2012/13,London,Waltham Forest,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000031,78.6
2012/13,London,Wandsworth,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000032,77.8
2012/13,North West,Warrington,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000007,73.0
2012/13,West Midlands,Warwickshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,69.4
2012/13,South East,West Berkshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000037,83.5
2012/13,South East,West Sussex,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,79.9
2012/13,London,Westminster,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000033,74.1
2012/13,North West,Wigan,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000010,65.9
2012/13,South West,Wiltshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000054,77.3
2012/13,South East,Windsor and Maidenhead,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000040,81.9
2012/13,North West,Wirral,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000015,71.9
2012/13,South East,Wokingham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000041,78.9
2012/13,West Midlands,Wolverhampton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000031,68.7
2012/13,West Midlands,Worcestershire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,76.2
