Year,Series,Age,Country,Region,Country of birth,Disability status,Sex,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2007 Q2,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,10.8
2007 Q3,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,10.1
2007 Q4,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,10.3
2008 Q1,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,10
2008 Q2,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,10.2
2008 Q3,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,11.1
2008 Q4,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,12
2009 Q1,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,13.5
2009 Q2,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,14.2
2009 Q3,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,14.5
2009 Q4,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,14.6
2010 Q1,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,15
2010 Q2,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,15.4
2010 Q3,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,15.7
2010 Q4,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,16.3
2011 Q1,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,15.5
2011 Q2,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,16
2011 Q3,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,16.7
2011 Q4,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,16.2
2012 Q1,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,16
2012 Q2,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,16.1
2012 Q3,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,16.2
2012 Q4,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,16.3
2013 Q1,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,16.5
2013 Q2,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,16.7
2013 Q3,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,16.7
2013 Q4,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,15.2
2014 Q1,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,14.1
2014 Q2,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,12.1
2014 Q3,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,11.9
2014 Q4,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,12.9
2015 Q1,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,12.6
2015 Q2,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,12.4
2015 Q3,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,11.5
2015 Q4,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,10.8
2016 Q1,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,11.2
2016 Q2,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,9.9
2016 Q3,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,9.5
2016 Q4,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,8.5
2017 Q1,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,8.6
2017 Q2,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,9.5
2017 Q3,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,8.9
2017 Q4,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,9.6
2018 Q1,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,9.2
2018 Q2,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,8.9
2018 Q3,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,9.2
2018 Q4,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,8.9
2019 Q1,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,8
2019 Q2,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,8.5
2019 Q3,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,9.2
2019 Q4,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,8.5
2020 Q1,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,9.8
2020 Q2,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,10.7
2020 Q3,Seasonally adjusted,18 to 24,,,,,Female,Percentage (%),Units,Undefined,,10.6
2000 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,5.2
2000 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.7
2000 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.3
2000 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.3
2001 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.3
2001 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.3
2001 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.6
2001 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.5
2002 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.5
2002 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.8
2002 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.6
2002 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.5
2003 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.2
2003 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.5
2003 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.4
2003 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.3
2004 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.3
2004 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,3.8
2004 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.1
2004 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.2
2005 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.1
2005 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.2
2005 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.2
2005 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.6
2006 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.8
2006 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,5
2006 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,5
2006 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,5.2
2007 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,5.1
2007 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.8
2007 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.5
2007 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.5
2008 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.6
2008 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.8
2008 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,5.6
2008 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,5.5
2009 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,6.1
2009 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,7
2009 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,6.5
2009 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,6.8
2010 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,6.8
2010 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,6.7
2010 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,7.3
2010 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,7
2011 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,7.2
2011 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,7.7
2011 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,7.9
2011 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,8.1
2012 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,8.2
2012 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,8
2012 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,7.9
2012 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,7.5
2013 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,7
2013 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,6.4
2013 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,6.6
2013 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,6.2
2014 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,6.3
2014 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,6.3
2014 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,5.5
2014 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,5.2
2015 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.9
2015 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.9
2015 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,5.1
2015 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,5.3
2016 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,5.2
2016 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,5
2016 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,5
2016 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.8
2017 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.5
2017 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.2
2017 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4
2017 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.3
2018 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4
2018 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4
2018 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,3.9
2018 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,3.3
2019 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,3.4
2019 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,3.3
2019 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,3.3
2019 Q4,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,3.2
2020 Q1,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,3.4
2020 Q2,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,3.7
2020 Q3,Seasonally adjusted,25 to 34,,,,,Female,Percentage (%),Units,Undefined,,4.3
2000 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.7
2000 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.6
2000 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.7
2000 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.3
2001 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.5
2001 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.5
2001 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.2
2001 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.3
2002 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.1
2002 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.2
2002 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.5
2002 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.4
2003 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.1
2003 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,2.6
2003 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.2
2003 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3
2004 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3
2004 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.3
2004 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,2.9
2004 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,2.8
2005 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,2.9
2005 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,2.9
2005 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,2.8
2005 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.1
2006 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.4
2006 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.6
2006 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.6
2006 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.7
2007 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.6
2007 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.5
2007 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.7
2007 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.7
2008 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.6
2008 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.4
2008 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.5
2008 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,4.1
2009 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,4.6
2009 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,4.9
2009 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,4.9
2009 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,4.8
2010 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.1
2010 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.3
2010 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.2
2010 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.2
2011 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.2
2011 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.4
2011 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.5
2011 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.6
2012 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.7
2012 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.4
2012 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.6
2012 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.8
2013 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.6
2013 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.5
2013 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.4
2013 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,5.1
2014 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,4.6
2014 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,4.5
2014 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,4.5
2014 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.8
2015 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,4.2
2015 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,4.2
2015 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.9
2015 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.6
2016 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.4
2016 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.6
2016 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.5
2016 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.6
2017 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.5
2017 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.3
2017 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.2
2017 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.2
2018 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3
2018 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,2.9
2018 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,2.9
2018 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3
2019 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,3.1
2019 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,2.9
2019 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,2.7
2019 Q4,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,2.6
2020 Q1,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,2.6
2020 Q2,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,2.5
2020 Q3,Seasonally adjusted,35 to 49,,,,,Female,Percentage (%),Units,Undefined,,2.9
2000 Q1,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,3.1
2000 Q2,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.9
2000 Q3,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.6
2000 Q4,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.6
2001 Q1,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.3
2001 Q2,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.1
2001 Q3,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.3
2001 Q4,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.4
2002 Q1,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.5
2002 Q2,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.7
2002 Q3,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.6
2002 Q4,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.7
2003 Q1,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.4
2003 Q2,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.4
2003 Q3,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.4
2003 Q4,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.3
2004 Q1,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.3
2004 Q2,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.1
2004 Q3,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.1
2004 Q4,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.1
2005 Q1,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.1
2005 Q2,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.3
2005 Q3,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.2
2005 Q4,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.3
2006 Q1,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.5
2006 Q2,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.7
2006 Q3,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.6
2006 Q4,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.6
2007 Q1,Seasonally adjusted,50 to 64,,,,,Female,Percentage (%),Units,Undefined,,2.5
