Year,Series,Seasonally adjusted or not,Age,Sex,Units,Unit multiplier,Observation status,Value
2016 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,4.425218621
2016 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,4.48184285
2016 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,4.807716933
2017 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,4.183951434
2017 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,5.348852655
2017 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,5.430762842
2017 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,4.634050036
2018 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,4.94625782
2018 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,4.930683568
2018 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,2.923860984
2018 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,4.720100049
2019 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,4.509327528
2019 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,4.63765606
2019 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,6.176651463
2019 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,5.705585226
2020 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,5.407844788
2020 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,5.030080669
2020 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,3.603714339
2020 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,3.819438086
2021 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,3.212660248
2021 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,3.602599386
2001 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,7.899245971
2002 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,8.064873435
2002 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,7.843579392
2002 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,12.90721846
2002 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,9.17190297
2003 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,9.992026124
2003 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,8.556843725
2003 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,13.4074518
2003 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,8.98151423
2004 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,7.63312528
2004 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,7.690351545
2004 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,12.38268655
2004 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,8.689087133
2005 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,8.103074002
2005 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,8.57056595
2005 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,14.21117167
2005 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,10.69891601
2006 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,9.292459817
2006 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,9.303466633
2006 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,13.11881814
2006 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,8.986424354
2007 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,8.097204553
2007 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,8.094072384
2007 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,10.76061307
2007 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,8.78957268
2008 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,6.791965348
2008 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,7.37768904
2008 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,10.40824765
2008 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,7.047783842
2009 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,6.755656522
2009 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,6.991873931
2009 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,8.94624781
2009 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,5.949223851
2010 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,5.755128744
2010 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,6.14754312
2010 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,8.986405761
2010 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,5.362858213
2011 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,5.894539178
2011 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,6.715625011
2011 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,10.474639
2011 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,6.893818491
2012 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,5.997728005
2012 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,6.717566836
2012 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,8.314505491
2012 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,4.770218581
2013 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,4.890030046
2013 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,4.163992533
2013 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,6.564543682
2013 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,4.667546269
2014 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,3.09776373
2014 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,2.741377644
2014 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,5.79447276
2014 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,3.351552473
2015 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,16 to 17,Male,Percentage (%),Units,Normal value,3.210304119
