Year,Series,Region,Local Authority,County,Observation status,Units,Unit multiplier,GeoCode,Value
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Dudley,,Undefined,Percentage (%),Units,E08000027,5.3
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Solihull,,Undefined,Percentage (%),Units,E08000029,5.6
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Trafford,,Undefined,Percentage (%),Units,E08000009,5.1
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Sheffield,,Undefined,Percentage (%),Units,E08000019,5.1
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Tameside,,Undefined,Percentage (%),Units,E08000008,5.4
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Portsmouth,,Undefined,Percentage (%),Units,E06000044,5.9
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Salford,,Undefined,Percentage (%),Units,E08000006,5.5
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Wokingham,,Undefined,Percentage (%),Units,E06000041,5.9
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Milton Keynes,,Undefined,Percentage (%),Units,E06000042,5.7
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Brighton and Hove,,Undefined,Percentage (%),Units,E06000043,5.6
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Walsall,,Undefined,Percentage (%),Units,E08000030,6.0
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Southampton,,Undefined,Percentage (%),Units,E06000045,6.3
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Isle of Wight,,Undefined,Percentage (%),Units,E06000046,4.6
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,County Durham,,Undefined,Percentage (%),Units,E06000047,3.8
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Cheshire East,,Undefined,Percentage (%),Units,E06000049,4.5
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Cheshire West and Chester,,Undefined,Percentage (%),Units,E06000050,4.2
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Stockport,,Undefined,Percentage (%),Units,E08000007,5.2
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Shropshire,,Undefined,Percentage (%),Units,E06000051,3.8
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Wiltshire,,Undefined,Percentage (%),Units,E06000054,4.8
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Central Bedfordshire,,Undefined,Percentage (%),Units,E06000056,5.6
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Northumberland,,Undefined,Percentage (%),Units,E06000057,3.4
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Bolton,,Undefined,Percentage (%),Units,E08000001,5.0
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Bury,,Undefined,Percentage (%),Units,E08000002,5.2
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Manchester,,Undefined,Percentage (%),Units,E08000003,5.4
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Oldham,,Undefined,Percentage (%),Units,E08000004,5.3
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Rochdale,,Undefined,Percentage (%),Units,E08000005,5.2
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Cornwall,,Undefined,Percentage (%),Units,E06000052,3.4
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Wolverhampton,,Undefined,Percentage (%),Units,E08000031,5.4
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Haringey,,Undefined,Percentage (%),Units,E09000014,7.3
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Calderdale,,Undefined,Percentage (%),Units,E08000033,4.7
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Kingston upon Thames,,Undefined,Percentage (%),Units,E09000021,6.7
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Lambeth,,Undefined,Percentage (%),Units,E09000022,7.5
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Lewisham,,Undefined,Percentage (%),Units,E09000023,7.0
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Merton,,Undefined,Percentage (%),Units,E09000024,6.8
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Newham,,Undefined,Percentage (%),Units,E09000025,7.6
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Redbridge,,Undefined,Percentage (%),Units,E09000026,7.1
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Richmond upon Thames,,Undefined,Percentage (%),Units,E09000027,6.8
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Southwark,,Undefined,Percentage (%),Units,E09000028,7.7
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Sutton,,Undefined,Percentage (%),Units,E09000029,6.4
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Tower Hamlets,,Undefined,Percentage (%),Units,E09000030,8.1
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Waltham Forest,,Undefined,Percentage (%),Units,E09000031,7.4
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Wandsworth,,Undefined,Percentage (%),Units,E09000032,7.2
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Westminster,,Undefined,Percentage (%),Units,E09000033,8.3
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,Worcestershire,Undefined,Percentage (%),Units,E10000034,4.8
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,West Sussex,Undefined,Percentage (%),Units,E10000032,5.2
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,Warwickshire,Undefined,Percentage (%),Units,E10000031,5.2
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Surrey,Undefined,Percentage (%),Units,E10000030,5.8
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Suffolk,Undefined,Percentage (%),Units,E10000029,5.1
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,Staffordshire,Undefined,Percentage (%),Units,E10000028,4.9
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Kensington and Chelsea,,Undefined,Percentage (%),Units,E09000020,8.3
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Islington,,Undefined,Percentage (%),Units,E09000019,8.1
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hounslow,,Undefined,Percentage (%),Units,E09000018,7.1
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hillingdon,,Undefined,Percentage (%),Units,E09000017,6.9
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Kirklees,,Undefined,Percentage (%),Units,E08000034,5.0
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Leeds,,Undefined,Percentage (%),Units,E08000035,5.2
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Wakefield,,Undefined,Percentage (%),Units,E08000036,5.3
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Gateshead,,Undefined,Percentage (%),Units,E08000037,4.2
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,City of London,,Undefined,Percentage (%),Units,E09000001,8.9
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Barking and Dagenham,,Undefined,Percentage (%),Units,E09000002,7.0
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Barnet,,Undefined,Percentage (%),Units,E09000003,7.0
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Bexley,,Undefined,Percentage (%),Units,E09000004,6.5
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Brent,,Undefined,Percentage (%),Units,E09000005,7.5
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Bradford,,Undefined,Percentage (%),Units,E08000032,4.9
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Bromley,,Undefined,Percentage (%),Units,E09000006,6.1
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Croydon,,Undefined,Percentage (%),Units,E09000008,6.4
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Ealing,,Undefined,Percentage (%),Units,E09000009,7.3
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Enfield,,Undefined,Percentage (%),Units,E09000010,6.9
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Greenwich,,Undefined,Percentage (%),Units,E09000011,6.9
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hackney,,Undefined,Percentage (%),Units,E09000012,8.0
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hammersmith and Fulham,,Undefined,Percentage (%),Units,E09000013,7.9
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Windsor and Maidenhead,,Undefined,Percentage (%),Units,E06000040,6.1
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Harrow,,Undefined,Percentage (%),Units,E09000015,6.7
2011,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Havering,,Undefined,Percentage (%),Units,E09000016,6.3
