Year,Fatality,Employment status,Industry,Sex,Age,Unit measure,Unit multiplier,Observation status,Value
2011,,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,,"Rate per 100,000 workers",Units,Undefined,0.11
2011,,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.28
2011,,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,,"Rate per 100,000 workers",Units,Undefined,0.25
2011,,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.62
2011,,Employees,,,,"Rate per 100,000 workers",Units,Undefined,0.45
2011,,Employees,,,16 to 19,"Rate per 100,000 workers",Units,Undefined,0.39
2011,,Employees,,,20 to 24,"Rate per 100,000 workers",Units,Undefined,0.33
2011,,Employees,,,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.31
2011,,Employees,,,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.32
2011,,Employees,,,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.52
2011,,Employees,,,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.78
2011,,Employees,,,60 to 64,"Rate per 100,000 workers",Units,Undefined,0.79
2011,,Employees,,,65 and over,"Rate per 100,000 workers",Units,Undefined,0.95
2011,,Employees,,Male,,"Rate per 100,000 workers",Units,Undefined,0.88
2011,,Employees,,Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,0.82
2011,,Employees,,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,0.65
2011,,Employees,,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.59
2011,,Employees,,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.62
2011,,Employees,,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.01
2011,,Employees,,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,1.53
2011,,Employees,,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,1.4
2011,,Employees,,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,1.8
2011,,Employees,,Female,,"Rate per 100,000 workers",Units,Undefined,0.02
2011,,Employees,,Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.06
2011,,Employees,,Female,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.09
2011,,Employees,"Agriculture, forestry and fishing",,,"Rate per 100,000 workers",Units,Undefined,8.55
2011,,Employees,"Agriculture, forestry and fishing",,16 to 19,"Rate per 100,000 workers",Units,Undefined,15.89
2011,,Employees,"Agriculture, forestry and fishing",,20 to 24,"Rate per 100,000 workers",Units,Undefined,7.21
2011,,Employees,"Agriculture, forestry and fishing",,25 to 34,"Rate per 100,000 workers",Units,Undefined,23.38
2011,,Employees,"Agriculture, forestry and fishing",,45 to 54,"Rate per 100,000 workers",Units,Undefined,5.45
2011,,Employees,"Agriculture, forestry and fishing",,55 to 59,"Rate per 100,000 workers",Units,Undefined,9.41
2011,,Employees,"Agriculture, forestry and fishing",Male,,"Rate per 100,000 workers",Units,Undefined,12.51
2011,,Employees,"Agriculture, forestry and fishing",Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,9.6
2011,,Employees,"Agriculture, forestry and fishing",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,37.07
2011,,Employees,"Agriculture, forestry and fishing",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,8.44
2011,,Employees,Mining and quarrying,,,"Rate per 100,000 workers",Units,Undefined,11.11
2011,,Employees,Mining and quarrying,,25 to 34,"Rate per 100,000 workers",Units,Undefined,4.84
2011,,Employees,Mining and quarrying,,35 to 44,"Rate per 100,000 workers",Units,Undefined,7.86
2011,,Employees,Mining and quarrying,,45 to 54,"Rate per 100,000 workers",Units,Undefined,16.87
2011,,Employees,Mining and quarrying,Male,,"Rate per 100,000 workers",Units,Undefined,12.84
2011,,Employees,Mining and quarrying,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,5.98
2011,,Employees,Mining and quarrying,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,9.18
2011,,Employees,Mining and quarrying,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,18.95
2011,,Employees,Manufacturing,,,"Rate per 100,000 workers",Units,Undefined,1.03
2011,,Employees,Manufacturing,,16 to 19,"Rate per 100,000 workers",Units,Undefined,1.95
2011,,Employees,Manufacturing,,20 to 24,"Rate per 100,000 workers",Units,Undefined,0.53
2011,,Employees,Manufacturing,,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.17
2011,,Employees,Manufacturing,,35 to 44,"Rate per 100,000 workers",Units,Undefined,1.06
2011,,Employees,Manufacturing,,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.57
2011,,Employees,Manufacturing,,55 to 59,"Rate per 100,000 workers",Units,Undefined,1.7
2011,,Employees,Manufacturing,,60 to 64,"Rate per 100,000 workers",Units,Undefined,1.22
2011,,Employees,Manufacturing,Male,,"Rate per 100,000 workers",Units,Undefined,1.36
2011,,Employees,Manufacturing,Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,2.48
2011,,Employees,Manufacturing,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,0.72
2011,,Employees,Manufacturing,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.24
2011,,Employees,Manufacturing,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,1.38
2011,,Employees,Manufacturing,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,2.03
2011,,Employees,Manufacturing,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,2.23
2011,,Employees,Manufacturing,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,1.5
2011,,Employees,"Water supply; sewerage, waste management and remediation activities",,,"Rate per 100,000 workers",Units,Undefined,1.86
2011,,Employees,"Water supply; sewerage, waste management and remediation activities",,25 to 34,"Rate per 100,000 workers",Units,Undefined,4.21
2011,,Employees,"Water supply; sewerage, waste management and remediation activities",,55 to 59,"Rate per 100,000 workers",Units,Undefined,4.98
2011,,Employees,"Water supply; sewerage, waste management and remediation activities",Male,,"Rate per 100,000 workers",Units,Undefined,1.68
2011,,Employees,"Water supply; sewerage, waste management and remediation activities",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,5.29
2011,,Employees,"Water supply; sewerage, waste management and remediation activities",Female,,"Rate per 100,000 workers",Units,Undefined,2.72
2011,,Employees,Construction,,,"Rate per 100,000 workers",Units,Undefined,1.92
2011,,Employees,Construction,,16 to 19,"Rate per 100,000 workers",Units,Undefined,2.11
2011,,Employees,Construction,,20 to 24,"Rate per 100,000 workers",Units,Undefined,3.47
2011,,Employees,Construction,,25 to 34,"Rate per 100,000 workers",Units,Undefined,1.29
2011,,Employees,Construction,,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.34
2011,,Employees,Construction,,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.61
2011,,Employees,Construction,,55 to 59,"Rate per 100,000 workers",Units,Undefined,5.17
2011,,Employees,Construction,,60 to 64,"Rate per 100,000 workers",Units,Undefined,5.12
2011,,Employees,Construction,Male,,"Rate per 100,000 workers",Units,Undefined,2.3
2011,,Employees,Construction,Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,2.23
2011,,Employees,Construction,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,3.92
2011,,Employees,Construction,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,1.53
2011,,Employees,Construction,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.43
2011,,Employees,Construction,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.96
2011,,Employees,Construction,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,6.4
2011,,Employees,Construction,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,6.1
2011,,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,,"Rate per 100,000 workers",Units,Undefined,0.18
2011,,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.09
2011,,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.21
2011,,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.34
2011,,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.32
2011,,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,60 to 64,"Rate per 100,000 workers",Units,Undefined,0.5
2011,,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,,"Rate per 100,000 workers",Units,Undefined,0.33
2011,,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.17
2011,,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.42
2011,,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.53
2011,,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.8
2011,,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,1.06
2011,,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,,"Rate per 100,000 workers",Units,Undefined,0.04
2011,,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.2
2011,,Employees,Transportation and storage,,,"Rate per 100,000 workers",Units,Undefined,0.67
2011,,Employees,Transportation and storage,,20 to 24,"Rate per 100,000 workers",Units,Undefined,1.22
2011,,Employees,Transportation and storage,,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.32
2011,,Employees,Transportation and storage,,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.94
2011,,Employees,Transportation and storage,,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.85
2011,,Employees,Transportation and storage,,65 and over,"Rate per 100,000 workers",Units,Undefined,3.47
2011,,Employees,Transportation and storage,Male,,"Rate per 100,000 workers",Units,Undefined,0.85
2011,,Employees,Transportation and storage,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,1.79
2011,,Employees,Transportation and storage,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.4
2011,,Employees,Transportation and storage,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.16
2011,,Employees,Transportation and storage,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,1.03
2011,,Employees,Transportation and storage,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,4.32
2011,,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,,"Rate per 100,000 workers",Units,Undefined,0.25
2011,,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.07
2011,,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.32
2011,,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.21
2011,,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.66
2011,,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,60 to 64,"Rate per 100,000 workers",Units,Undefined,0.52
2011,,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,65 and over,"Rate per 100,000 workers",Units,Undefined,2.12
2011,,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,,"Rate per 100,000 workers",Units,Undefined,0.41
2011,,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.13
2011,,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.55
2011,,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.18
2011,,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,1.15
2011,,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,0.87
2011,,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,65 and over,"Rate per 100,000 workers",Units,Undefined,3.52
