Year,Series,Country,Country of birth,Sex,Age,Ethnic Group,Fatality,Malaria species,Region,Region of travel,Observation status,Unit multiplier,Units,GeoCode,Value,Foo
2018,Percentage (%) of total cases,,,,,,,,,Central America,Normal value,Units,Percentage (%),,0,Bar
2018,Percentage (%) of total cases,,,,,,,,,Oceania,Normal value,Units,Percentage (%),,0.091074681,Bar
2018,Percentage (%) of total cases,,,,,,,,,Not stated,Normal value,Units,Percentage (%),,2.823315118,Bar
2019,Percentage (%) of total cases,,,,,,,,,Western Africa,Normal value,Units,Percentage (%),,67.35241503,Bar
2019,Percentage (%) of total cases,,,,,,,,,Eastern Africa,Normal value,Units,Percentage (%),,14.22182469,Bar
2019,Percentage (%) of total cases,,,,,,,,,Middle Africa,Normal value,Units,Percentage (%),,8.228980322,Bar
2019,Percentage (%) of total cases,,,,,,,,,Northern Africa,Normal value,Units,Percentage (%),,3.309481216,Bar
2019,Percentage (%) of total cases,,,,,,,,,Southern Africa,Normal value,Units,Percentage (%),,0.089445438,Bar
2019,Percentage (%) of total cases,,,,,,,,,Africa unspecified,Normal value,Units,Percentage (%),,0.983899821,Bar
2019,Percentage (%) of total cases,,,,,,,,,Southern Asia,Normal value,Units,Percentage (%),,3.398926655,Bar
2019,Percentage (%) of total cases,,,,,,,,,South-Eastern Asia,Normal value,Units,Percentage (%),,0.089445438,Bar
2019,Percentage (%) of total cases,,,,,,,,,Western Asia,Normal value,Units,Percentage (%),,0,Bar
2019,Percentage (%) of total cases,,,,,,,,,South America,Normal value,Units,Percentage (%),,0.089445438,Bar
2019,Percentage (%) of total cases,,,,,,,,,Caribbean,Normal value,Units,Percentage (%),,,Bar
2019,Percentage (%) of total cases,,,,,,,,,Central America,Normal value,Units,Percentage (%),,,Bar
2019,Percentage (%) of total cases,,,,,,,,,Oceania,Normal value,Units,Percentage (%),,0,Bar
2019,Percentage (%) of total cases,,,,,,,,,Not stated,Normal value,Units,Percentage (%),,2.236135957,Bar
2014,Percentage (%) of total cases,,Born in Africa,,,,,,,,Normal value,Units,Percentage (%),,61.33942161,Bar
2014,Percentage (%) of total cases,,Born in UK,,,,,,,,Normal value,Units,Percentage (%),,28.76712329,Bar
2014,Percentage (%) of total cases,,Born in Indian subcontinent,,,,,,,,Normal value,Units,Percentage (%),,7.00152207,Bar
2014,Percentage (%) of total cases,,Born in Europe (non-UK),,,,,,,,Normal value,Units,Percentage (%),,1.522070015,Bar
2014,Percentage (%) of total cases,,Other country of birth,,,,,,,,Normal value,Units,Percentage (%),,1.369863014,Bar
2015,Percentage (%) of total cases,,Born in Africa,,,,,,,,Normal value,Units,Percentage (%),,64.97175141,Bar
2015,Percentage (%) of total cases,,Born in UK,,,,,,,,Normal value,Units,Percentage (%),,24.48210923,Bar
2015,Percentage (%) of total cases,,Born in Indian subcontinent,,,,,,,,Normal value,Units,Percentage (%),,6.967984934,Bar
2015,Percentage (%) of total cases,,Born in Europe (non-UK),,,,,,,,Normal value,Units,Percentage (%),,2.071563089,Bar
2015,Percentage (%) of total cases,,Other country of birth,,,,,,,,Normal value,Units,Percentage (%),,1.506591337,Bar
2016,Percentage (%) of total cases,,Born in Africa,,,,,,,,Normal value,Units,Percentage (%),,67.0995671,Bar
2016,Percentage (%) of total cases,,Born in UK,,,,,,,,Normal value,Units,Percentage (%),,23.37662338,Bar
2016,Percentage (%) of total cases,,Born in Indian subcontinent,,,,,,,,Normal value,Units,Percentage (%),,5.050505051,Bar
2016,Percentage (%) of total cases,,Born in Europe (non-UK),,,,,,,,Normal value,Units,Percentage (%),,2.164502165,Bar
2016,Percentage (%) of total cases,,Other country of birth,,,,,,,,Normal value,Units,Percentage (%),,2.308802309,Bar
2017,Percentage (%) of total cases,,Born in Africa,,,,,,,,Normal value,Units,Percentage (%),,65.29850746,Bar
2017,Percentage (%) of total cases,,Born in UK,,,,,,,,Normal value,Units,Percentage (%),,24.75124378,Bar
2017,Percentage (%) of total cases,,Born in Indian subcontinent,,,,,,,,Normal value,Units,Percentage (%),,5.597014925,Bar
2017,Percentage (%) of total cases,,Born in Europe (non-UK),,,,,,,,Normal value,Units,Percentage (%),,2.736318408,Bar
2017,Percentage (%) of total cases,,Other country of birth,,,,,,,,Normal value,Units,Percentage (%),,1.616915423,Bar
2018,Percentage (%) of total cases,,Born in Africa,,,,,,,,Normal value,Units,Percentage (%),,68.79432624,Bar
2018,Percentage (%) of total cases,,Born in UK,,,,,,,,Normal value,Units,Percentage (%),,20.9929078,Bar
2018,Percentage (%) of total cases,,Born in Indian subcontinent,,,,,,,,Normal value,Units,Percentage (%),,4.964539007,Bar
2018,Percentage (%) of total cases,,Born in Europe (non-UK),,,,,,,,Normal value,Units,Percentage (%),,2.411347518,Bar
2018,Percentage (%) of total cases,,Other country of birth,,,,,,,,Normal value,Units,Percentage (%),,2.836879433,Bar
2019,Percentage (%) of total cases,,Born in Africa,,,,,,,,Normal value,Units,Percentage (%),,72.70233196,Bar
2019,Percentage (%) of total cases,,Born in UK,,,,,,,,Normal value,Units,Percentage (%),,20.16460905,Bar
2019,Percentage (%) of total cases,,Born in Indian subcontinent,,,,,,,,Normal value,Units,Percentage (%),,,Bar
2019,Percentage (%) of total cases,,Born in Southern Asia,,,,,,,,Normal value,Units,Percentage (%),,1.920438957,Bar
2019,Percentage (%) of total cases,,Born in Europe (non-UK),,,,,,,,Normal value,Units,Percentage (%),,2.743484225,Bar
2019,Percentage (%) of total cases,,Other country of birth,,,,,,,,Normal value,Units,Percentage (%),,2.469135802,Bar
2014,Percentage (%) of total cases,,,,,White British,,,,,Normal value,Units,Percentage (%),,14.91769547,Bar
2014,Percentage (%) of total cases,,,,,Indian/Pakistani/Bangladesh (ISC)/ISC descent,,,,,Normal value,Units,Percentage (%),,9.259259259,Bar
2014,Percentage (%) of total cases,,,,,Black African/African descent,,,,,Normal value,Units,Percentage (%),,69.95884774,Bar
2014,Percentage (%) of total cases,,,,,Other/Mixed,,,,,Normal value,Units,Percentage (%),,5.864197531,Bar
2015,Percentage (%) of total cases,,,,,White British,,,,,Normal value,Units,Percentage (%),,12.82758621,Bar
2015,Percentage (%) of total cases,,,,,Indian/Pakistani/Bangladesh (ISC)/ISC descent,,,,,Normal value,Units,Percentage (%),,9.931034483,Bar
2015,Percentage (%) of total cases,,,,,Black African/African descent,,,,,Normal value,Units,Percentage (%),,71.44827586,Bar
2015,Percentage (%) of total cases,,,,,Other/Mixed,,,,,Normal value,Units,Percentage (%),,5.793103448,Bar
2016,Percentage (%) of total cases,,,,,White British,,,,,Normal value,Units,Percentage (%),,10.38575668,Bar
2016,Percentage (%) of total cases,,,,,Indian/Pakistani/Bangladesh (ISC)/ISC descent,,,,,Normal value,Units,Percentage (%),,7.912957468,Bar
2016,Percentage (%) of total cases,,,,,Black African/African descent,,,,,Normal value,Units,Percentage (%),,75.46983185,Bar
2016,Percentage (%) of total cases,,,,,Other/Mixed,,,,,Normal value,Units,Percentage (%),,6.231454006,Bar
2017,Percentage (%) of total cases,,,,,White British,,,,,Normal value,Units,Percentage (%),,10.98993289,Bar
2017,Percentage (%) of total cases,,,,,Indian/Pakistani/Bangladesh (ISC)/ISC descent,,,,,Normal value,Units,Percentage (%),,7.046979866,Bar
2017,Percentage (%) of total cases,,,,,Black African/African descent,,,,,Normal value,Units,Percentage (%),,75.5033557,Bar
2017,Percentage (%) of total cases,,,,,Other/Mixed,,,,,Normal value,Units,Percentage (%),,6.459731544,Bar
2018,Percentage (%) of total cases,,,,,White British,,,,,Normal value,Units,Percentage (%),,5.576559546,Bar
2018,Percentage (%) of total cases,,,,,Indian/Pakistani/Bangladesh (ISC)/ISC descent,,,,,Normal value,Units,Percentage (%),,8.31758034,Bar
2018,Percentage (%) of total cases,,,,,Black African/African descent,,,,,Normal value,Units,Percentage (%),,79.30056711,Bar
2018,Percentage (%) of total cases,,,,,Other/Mixed,,,,,Normal value,Units,Percentage (%),,6.805293006,Bar
2019,Percentage (%) of total cases,,,,,White British,,,,,Normal value,Units,Percentage (%),,6.049495875,Bar
2019,Percentage (%) of total cases,,,,,Indian/Pakistani/Bangladesh (ISC)/ISC descent,,,,,Normal value,Units,Percentage (%),,8.157653529,Bar
2019,Percentage (%) of total cases,,,,,Black African/African descent,,,,,Normal value,Units,Percentage (%),,81.66819432,Bar
2019,Percentage (%) of total cases,,,,,Other/Mixed,,,,,Normal value,Units,Percentage (%),,4.124656279,Bar
2000,Number of cases,,,,,,,,,,Normal value,Units,Number,,2047,Bar
2001,Number of cases,,,,,,,,,,Normal value,Units,Number,,2044,Bar
2002,Number of cases,,,,,,,,,,Normal value,Units,Number,,1940,Bar
2003,Number of cases,,,,,,,,,,Normal value,Units,Number,,1720,Bar
2004,Number of cases,,,,,,,,,,Normal value,Units,Number,,1656,Bar
2005,Number of cases,,,,,,,,,,Normal value,Units,Number,,1753,Bar
2006,Number of cases,,,,,,,,,,Normal value,Units,Number,,1754,Bar
2007,Number of cases,,,,,,,,,,Normal value,Units,Number,,1547,Bar
2008,Number of cases,,,,,,,,,,Normal value,Units,Number,,1370,Bar
2009,Number of cases,,,,,,,,,,Normal value,Units,Number,,1495,Bar
2010,Number of cases,,,,,,,,,,Normal value,Units,Number,,1759,Bar
2011,Number of cases,,,,,,,,,,Normal value,Units,Number,,1673,Bar
2012,Number of cases,,,,,,,,,,Normal value,Units,Number,,1377,Bar
2013,Number of cases,,,,,,,,,,Normal value,Units,Number,,1501,Bar
2014,Number of cases,,,,,,,,,,Normal value,Units,Number,,1586,Bar
2015,Number of cases,,,,,,,,,,Normal value,Units,Number,,1400,Bar
2016,Number of cases,,,,,,,,,,Normal value,Units,Number,,1618,Bar
2017,Number of cases,,,,,,,,,,Normal value,Units,Number,,1792,Bar
2018,Number of cases,,,,,,,,,,Normal value,Units,Number,,1683,Bar
2019,Number of cases,,,,,,,,,,Normal value,Units,Number,,1719,Bar
2000,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,16,Bar
2001,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,9,Bar
2002,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,9,Bar
2003,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,16,Bar
2004,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,5,Bar
2005,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,10,Bar
2006,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,8,Bar
2007,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,5,Bar
2008,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,6,Bar
2009,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,6,Bar
2010,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,7,Bar
2011,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,8,Bar
2012,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,2,Bar
2013,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,7,Bar
2014,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,3,Bar
2015,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,6,Bar
2016,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,6,Bar
2017,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,6,Bar
2018,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,6,Bar
2019,Number of cases,,,,,,Fatal,,,,Normal value,Units,Number,,15,Bar
2000,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1555,Bar
2001,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1572,Bar
2002,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1465,Bar
2003,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1338,Bar
2004,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1220,Bar
2005,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1337,Bar
2006,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1386,Bar
2007,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1138,Bar
2008,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1087,Bar
2009,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1179,Bar
2010,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1263,Bar
2011,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1146,Bar
2012,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1002,Bar
2013,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1192,Bar
2014,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1169,Bar
2015,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1068,Bar
2016,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1308,Bar
2017,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1452,Bar
2018,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1375,Bar
2019,Number of cases,,,,,,,P. falciparum,,,Normal value,Units,Number,,1475,Bar
2000,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,322,Bar
2001,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,261,Bar
2002,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,284,Bar
2003,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,205,Bar
2004,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,276,Bar
2005,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,258,Bar
2006,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,217,Bar
2007,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,256,Bar
2008,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,177,Bar
2009,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,205,Bar
2010,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,348,Bar
2011,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,415,Bar
2012,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,270,Bar
2013,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,179,Bar
2014,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,225,Bar
2015,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,207,Bar
2016,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,166,Bar
2017,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,164,Bar
2018,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,143,Bar
2019,Number of cases,,,,,,,P. vivax,,,Normal value,Units,Number,,72,Bar
2000,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,123,Bar
2001,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,157,Bar
2002,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,133,Bar
2003,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,134,Bar
2004,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,120,Bar
2005,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,116,Bar
2006,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,106,Bar
2007,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,108,Bar
2008,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,76,Bar
2009,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,69,Bar
2010,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,99,Bar
2011,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,77,Bar
2012,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,66,Bar
2013,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,78,Bar
2014,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,130,Bar
2015,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,95,Bar
2016,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,88,Bar
2017,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,108,Bar
2018,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,117,Bar
2019,Number of cases,,,,,,,P. ovale,,,Normal value,Units,Number,,114,Bar
2000,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,30,Bar
2001,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,37,Bar
2002,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,43,Bar
2003,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,27,Bar
2004,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,28,Bar
2005,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,29,Bar
2006,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,24,Bar
2007,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,30,Bar
2008,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,20,Bar
2009,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,36,Bar
2010,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,37,Bar
2011,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,31,Bar
2012,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,32,Bar
2013,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,39,Bar
2014,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,41,Bar
2015,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,23,Bar
2016,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,41,Bar
2017,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,55,Bar
2018,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,36,Bar
2019,Number of cases,,,,,,,P. malariae,,,Normal value,Units,Number,,43,Bar
2000,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2001,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2002,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2003,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2004,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2005,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2006,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,1,Bar
2007,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2008,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2009,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2010,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2011,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2012,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2013,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2014,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2015,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,0,Bar
2016,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,1,Bar
2017,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,2,Bar
2018,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,2,Bar
2019,Number of cases,,,,,,,P. knowlesi,,,Normal value,Units,Number,,1,Bar
2000,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,16,Bar
2001,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,16,Bar
2002,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,13,Bar
2003,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,15,Bar
2004,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,12,Bar
2005,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,10,Bar
2006,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,20,Bar
2007,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,15,Bar
2008,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,9,Bar
2009,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,6,Bar
2010,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,12,Bar
2011,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,4,Bar
2012,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,7,Bar
2013,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,13,Bar
2014,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,21,Bar
2015,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,7,Bar
2016,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,13,Bar
2017,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,11,Bar
2018,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,9,Bar
2019,Number of cases,,,,,,,Mixed,,,Normal value,Units,Number,,14,Bar
2000,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,1,Bar
2001,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,1,Bar
2002,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,2,Bar
2003,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,1,Bar
2004,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,0,Bar
2005,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,3,Bar
2006,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,0,Bar
2007,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,0,Bar
2008,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,1,Bar
2009,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,0,Bar
2010,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,0,Bar
2011,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,0,Bar
2012,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,0,Bar
2013,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,0,Bar
2014,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,0,Bar
2015,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,0,Bar
2016,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,1,Bar
2017,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,0,Bar
2018,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,1,Bar
2019,Number of cases,,,,,,,P. unspecified,,,Normal value,Units,Number,,0,Bar
2000,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,2031,Bar
2001,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,2035,Bar
2002,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1931,Bar
2003,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1704,Bar
2004,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1651,Bar
2005,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1743,Bar
2006,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1746,Bar
2007,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1542,Bar
2008,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1364,Bar
2009,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1489,Bar
2010,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1752,Bar
2011,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1665,Bar
2012,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1375,Bar
2013,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1494,Bar
2014,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1583,Bar
2015,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1394,Bar
2016,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1612,Bar
2017,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1786,Bar
2018,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1677,Bar
2019,Number of cases,,,,,,Non-fatal,,,,Normal value,Units,Number,,1704,Bar
2014,Number of cases,,,,,,,,,,Normal value,Units,Number,,1582,Bar
2014,Number of cases,,,,4 and under,,,,,,Normal value,Units,Number,,37,Bar
2014,Number of cases,,,,5 to 9,,,,,,Normal value,Units,Number,,42,Bar
2014,Number of cases,,,,10 to 14,,,,,,Normal value,Units,Number,,52,Bar
2014,Number of cases,,,,15 to 19,,,,,,Normal value,Units,Number,,92,Bar
2014,Number of cases,,,,20 to 24,,,,,,Normal value,Units,Number,,132,Bar
2014,Number of cases,,,,25 to 29,,,,,,Normal value,Units,Number,,153,Bar
2014,Number of cases,,,,30 to 34,,,,,,Normal value,Units,Number,,173,Bar
2014,Number of cases,,,,35 to 39,,,,,,Normal value,Units,Number,,145,Bar
2014,Number of cases,,,,40 to 44,,,,,,Normal value,Units,Number,,167,Bar
2014,Number of cases,,,,45 to 49,,,,,,Normal value,Units,Number,,189,Bar
2014,Number of cases,,,,50 to 54,,,,,,Normal value,Units,Number,,146,Bar
2014,Number of cases,,,,55 to 59,,,,,,Normal value,Units,Number,,108,Bar
2014,Number of cases,,,,60 to 64,,,,,,Normal value,Units,Number,,62,Bar
2014,Number of cases,,,,65 to 69,,,,,,Normal value,Units,Number,,44,Bar
2014,Number of cases,,,,70 and over,,,,,,Normal value,Units,Number,,40,Bar
2015,Number of cases,,,,,,,,,,Normal value,Units,Number,,1391,Bar
2015,Number of cases,,,,4 and under,,,,,,Normal value,Units,Number,,21,Bar
2015,Number of cases,,,,5 to 9,,,,,,Normal value,Units,Number,,32,Bar
2015,Number of cases,,,,10 to 14,,,,,,Normal value,Units,Number,,60,Bar
2015,Number of cases,,,,15 to 19,,,,,,Normal value,Units,Number,,89,Bar
2015,Number of cases,,,,20 to 24,,,,,,Normal value,Units,Number,,112,Bar
2015,Number of cases,,,,25 to 29,,,,,,Normal value,Units,Number,,107,Bar
2015,Number of cases,,,,30 to 34,,,,,,Normal value,Units,Number,,136,Bar
2015,Number of cases,,,,35 to 39,,,,,,Normal value,Units,Number,,139,Bar
2015,Number of cases,,,,40 to 44,,,,,,Normal value,Units,Number,,160,Bar
2015,Number of cases,,,,45 to 49,,,,,,Normal value,Units,Number,,163,Bar
2015,Number of cases,,,,50 to 54,,,,,,Normal value,Units,Number,,142,Bar
2015,Number of cases,,,,55 to 59,,,,,,Normal value,Units,Number,,96,Bar
2015,Number of cases,,,,60 to 64,,,,,,Normal value,Units,Number,,55,Bar
2015,Number of cases,,,,65 to 69,,,,,,Normal value,Units,Number,,45,Bar
2015,Number of cases,,,,70 and over,,,,,,Normal value,Units,Number,,34,Bar
2016,Number of cases,,,,,,,,,,Normal value,Units,Number,,1613,Bar
2016,Number of cases,,,,4 and under,,,,,,Normal value,Units,Number,,25,Bar
2016,Number of cases,,,,5 to 9,,,,,,Normal value,Units,Number,,23,Bar
2016,Number of cases,,,,10 to 14,,,,,,Normal value,Units,Number,,54,Bar
2016,Number of cases,,,,15 to 19,,,,,,Normal value,Units,Number,,87,Bar
2016,Number of cases,,,,20 to 24,,,,,,Normal value,Units,Number,,123,Bar
