Year,Sex,Age,Bank account category,Unit measure,Unit multiplier,Observation status,Value
2015,,35 to 44,Any other type of asset,Percentage (%),Units,Undefined,
2016,,35 to 44,Any other type of asset,Percentage (%),Units,Undefined,
2017,,35 to 44,Any other type of asset,Percentage (%),Units,Undefined,
2013,,35 to 44,Any type of account (including POCAs),Percentage (%),Units,Undefined,95.0
2014,,35 to 44,Any type of account (including POCAs),Percentage (%),Units,Undefined,95.0
2015,,35 to 44,Any type of account (including POCAs),Percentage (%),Units,Undefined,96.0
2016,,35 to 44,Any type of account (including POCAs),Percentage (%),Units,Undefined,94.0
2017,,35 to 44,Any type of account (including POCAs),Percentage (%),Units,Undefined,95.0
2013,,35 to 44,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2014,,35 to 44,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2015,,35 to 44,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2016,,35 to 44,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2017,,35 to 44,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2013,,35 to 44,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2014,,35 to 44,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2015,,35 to 44,No accounts (including POCAs),Percentage (%),Units,Undefined,4.0
2016,,35 to 44,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2017,,35 to 44,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2013,,35 to 44,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2014,,35 to 44,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2015,,35 to 44,No accounts (excluding POCAs),Percentage (%),Units,Undefined,5.0
2016,,35 to 44,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2017,,35 to 44,No accounts (excluding POCAs),Percentage (%),Units,Undefined,5.0
2013,,35 to 44,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2014,,35 to 44,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2015,,35 to 44,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2016,,35 to 44,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2017,,35 to 44,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2013,,35 to 44,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2014,,35 to 44,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2015,,35 to 44,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2016,,35 to 44,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2017,,35 to 44,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2013,,45 to 54,Current account,Percentage (%),Units,Undefined,91.0
2014,,45 to 54,Current account,Percentage (%),Units,Undefined,91.0
2015,,45 to 54,Current account,Percentage (%),Units,Undefined,92.0
2016,,45 to 54,Current account,Percentage (%),Units,Undefined,92.0
2017,,45 to 54,Current account,Percentage (%),Units,Undefined,92.0
2013,,45 to 54,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2014,,45 to 54,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2015,,45 to 54,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2016,,45 to 54,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2017,,45 to 54,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2013,,45 to 54,Basic Bank account,Percentage (%),Units,Undefined,5.0
2014,,45 to 54,Basic Bank account,Percentage (%),Units,Undefined,5.0
2015,,45 to 54,Basic Bank account,Percentage (%),Units,Undefined,6.0
2016,,45 to 54,Basic Bank account,Percentage (%),Units,Undefined,5.0
2017,,45 to 54,Basic Bank account,Percentage (%),Units,Undefined,5.0
2013,,45 to 54,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2014,,45 to 54,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2015,,45 to 54,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2016,,45 to 54,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2017,,45 to 54,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2013,,45 to 54,ISA,Percentage (%),Units,Undefined,31.0
2014,,45 to 54,ISA,Percentage (%),Units,Undefined,32.0
2015,,45 to 54,ISA,Percentage (%),Units,Undefined,31.0
2016,,45 to 54,ISA,Percentage (%),Units,Undefined,30.0
2017,,45 to 54,ISA,Percentage (%),Units,Undefined,26.0
2013,,45 to 54,Other Bank / Building Society account,Percentage (%),Units,Undefined,38.0
2014,,45 to 54,Other Bank / Building Society account,Percentage (%),Units,Undefined,38.0
2015,,45 to 54,Other Bank / Building Society account,Percentage (%),Units,Undefined,38.0
2016,,45 to 54,Other Bank / Building Society account,Percentage (%),Units,Undefined,38.0
2017,,45 to 54,Other Bank / Building Society account,Percentage (%),Units,Undefined,37.0
2013,,45 to 54,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,12.0
2014,,45 to 54,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,12.0
2015,,45 to 54,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,12.0
2016,,45 to 54,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,12.0
2017,,45 to 54,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,11.0
2013,,45 to 54,Unit trusts,Percentage (%),Units,Undefined,2.0
2014,,45 to 54,Unit trusts,Percentage (%),Units,Undefined,2.0
2015,,45 to 54,Unit trusts,Percentage (%),Units,Undefined,2.0
2016,,45 to 54,Unit trusts,Percentage (%),Units,Undefined,2.0
2017,,45 to 54,Unit trusts,Percentage (%),Units,Undefined,2.0
2013,,45 to 54,Endowment Policy (not linked),Percentage (%),Units,Undefined,2.0
2014,,45 to 54,Endowment Policy (not linked),Percentage (%),Units,Undefined,1.0
2015,,45 to 54,Endowment Policy (not linked),Percentage (%),Units,Undefined,1.0
2016,,45 to 54,Endowment Policy (not linked),Percentage (%),Units,Undefined,1.0
2017,,45 to 54,Endowment Policy (not linked),Percentage (%),Units,Undefined,1.0
2013,,45 to 54,Premium Bonds,Percentage (%),Units,Undefined,13.0
2014,,45 to 54,Premium Bonds,Percentage (%),Units,Undefined,13.0
2015,,45 to 54,Premium Bonds,Percentage (%),Units,Undefined,14.0
2016,,45 to 54,Premium Bonds,Percentage (%),Units,Undefined,12.0
2017,,45 to 54,Premium Bonds,Percentage (%),Units,Undefined,12.0
2013,,45 to 54,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2014,,45 to 54,National Savings Bonds,Percentage (%),Units,Undefined,1.0
2015,,45 to 54,National Savings Bonds,Percentage (%),Units,Undefined,1.0
2016,,45 to 54,National Savings Bonds,Percentage (%),Units,Undefined,1.0
2017,,45 to 54,National Savings Bonds,Percentage (%),Units,Undefined,1.0
2013,,45 to 54,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,3.0
2014,,45 to 54,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,3.0
2015,,45 to 54,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,3.0
2016,,45 to 54,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,3.0
2017,,45 to 54,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,3.0
2013,,45 to 54,Credit Unions,Percentage (%),Units,Undefined,1.0
2014,,45 to 54,Credit Unions,Percentage (%),Units,Undefined,1.0
2015,,45 to 54,Credit Unions,Percentage (%),Units,Undefined,2.0
2016,,45 to 54,Credit Unions,Percentage (%),Units,Undefined,1.0
2017,,45 to 54,Credit Unions,Percentage (%),Units,Undefined,1.0
2013,,45 to 54,Any other type of asset,Percentage (%),Units,Undefined,
2014,,45 to 54,Any other type of asset,Percentage (%),Units,Undefined,
2015,,45 to 54,Any other type of asset,Percentage (%),Units,Undefined,1.0
2016,,45 to 54,Any other type of asset,Percentage (%),Units,Undefined,1.0
2017,,45 to 54,Any other type of asset,Percentage (%),Units,Undefined,
2013,,45 to 54,Any type of account (including POCAs),Percentage (%),Units,Undefined,95.0
2014,,45 to 54,Any type of account (including POCAs),Percentage (%),Units,Undefined,95.0
2015,,45 to 54,Any type of account (including POCAs),Percentage (%),Units,Undefined,96.0
2016,,45 to 54,Any type of account (including POCAs),Percentage (%),Units,Undefined,95.0
2017,,45 to 54,Any type of account (including POCAs),Percentage (%),Units,Undefined,95.0
2013,,45 to 54,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2014,,45 to 54,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2015,,45 to 54,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2016,,45 to 54,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2017,,45 to 54,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2013,,45 to 54,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2014,,45 to 54,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2015,,45 to 54,No accounts (including POCAs),Percentage (%),Units,Undefined,4.0
2016,,45 to 54,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2017,,45 to 54,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2013,,45 to 54,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2014,,45 to 54,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2015,,45 to 54,No accounts (excluding POCAs),Percentage (%),Units,Undefined,5.0
2016,,45 to 54,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2017,,45 to 54,No accounts (excluding POCAs),Percentage (%),Units,Undefined,5.0
2013,,45 to 54,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2014,,45 to 54,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2015,,45 to 54,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2016,,45 to 54,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2017,,45 to 54,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2013,,45 to 54,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2014,,45 to 54,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2015,,45 to 54,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2016,,45 to 54,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2017,,45 to 54,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2013,,55 to 59,Current account,Percentage (%),Units,Undefined,91.0
2014,,55 to 59,Current account,Percentage (%),Units,Undefined,91.0
2015,,55 to 59,Current account,Percentage (%),Units,Undefined,92.0
2016,,55 to 59,Current account,Percentage (%),Units,Undefined,92.0
2017,,55 to 59,Current account,Percentage (%),Units,Undefined,91.0
2013,,55 to 59,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2014,,55 to 59,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2015,,55 to 59,NS&I Savings Account,Percentage (%),Units,Undefined,3.0
2016,,55 to 59,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2017,,55 to 59,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2013,,55 to 59,Basic Bank account,Percentage (%),Units,Undefined,5.0
2014,,55 to 59,Basic Bank account,Percentage (%),Units,Undefined,5.0
2015,,55 to 59,Basic Bank account,Percentage (%),Units,Undefined,5.0
2016,,55 to 59,Basic Bank account,Percentage (%),Units,Undefined,5.0
2017,,55 to 59,Basic Bank account,Percentage (%),Units,Undefined,5.0
2013,,55 to 59,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2014,,55 to 59,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2015,,55 to 59,Post Office Card Account (POCA),Percentage (%),Units,Undefined,3.0
2016,,55 to 59,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2017,,55 to 59,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2013,,55 to 59,ISA,Percentage (%),Units,Undefined,42.0
2014,,55 to 59,ISA,Percentage (%),Units,Undefined,38.0
2015,,55 to 59,ISA,Percentage (%),Units,Undefined,40.0
2016,,55 to 59,ISA,Percentage (%),Units,Undefined,36.0
2017,,55 to 59,ISA,Percentage (%),Units,Undefined,32.0
2013,,55 to 59,Other Bank / Building Society account,Percentage (%),Units,Undefined,40.0
2014,,55 to 59,Other Bank / Building Society account,Percentage (%),Units,Undefined,37.0
2015,,55 to 59,Other Bank / Building Society account,Percentage (%),Units,Undefined,40.0
2016,,55 to 59,Other Bank / Building Society account,Percentage (%),Units,Undefined,40.0
2017,,55 to 59,Other Bank / Building Society account,Percentage (%),Units,Undefined,36.0
2013,,55 to 59,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,15.0
2014,,55 to 59,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,15.0
2015,,55 to 59,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,16.0
2016,,55 to 59,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,16.0
2017,,55 to 59,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,14.0
2013,,55 to 59,Unit trusts,Percentage (%),Units,Undefined,4.0
2014,,55 to 59,Unit trusts,Percentage (%),Units,Undefined,3.0
2015,,55 to 59,Unit trusts,Percentage (%),Units,Undefined,3.0
2016,,55 to 59,Unit trusts,Percentage (%),Units,Undefined,3.0
2017,,55 to 59,Unit trusts,Percentage (%),Units,Undefined,3.0
2013,,55 to 59,Endowment Policy (not linked),Percentage (%),Units,Undefined,1.0
2014,,55 to 59,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2015,,55 to 59,Endowment Policy (not linked),Percentage (%),Units,Undefined,1.0
2016,,55 to 59,Endowment Policy (not linked),Percentage (%),Units,Undefined,1.0
2017,,55 to 59,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2013,,55 to 59,Premium Bonds,Percentage (%),Units,Undefined,19.0
2014,,55 to 59,Premium Bonds,Percentage (%),Units,Undefined,17.0
2015,,55 to 59,Premium Bonds,Percentage (%),Units,Undefined,19.0
2016,,55 to 59,Premium Bonds,Percentage (%),Units,Undefined,17.0
2017,,55 to 59,Premium Bonds,Percentage (%),Units,Undefined,17.0
2013,,55 to 59,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2014,,55 to 59,National Savings Bonds,Percentage (%),Units,Undefined,3.0
2015,,55 to 59,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2016,,55 to 59,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2017,,55 to 59,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2013,,55 to 59,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,2.0
2014,,55 to 59,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2015,,55 to 59,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,2.0
2016,,55 to 59,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,2.0
2017,,55 to 59,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,2.0
2013,,55 to 59,Credit Unions,Percentage (%),Units,Undefined,1.0
2014,,55 to 59,Credit Unions,Percentage (%),Units,Undefined,1.0
2015,,55 to 59,Credit Unions,Percentage (%),Units,Undefined,2.0
2016,,55 to 59,Credit Unions,Percentage (%),Units,Undefined,1.0
2017,,55 to 59,Credit Unions,Percentage (%),Units,Undefined,1.0
2013,,55 to 59,Any other type of asset,Percentage (%),Units,Undefined,1.0
2014,,55 to 59,Any other type of asset,Percentage (%),Units,Undefined,1.0
2015,,55 to 59,Any other type of asset,Percentage (%),Units,Undefined,1.0
2016,,55 to 59,Any other type of asset,Percentage (%),Units,Undefined,1.0
2017,,55 to 59,Any other type of asset,Percentage (%),Units,Undefined,1.0
2013,,55 to 59,Any type of account (including POCAs),Percentage (%),Units,Undefined,96.0
2014,,55 to 59,Any type of account (including POCAs),Percentage (%),Units,Undefined,95.0
2015,,55 to 59,Any type of account (including POCAs),Percentage (%),Units,Undefined,96.0
2016,,55 to 59,Any type of account (including POCAs),Percentage (%),Units,Undefined,95.0
2017,,55 to 59,Any type of account (including POCAs),Percentage (%),Units,Undefined,95.0
2013,,55 to 59,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2014,,55 to 59,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2015,,55 to 59,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2016,,55 to 59,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2017,,55 to 59,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2013,,55 to 59,No accounts (including POCAs),Percentage (%),Units,Undefined,4.0
2014,,55 to 59,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2015,,55 to 59,No accounts (including POCAs),Percentage (%),Units,Undefined,4.0
