Year,Series,Country,Sex,Cause of death,Observation status,Unit multiplier,Units,GeoCode,Value
2015,Number of deaths from exposure to forces of nature,England,,Exposure to excessive natural cold,Normal value,,Number,E92000001,29.0
2016,Number of deaths from exposure to forces of nature,England,,Exposure to excessive natural cold,Normal value,,Number,E92000001,35.0
2017,Number of deaths from exposure to forces of nature,England,,Exposure to excessive natural cold,Normal value,,Number,E92000001,52.0
2018,Number of deaths from exposure to forces of nature,England,,Exposure to excessive natural cold,Normal value,,Number,E92000001,47.0
2019,Number of deaths from exposure to forces of nature,England,,Exposure to excessive natural cold,Normal value,,Number,E92000001,36.0
2020,Number of deaths from exposure to forces of nature,England,,Exposure to excessive natural cold,Normal value,,Number,E92000001,29.0
2021,Number of deaths from exposure to forces of nature,England,,Exposure to excessive natural cold,Normal value,,Number,E92000001,31.0
2001,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,61.0
2002,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,37.0
2003,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,49.0
2004,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,36.0
2005,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,42.0
2006,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,41.0
2007,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,51.0
2008,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,66.0
2009,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,63.0
2010,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,54.0
2011,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,31.0
2012,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,37.0
2013,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,37.0
2014,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,28.0
2015,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,16.0
2016,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,13.0
2017,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,14.0
2018,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,23.0
2019,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,15.0
2020,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,11.0
2021,Number of deaths from exposure to forces of nature,England,Female,Exposure to excessive natural cold,Normal value,,Number,E92000001,12.0
2001,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,57.0
2002,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,44.0
2003,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,38.0
2004,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,43.0
2005,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,35.0
2006,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,42.0
2007,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,41.0
2008,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,37.0
2009,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,43.0
2010,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,61.0
2011,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,39.0
2012,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,36.0
2013,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,47.0
2014,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,30.0
2015,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,13.0
2016,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,22.0
2017,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,38.0
2018,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,24.0
2019,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,21.0
2020,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,18.0
2021,Number of deaths from exposure to forces of nature,England,Male,Exposure to excessive natural cold,Normal value,,Number,E92000001,19.0
2001,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,8.0
2002,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,10.0
2003,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,2.0
2004,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,7.0
2005,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,1.0
2006,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,3.0
2007,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,7.0
2008,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,3.0
2009,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,10.0
2010,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,14.0
2011,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,6.0
2012,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,1.0
2013,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,6.0
2014,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,6.0
2015,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,3.0
2016,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,5.0
2017,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,2.0
2018,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,4.0
2019,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,4.0
2020,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,3.0
2021,Number of deaths from exposure to forces of nature,Wales,,Exposure to excessive natural cold,Normal value,,Number,W92000004,8.0
2001,Number of deaths from exposure to forces of nature,Wales,Female,Exposure to excessive natural cold,Normal value,,Number,W92000004,4.0
2002,Number of deaths from exposure to forces of nature,Wales,Female,Exposure to excessive natural cold,Normal value,,Number,W92000004,4.0
2003,Number of deaths from exposure to forces of nature,Wales,Female,Exposure to excessive natural cold,Normal value,,Number,W92000004,2.0
2004,Number of deaths from exposure to forces of nature,Wales,Female,Exposure to excessive natural cold,Normal value,,Number,W92000004,4.0
2005,Number of deaths from exposure to forces of nature,Wales,Female,Exposure to excessive natural cold,Normal value,,Number,W92000004,1.0
2006,Number of deaths from exposure to forces of nature,Wales,Female,Exposure to excessive natural cold,Normal value,,Number,W92000004,3.0
2007,Number of deaths from exposure to forces of nature,Wales,Female,Exposure to excessive natural cold,Normal value,,Number,W92000004,4.0
2008,Number of deaths from exposure to forces of nature,Wales,Female,Exposure to excessive natural cold,Normal value,,Number,W92000004,1.0
2009,Number of deaths from exposure to forces of nature,Wales,Female,Exposure to excessive natural cold,Normal value,,Number,W92000004,6.0
2010,Number of deaths from exposure to forces of nature,Wales,Female,Exposure to excessive natural cold,Normal value,,Number,W92000004,7.0
2011,Number of deaths from exposure to forces of nature,Wales,Female,Exposure to excessive natural cold,Normal value,,Number,W92000004,2.0
2012,Number of deaths from exposure to forces of nature,Wales,Female,Exposure to excessive natural cold,Normal value,,Number,W92000004,1.0
2013,Number of deaths from exposure to forces of nature,Wales,Female,Exposure to excessive natural cold,Normal value,,Number,W92000004,3.0
2014,Number of deaths from exposure to forces of nature,Wales,Female,Exposure to excessive natural cold,Normal value,,Number,W92000004,4.0
