Year,Banking service,Country,Region,County,Local Authority,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2016,Commerical bank branches and building societies,,,,Cheshire East,Undefined,Units,"Number per 100,000 adults",E06000049,22.5
2017,Commerical bank branches and building societies,,,,Cheshire East,Undefined,Units,"Number per 100,000 adults",E06000049,19.8
2010,Commerical bank branches and building societies,,,,Cheshire West and Chester,Undefined,Units,"Number per 100,000 adults",E06000050,24.3
2011,Commerical bank branches and building societies,,,,Cheshire West and Chester,Undefined,Units,"Number per 100,000 adults",E06000050,25.8
2012,Commerical bank branches and building societies,,,,Cheshire West and Chester,Undefined,Units,"Number per 100,000 adults",E06000050,24.2
2013,Commerical bank branches and building societies,,,,Cheshire West and Chester,Undefined,Units,"Number per 100,000 adults",E06000050,22.7
2014,Commerical bank branches and building societies,,,,Cheshire West and Chester,Undefined,Units,"Number per 100,000 adults",E06000050,22.6
2015,Commerical bank branches and building societies,,,,Cheshire West and Chester,Undefined,Units,"Number per 100,000 adults",E06000050,19.5
2016,Commerical bank branches and building societies,,,,Cheshire West and Chester,Undefined,Units,"Number per 100,000 adults",E06000050,20.9
2017,Commerical bank branches and building societies,,,,Cheshire West and Chester,Undefined,Units,"Number per 100,000 adults",E06000050,20.7
2010,Commerical bank branches and building societies,,,,Halton,Undefined,Units,"Number per 100,000 adults",E06000006,16.0
2011,Commerical bank branches and building societies,,,,Halton,Undefined,Units,"Number per 100,000 adults",E06000006,11.9
2012,Commerical bank branches and building societies,,,,Halton,Undefined,Units,"Number per 100,000 adults",E06000006,11.9
2013,Commerical bank branches and building societies,,,,Halton,Undefined,Units,"Number per 100,000 adults",E06000006,11.9
2014,Commerical bank branches and building societies,,,,Halton,Undefined,Units,"Number per 100,000 adults",E06000006,11.9
2015,Commerical bank branches and building societies,,,,Halton,Undefined,Units,"Number per 100,000 adults",E06000006,15.8
2016,Commerical bank branches and building societies,,,,Halton,Undefined,Units,"Number per 100,000 adults",E06000006,15.7
2017,Commerical bank branches and building societies,,,,Halton,Undefined,Units,"Number per 100,000 adults",E06000006,15.7
2010,Commerical bank branches and building societies,,,,Warrington,Undefined,Units,"Number per 100,000 adults",E06000007,19.9
2011,Commerical bank branches and building societies,,,,Warrington,Undefined,Units,"Number per 100,000 adults",E06000007,19.7
2012,Commerical bank branches and building societies,,,,Warrington,Undefined,Units,"Number per 100,000 adults",E06000007,17.2
2013,Commerical bank branches and building societies,,,,Warrington,Undefined,Units,"Number per 100,000 adults",E06000007,17.1
2014,Commerical bank branches and building societies,,,,Warrington,Undefined,Units,"Number per 100,000 adults",E06000007,16.9
2015,Commerical bank branches and building societies,,,,Warrington,Undefined,Units,"Number per 100,000 adults",E06000007,14.4
2016,Commerical bank branches and building societies,,,,Warrington,Undefined,Units,"Number per 100,000 adults",E06000007,16.7
2017,Commerical bank branches and building societies,,,,Warrington,Undefined,Units,"Number per 100,000 adults",E06000007,14.3
2010,Commerical bank branches and building societies,,,Cumbria,,Undefined,Units,"Number per 100,000 adults",E10000006,34.0
2011,Commerical bank branches and building societies,,,Cumbria,,Undefined,Units,"Number per 100,000 adults",E10000006,33.0
2012,Commerical bank branches and building societies,,,Cumbria,,Undefined,Units,"Number per 100,000 adults",E10000006,31.0
2013,Commerical bank branches and building societies,,,Cumbria,,Undefined,Units,"Number per 100,000 adults",E10000006,30.1
2014,Commerical bank branches and building societies,,,Cumbria,,Undefined,Units,"Number per 100,000 adults",E10000006,30.1
2015,Commerical bank branches and building societies,,,Cumbria,,Undefined,Units,"Number per 100,000 adults",E10000006,31.1
2016,Commerical bank branches and building societies,,,Cumbria,,Undefined,Units,"Number per 100,000 adults",E10000006,29.1
2017,Commerical bank branches and building societies,,,Cumbria,,Undefined,Units,"Number per 100,000 adults",E10000006,28.1
2010,Commerical bank branches and building societies,,,,Bolton,Undefined,Units,"Number per 100,000 adults",E08000001,16.4
2011,Commerical bank branches and building societies,,,,Bolton,Undefined,Units,"Number per 100,000 adults",E08000001,16.2
2012,Commerical bank branches and building societies,,,,Bolton,Undefined,Units,"Number per 100,000 adults",E08000001,16.1
2013,Commerical bank branches and building societies,,,,Bolton,Undefined,Units,"Number per 100,000 adults",E08000001,16.1
2014,Commerical bank branches and building societies,,,,Bolton,Undefined,Units,"Number per 100,000 adults",E08000001,16.0
2015,Commerical bank branches and building societies,,,,Bolton,Undefined,Units,"Number per 100,000 adults",E08000001,16.0
2016,Commerical bank branches and building societies,,,,Bolton,Undefined,Units,"Number per 100,000 adults",E08000001,14.1
2017,Commerical bank branches and building societies,,,,Bolton,Undefined,Units,"Number per 100,000 adults",E08000001,14.0
2010,Commerical bank branches and building societies,,,,Bury,Undefined,Units,"Number per 100,000 adults",E08000002,18.9
2011,Commerical bank branches and building societies,,,,Bury,Undefined,Units,"Number per 100,000 adults",E08000002,18.9
2012,Commerical bank branches and building societies,,,,Bury,Undefined,Units,"Number per 100,000 adults",E08000002,16.1
2013,Commerical bank branches and building societies,,,,Bury,Undefined,Units,"Number per 100,000 adults",E08000002,16.1
2014,Commerical bank branches and building societies,,,,Bury,Undefined,Units,"Number per 100,000 adults",E08000002,16.0
2015,Commerical bank branches and building societies,,,,Bury,Undefined,Units,"Number per 100,000 adults",E08000002,16.0
2016,Commerical bank branches and building societies,,,,Bury,Undefined,Units,"Number per 100,000 adults",E08000002,15.9
2017,Commerical bank branches and building societies,,,,Bury,Undefined,Units,"Number per 100,000 adults",E08000002,13.2
2010,Commerical bank branches and building societies,,,,Manchester,Undefined,Units,"Number per 100,000 adults",E08000003,45.7
2011,Commerical bank branches and building societies,,,,Manchester,Undefined,Units,"Number per 100,000 adults",E08000003,44.7
2012,Commerical bank branches and building societies,,,,Manchester,Undefined,Units,"Number per 100,000 adults",E08000003,28.4
2013,Commerical bank branches and building societies,,,,Manchester,Undefined,Units,"Number per 100,000 adults",E08000003,28.2
2014,Commerical bank branches and building societies,,,,Manchester,Undefined,Units,"Number per 100,000 adults",E08000003,27.0
2015,Commerical bank branches and building societies,,,,Manchester,Undefined,Units,"Number per 100,000 adults",E08000003,26.4
2016,Commerical bank branches and building societies,,,,Manchester,Undefined,Units,"Number per 100,000 adults",E08000003,27.7
2017,Commerical bank branches and building societies,,,,Manchester,Undefined,Units,"Number per 100,000 adults",E08000003,25.7
2010,Commerical bank branches and building societies,,,,Oldham,Undefined,Units,"Number per 100,000 adults",E08000004,17.9
2011,Commerical bank branches and building societies,,,,Oldham,Undefined,Units,"Number per 100,000 adults",E08000004,15.5
2012,Commerical bank branches and building societies,,,,Oldham,Undefined,Units,"Number per 100,000 adults",E08000004,13.3
2013,Commerical bank branches and building societies,,,,Oldham,Undefined,Units,"Number per 100,000 adults",E08000004,13.2
2014,Commerical bank branches and building societies,,,,Oldham,Undefined,Units,"Number per 100,000 adults",E08000004,13.1
2015,Commerical bank branches and building societies,,,,Oldham,Undefined,Units,"Number per 100,000 adults",E08000004,13.0
2016,Commerical bank branches and building societies,,,,Oldham,Undefined,Units,"Number per 100,000 adults",E08000004,12.9
2017,Commerical bank branches and building societies,,,,Oldham,Undefined,Units,"Number per 100,000 adults",E08000004,12.8
2010,Commerical bank branches and building societies,,,,Rochdale,Undefined,Units,"Number per 100,000 adults",E08000005,14.2
2011,Commerical bank branches and building societies,,,,Rochdale,Undefined,Units,"Number per 100,000 adults",E08000005,14.2
2012,Commerical bank branches and building societies,,,,Rochdale,Undefined,Units,"Number per 100,000 adults",E08000005,11.8
2013,Commerical bank branches and building societies,,,,Rochdale,Undefined,Units,"Number per 100,000 adults",E08000005,11.8
2014,Commerical bank branches and building societies,,,,Rochdale,Undefined,Units,"Number per 100,000 adults",E08000005,11.7
2015,Commerical bank branches and building societies,,,,Rochdale,Undefined,Units,"Number per 100,000 adults",E08000005,14.0
2016,Commerical bank branches and building societies,,,,Rochdale,Undefined,Units,"Number per 100,000 adults",E08000005,11.6
2017,Commerical bank branches and building societies,,,,Rochdale,Undefined,Units,"Number per 100,000 adults",E08000005,11.4
2010,Commerical bank branches and building societies,,,,Salford,Undefined,Units,"Number per 100,000 adults",E08000006,17.3
2011,Commerical bank branches and building societies,,,,Salford,Undefined,Units,"Number per 100,000 adults",E08000006,17.1
2012,Commerical bank branches and building societies,,,,Salford,Undefined,Units,"Number per 100,000 adults",E08000006,14.8
2013,Commerical bank branches and building societies,,,,Salford,Undefined,Units,"Number per 100,000 adults",E08000006,14.7
2014,Commerical bank branches and building societies,,,,Salford,Undefined,Units,"Number per 100,000 adults",E08000006,14.5
2015,Commerical bank branches and building societies,,,,Salford,Undefined,Units,"Number per 100,000 adults",E08000006,12.2
2016,Commerical bank branches and building societies,,,,Salford,Undefined,Units,"Number per 100,000 adults",E08000006,12.1
2017,Commerical bank branches and building societies,,,,Salford,Undefined,Units,"Number per 100,000 adults",E08000006,11.9
2010,Commerical bank branches and building societies,,,,Stockport,Undefined,Units,"Number per 100,000 adults",E08000007,26.5
2011,Commerical bank branches and building societies,,,,Stockport,Undefined,Units,"Number per 100,000 adults",E08000007,26.5
2012,Commerical bank branches and building societies,,,,Stockport,Undefined,Units,"Number per 100,000 adults",E08000007,24.7
2013,Commerical bank branches and building societies,,,,Stockport,Undefined,Units,"Number per 100,000 adults",E08000007,24.6
2014,Commerical bank branches and building societies,,,,Stockport,Undefined,Units,"Number per 100,000 adults",E08000007,22.7
2015,Commerical bank branches and building societies,,,,Stockport,Undefined,Units,"Number per 100,000 adults",E08000007,22.6
2016,Commerical bank branches and building societies,,,,Stockport,Undefined,Units,"Number per 100,000 adults",E08000007,22.4
