Year,Units,Urbanisation,Urbanisation sub-category,Household composition,Age of oldest person,Age of youngest person,Income group,Living in poverty,Economic activity,Disability status,Ethnicity of household reference person (HRP),Length of residence,Sub-national area,Decent homes criteria,Unit measure,Observation status,Unit multiplier,Value
2013,Dwelling (%),Urban,,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,6.027162119659951
2013,Dwelling (%),Rural,,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.55827509480084
2013,Dwelling (%),,,,,,,,,,,,North,Repair,Percentage (%),Undefined,Units,6.4297372501600005
2013,Dwelling (%),,,,,,,,,,,,South East,Repair,Percentage (%),Undefined,Units,3.86175444451
2013,Dwelling (%),,,,,,,,,,,,Rest of England,Repair,Percentage (%),Undefined,Units,3.91398919375
2014,Dwelling (%),,,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.55380698885551
2014,Dwelling (%),Urban,City centre,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.79529711802858
2014,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.51689801095991
2014,Dwelling (%),Suburban,,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.16198714594371
2014,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.5942587416344796
2014,Dwelling (%),Rural,Village centre,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,6.06370557745128
2014,Dwelling (%),Rural,Other rural area,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,7.06837305935846
2014,Dwelling (%),Urban,,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.55860160155203
2014,Dwelling (%),Rural,,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.6599289771726795
2014,Dwelling (%),,,,,,,,,,,,North,Repair,Percentage (%),Undefined,Units,5.498650392869999
2014,Dwelling (%),,,,,,,,,,,,South East,Repair,Percentage (%),Undefined,Units,4.15663663853
2014,Dwelling (%),,,,,,,,,,,,Rest of England,Repair,Percentage (%),Undefined,Units,4.17891821303
2015,Dwelling (%),,,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.04840072937332
2015,Dwelling (%),Urban,City centre,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,6.2602775192605
2015,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.8180744963932804
2015,Dwelling (%),Suburban,Suburban residential,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.71553629777858
2015,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.03758879617084
2015,Dwelling (%),Rural,Village centre,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.4334232835669605
2015,Dwelling (%),Rural,Other rural area,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.669813621543901
2015,Dwelling (%),Urban,,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.06744548462503
2015,Dwelling (%),Rural,,,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.99190325882851
2015,Dwelling (%),,,,,,,,,,,,North,Repair,Percentage (%),Undefined,Units,4.891473424040001
2015,Dwelling (%),,,,,,,,,,,,South East,Repair,Percentage (%),Undefined,Units,3.71362092759
2015,Dwelling (%),,,,,,,,,,,,Rest of England,Repair,Percentage (%),Undefined,Units,3.70121081134
2008,Dwelling (%),,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.26761992388461
2008,Dwelling (%),Urban,City centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,10.1468120686277
2008,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.566502598249411
2008,Dwelling (%),Suburban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.61997594545535
2008,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.20124323499417
2008,Dwelling (%),Rural,Village centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.3652800492447295
2008,Dwelling (%),Rural,Other rural area,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.3728598309419304
2008,Dwelling (%),Urban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,5.3636793189390595
2008,Dwelling (%),Rural,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.83220399836563
2008,Dwelling (%),,,,,,,,,,,,North,Modern facilities and services,Percentage (%),Undefined,Units,2.4589770494
2008,Dwelling (%),,,,,,,,,,,,South East,Modern facilities and services,Percentage (%),Undefined,Units,3.7148392811199997
2008,Dwelling (%),,,,,,,,,,,,Rest of England,Modern facilities and services,Percentage (%),Undefined,Units,3.52306280199
2009,Dwelling (%),,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.09278415136843
2009,Dwelling (%),Urban,City centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,10.220151803567301
2009,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.24002685426009
2009,Dwelling (%),Suburban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.48408902383825
2009,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.95963460575822
2009,Dwelling (%),Rural,Village centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.35798185455993
2009,Dwelling (%),Rural,Other rural area,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.6538103959953903
2009,Dwelling (%),Urban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,5.19984486729076
2009,Dwelling (%),Rural,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.53293891070961
2009,Dwelling (%),,,,,,,,,,,,North,Modern facilities and services,Percentage (%),Undefined,Units,2.57139090253
2009,Dwelling (%),,,,,,,,,,,,South East,Modern facilities and services,Percentage (%),Undefined,Units,3.88792097245
2009,Dwelling (%),,,,,,,,,,,,Rest of England,Modern facilities and services,Percentage (%),Undefined,Units,2.8853766427900003
2010,Dwelling (%),,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.34
2010,Dwelling (%),Urban,City centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,6.621
2010,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.093
2010,Dwelling (%),Suburban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.9240000000000002
2010,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.713
2010,Dwelling (%),Urban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.677
2010,Dwelling (%),Rural,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.185
2010,Dwelling (%),,,,,,,,,,,,North,Modern facilities and services,Percentage (%),Undefined,Units,2.1069999999999998
2010,Dwelling (%),,,,,,,,,,,,South East,Modern facilities and services,Percentage (%),Undefined,Units,2.6519999999999997
2010,Dwelling (%),,,,,,,,,,,,Rest of England,Modern facilities and services,Percentage (%),Undefined,Units,2.28
2011,Dwelling (%),,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.6480000000000001
2011,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.8289999999999997
2011,Dwelling (%),Suburban,Suburban residential,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.207
2011,Dwelling (%),Urban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.9019999999999997
2011,Dwelling (%),Rural,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.7530000000000001
2011,Dwelling (%),,,,,,,,,,,,North,Modern facilities and services,Percentage (%),Undefined,Units,1.166
2011,Dwelling (%),,,,,,,,,,,,South East,Modern facilities and services,Percentage (%),Undefined,Units,2.016
2011,Dwelling (%),,,,,,,,,,,,Rest of England,Modern facilities and services,Percentage (%),Undefined,Units,1.725
2012,Dwelling (%),,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.656
2012,Dwelling (%),Urban,City centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.157
2012,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.102
2012,Dwelling (%),Suburban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.166
2012,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.431
2012,Dwelling (%),Rural,Village centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.227
2012,Dwelling (%),Rural,Other rural area,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.805
2012,Dwelling (%),Urban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.11
2012,Dwelling (%),Rural,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.686
2012,Dwelling (%),,,,,,,,,,,,North,Modern facilities and services,Percentage (%),Undefined,Units,1.094
2012,Dwelling (%),,,,,,,,,,,,South East,Modern facilities and services,Percentage (%),Undefined,Units,1.778
2012,Dwelling (%),,,,,,,,,,,,Rest of England,Modern facilities and services,Percentage (%),Undefined,Units,1.965
2013,Dwelling (%),,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.9060771235438898
2013,Dwelling (%),Urban,City centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,5.92732658301008
2013,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.5786370846016
2013,Dwelling (%),Suburban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.4779131208790002
2013,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.704526446610441
2013,Dwelling (%),Rural,Other rural area,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.7533651592692598
2013,Dwelling (%),Urban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.9170797988616903
2013,Dwelling (%),Rural,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.941017364283527
2013,Dwelling (%),,,,,,,,,,,,North,Modern facilities and services,Percentage (%),Undefined,Units,1.23720171439
2013,Dwelling (%),,,,,,,,,,,,South East,Modern facilities and services,Percentage (%),Undefined,Units,2.3420151392900004
2013,Dwelling (%),,,,,,,,,,,,Rest of England,Modern facilities and services,Percentage (%),Undefined,Units,2.0541627704799996
2014,Dwelling (%),,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.03219800512182
2014,Dwelling (%),Urban,City centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,5.40159736361537
2014,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.7346393275744503
2014,Dwelling (%),Suburban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.51363727885293
2014,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.856217667152822
2014,Dwelling (%),Rural,Village centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.55899478642937
2014,Dwelling (%),Rural,Other rural area,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.5063361646493703
2014,Dwelling (%),Urban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.98434607484547
2014,Dwelling (%),Rural,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.4036030133339599
2014,Dwelling (%),,,,,,,,,,,,North,Modern facilities and services,Percentage (%),Undefined,Units,1.02967833722
2014,Dwelling (%),,,,,,,,,,,,South East,Modern facilities and services,Percentage (%),Undefined,Units,3.05559704728
2014,Dwelling (%),,,,,,,,,,,,Rest of England,Modern facilities and services,Percentage (%),Undefined,Units,1.97880026118
2015,Dwelling (%),,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.59806219704573
2015,Dwelling (%),Urban,City centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.58566873558231
2015,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.42610411667496
2015,Dwelling (%),Suburban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.18467865402534
2015,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.9387702126043069
2015,Dwelling (%),Rural,Village centre,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.0097914540594197
2015,Dwelling (%),Rural,Other rural area,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.69403511924626
2015,Dwelling (%),Urban,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.7995139311243795
2015,Dwelling (%),Rural,,,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.6054632260803798
2015,Dwelling (%),,,,,,,,,,,,North,Modern facilities and services,Percentage (%),Undefined,Units,0.9378796273219999
2015,Dwelling (%),,,,,,,,,,,,South East,Modern facilities and services,Percentage (%),Undefined,Units,2.0125114945400004
2015,Dwelling (%),,,,,,,,,,,,Rest of England,Modern facilities and services,Percentage (%),Undefined,Units,1.7546053486000002
2008,Dwelling (%),,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,12.755992765631401
2008,Dwelling (%),Urban,City centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,19.325618436256896
2008,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,14.207706641505899
2008,Dwelling (%),Suburban,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.894528568979002
2008,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,12.6122119334722
2008,Dwelling (%),Rural,Village centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,20.460824487184897
2008,Dwelling (%),Rural,Other rural area,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,24.0903371257798
2008,Dwelling (%),Urban,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,14.938827408727802
2008,Dwelling (%),Rural,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,16.1063474503847
2008,Dwelling (%),,,,,,,,,,,,North,Thermal comfort,Percentage (%),Undefined,Units,11.389601241500001
2008,Dwelling (%),,,,,,,,,,,,South East,Thermal comfort,Percentage (%),Undefined,Units,13.7586229421
2008,Dwelling (%),,,,,,,,,,,,Rest of England,Thermal comfort,Percentage (%),Undefined,Units,13.0049479899
2009,Dwelling (%),,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.3751705082379
2009,Dwelling (%),Urban,City centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,15.9921736153829
2009,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.259059086617
2009,Dwelling (%),Suburban,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.514843174791269
2009,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.6568706479002
2009,Dwelling (%),Rural,Village centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,14.6010874973261
2009,Dwelling (%),Rural,Other rural area,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,24.758972376806803
2009,Dwelling (%),Urban,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,12.018730267563301
2009,Dwelling (%),Rural,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,14.4592913620759
2009,Dwelling (%),,,,,,,,,,,,North,Thermal comfort,Percentage (%),Undefined,Units,8.36051506342
2009,Dwelling (%),,,,,,,,,,,,South East,Thermal comfort,Percentage (%),Undefined,Units,10.811661649200001
2009,Dwelling (%),,,,,,,,,,,,Rest of England,Thermal comfort,Percentage (%),Undefined,Units,11.502113068800002
2010,Dwelling (%),,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.89
2010,Dwelling (%),Urban,City centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,14.132
2010,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.374
2010,Dwelling (%),Suburban,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.027999999999999
2010,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.752
2010,Dwelling (%),Rural,Village centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,15.24
2010,Dwelling (%),Rural,Other rural area,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,24.166
2010,Dwelling (%),Urban,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.83
2010,Dwelling (%),Rural,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,14.032
2010,Dwelling (%),,,,,,,,,,,,North,Thermal comfort,Percentage (%),Undefined,Units,8.077
2010,Dwelling (%),,,,,,,,,,,,South East,Thermal comfort,Percentage (%),Undefined,Units,10.093
2010,Dwelling (%),,,,,,,,,,,,Rest of England,Thermal comfort,Percentage (%),Undefined,Units,11.049000000000001
2011,Dwelling (%),,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.718
2011,Dwelling (%),Urban,City centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,14.164000000000001
2011,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.972999999999999
2011,Dwelling (%),Suburban,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.999
2011,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.228
2011,Dwelling (%),Rural,Village centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,13.732999999999999
2011,Dwelling (%),Rural,Other rural area,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,19.604
2011,Dwelling (%),Urban,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.66
2011,Dwelling (%),Rural,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,12.652000000000001
2011,Dwelling (%),,,,,,,,,,,,North,Thermal comfort,Percentage (%),Undefined,Units,7.279
2011,Dwelling (%),,,,,,,,,,,,South East,Thermal comfort,Percentage (%),Undefined,Units,8.594
2011,Dwelling (%),,,,,,,,,,,,Rest of England,Thermal comfort,Percentage (%),Undefined,Units,9.847000000000001
2012,Dwelling (%),,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.653
2012,Dwelling (%),Urban,City centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,15.206
2012,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.133
2012,Dwelling (%),Suburban,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.94
2012,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.88
2012,Dwelling (%),Rural,Village centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.259
2012,Dwelling (%),Rural,Other rural area,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,17.524
2012,Dwelling (%),Urban,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.058
2012,Dwelling (%),Rural,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.981
2012,Dwelling (%),,,,,,,,,,,,North,Thermal comfort,Percentage (%),Undefined,Units,6.421
2012,Dwelling (%),,,,,,,,,,,,South East,Thermal comfort,Percentage (%),Undefined,Units,7.587999999999999
2012,Dwelling (%),,,,,,,,,,,,Rest of England,Thermal comfort,Percentage (%),Undefined,Units,8.579
2013,Dwelling (%),,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.4567701484760205
2013,Dwelling (%),Urban,City centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,21.2382323193028
2013,Dwelling (%),Urban,Other urban centre,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.02726794493737
2013,Dwelling (%),Suburban,,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.6729744363119
2013,Dwelling (%),Rural,Rural residential,,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.52311684657292
